	corpus	piece	corpus_id	piece_id	corpus_year	piece_year	period	globalkey	localkey_mode	ILC	OLC	DI	ILC_DI_diff
28	monteverdi_madrigals	5-05b	2	18	1609.1691322587767	1605	Renaissance	g	minor	0.8831168831168831	0.05194805194805195	0.22554025974025976	0.6575766233766234
29	monteverdi_madrigals	5-05b	2	18	1609.1691322587767	1605	Renaissance	g	major	0.0	0.047619047619047616	0.20952380952380953	0.20952380952380953
30	monteverdi_madrigals	5-05c	2	19	1609.1691322587767	1605	Renaissance	g	minor	1.338235294117647	0.08823529411764706	0.2614205882352941	1.0768147058823527
31	monteverdi_madrigals	5-05c	2	19	1609.1691322587767	1605	Renaissance	g	major	0.1566265060240964	0.03614457831325301	0.25140481927710845	0.09477831325301206
32	monteverdi_madrigals	5-06	2	20	1609.1691322587767	1605	Renaissance	g	minor	0.7666666666666667	0.022222222222222223	0.2288888888888889	0.5377777777777778
33	monteverdi_madrigals	5-06	2	20	1609.1691322587767	1605	Renaissance	g	major	0.13333333333333333	0.06666666666666667	0.2	0.06666666666666668
34	monteverdi_madrigals	5-07	2	21	1609.1691322587767	1605	Renaissance	g	minor	0.9555555555555556	0.12222222222222222	0.24481333333333336	0.7107422222222223
35	monteverdi_madrigals	5-07	2	21	1609.1691322587767	1605	Renaissance	g	major	0.0	0.0	0.2376171428571429	0.2376171428571429
36	monteverdi_madrigals	5-08	2	22	1609.1691322587767	1605	Renaissance	g	minor	0.7878787878787878	0.015151515151515152	0.2257568181818182	0.5621219696969697
37	monteverdi_madrigals	5-08	2	22	1609.1691322587767	1605	Renaissance	g	major	0.011494252873563218	0.022988505747126436	0.22796781609195405	0.21647356321839084
38	monteverdi_madrigals	5-09	2	23	1609.1691322587767	1605	Renaissance	d	minor	1.0687022900763359	0.4732824427480916	0.2336114503816794	0.8350908396946565
39	monteverdi_madrigals	5-09	2	23	1609.1691322587767	1605	Renaissance	d	major	0.0	0.0	0.2	0.2
40	monteverdi_madrigals	5-10	2	24	1609.1691322587767	1605	Renaissance	g	minor	0.8831168831168831	0.05194805194805195	0.22554025974025976	0.6575766233766234
41	monteverdi_madrigals	5-10	2	24	1609.1691322587767	1605	Renaissance	g	major	0.0	0.047619047619047616	0.20952380952380953	0.20952380952380953
42	monteverdi_madrigals	5-11	2	25	1609.1691322587767	1605	Renaissance	g	minor	1.338235294117647	0.08823529411764706	0.2614205882352941	1.0768147058823527
43	monteverdi_madrigals	5-11	2	25	1609.1691322587767	1605	Renaissance	g	major	0.1566265060240964	0.03614457831325301	0.25140481927710845	0.09477831325301206
44	monteverdi_madrigals	5-14	2	26	1609.1691322587767	1605	Renaissance	d	minor	1.037037037037037	0.2740740740740741	0.24839407407407407	0.7886429629629629
45	monteverdi_madrigals	5-14	2	26	1609.1691322587767	1605	Renaissance	d	major	0.25	0.125	0.25	0.0
46	monteverdi_madrigals	5-15	2	27	1609.1691322587767	1605	Renaissance	d	minor	1.0687022900763359	0.4732824427480916	0.2336114503816794	0.8350908396946565
47	monteverdi_madrigals	5-15	2	27	1609.1691322587767	1605	Renaissance	d	major	0.0	0.0	0.2	0.2
48	monteverdi_madrigals	5-17	2	28	1609.1691322587767	1605	Renaissance	d	minor	0.9647058823529412	0.16470588235294117	0.22039058823529412	0.7443152941176471
49	monteverdi_madrigals	5-17	2	28	1609.1691322587767	1605	Renaissance	d	major	0.05263157894736842	0.0	0.2210526315789474	0.16842105263157897
51	monteverdi_madrigals	laudate_pueri_dominum	2	30	1609.1691322587767	1620	Renaissance	g	minor	0.7488584474885844	0.045662100456621	0.24710593607305936	0.501752511415525
52	monteverdi_madrigals	laudate_pueri_dominum	2	30	1609.1691322587767	1620	Renaissance	g	major	0.10778443113772455	0.059880239520958084	0.22225449101796407	0.11447005988023952
53	monteverdi_madrigals	8-18	2	31	1609.1691322587767	1638	Renaissance	C	major	0.0425531914893617	0.0	0.23155957446808512	0.1890063829787234
54	monteverdi_madrigals	8-18	2	31	1609.1691322587767	1638	Renaissance	C	minor	0.6008064516129032	0.012096774193548387	0.2549036290322581	0.34590282258064514
55	monteverdi_madrigals	8-19	2	32	1609.1691322587767	1638	Renaissance	a	minor	0.8129496402877698	0.1510791366906475	0.24304316546762592	0.5699064748201439
56	monteverdi_madrigals	8-19	2	32	1609.1691322587767	1638	Renaissance	a	major	0.6338028169014085	0.07746478873239436	0.2392	0.3946028169014085
57	monteverdi_madrigals	9-12	2	33	1609.1691322587767	1651	Renaissance	C	major	0.0	0.0	0.33583	0.33583
58	monteverdi_madrigals	9-12	2	33	1609.1691322587767	1651	Renaissance	C	minor	0.5	0.0	0.292496875	0.207503125
90	frescobaldi_fiori_musicali	12.32_Recercar_con_obligo_del_Basso_come_appare	4	65	1635.0	1635	Renaissance	C	major	0.655367231638418	0.05649717514124294	0.25611525423728815	0.3992519774011299
91	frescobaldi_fiori_musicali	12.32_Recercar_con_obligo_del_Basso_come_appare	4	65	1635.0	1635	Renaissance	C	minor	1.8823529411764706	0.14705882352941177	0.2700911764705882	1.6122617647058823
160	corelli	op01n01a	6	134	1687.6864702945581	1681	Baroque	F	major	0.09433962264150944	0.03773584905660377	0.2713811320754717	0.17704150943396227
161	corelli	op01n01a	6	134	1687.6864702945581	1681	Baroque	F	minor	1.125	0.0	0.3666625	0.7583375
162	corelli	op01n01b	6	135	1687.6864702945581	1681	Baroque	F	major	0.032520325203252036	0.008130081300813009	0.27452113821138213	0.2420008130081301
163	corelli	op01n01b	6	135	1687.6864702945581	1681	Baroque	F	minor	1.3333333333333333	0.0	0.28444	1.0488933333333332
164	corelli	op01n01c	6	136	1687.6864702945581	1681	Baroque	F	major	0.5	0.0	0.2864583333333333	0.21354166666666669
165	corelli	op01n01c	6	136	1687.6864702945581	1681	Baroque	F	minor	0.5531914893617021	0.06382978723404255	0.2680808510638298	0.28511063829787237
166	corelli	op01n01d	6	137	1687.6864702945581	1681	Baroque	F	major	0.19827586206896552	0.04310344827586207	0.25545689655172416	0.05718103448275863
167	corelli	op01n01d	6	137	1687.6864702945581	1681	Baroque	F	minor	1.0	0.2727272727272727	0.2878727272727273	0.7121272727272727
168	corelli	op01n02a	6	138	1687.6864702945581	1681	Baroque	e	minor	1.106060606060606	0.030303030303030304	0.2818166666666667	0.8242439393939393
169	corelli	op01n02a	6	138	1687.6864702945581	1681	Baroque	e	major	0.1111111111111111	0.0	0.2888888888888889	0.1777777777777778
170	corelli	op01n02b	6	139	1687.6864702945581	1681	Baroque	e	minor	0.7864077669902912	0.019417475728155338	0.2817116504854369	0.5046961165048544
171	corelli	op01n02b	6	139	1687.6864702945581	1681	Baroque	e	major	0.0	0.0	0.24814444444444442	0.24814444444444442
172	corelli	op01n02c	6	140	1687.6864702945581	1681	Baroque	e	minor	0.8518518518518519	0.0	0.2543166666666667	0.5975351851851851
173	corelli	op01n02c	6	140	1687.6864702945581	1681	Baroque	e	major	0.0	0.0	0.29332	0.29332
174	corelli	op01n02d	6	141	1687.6864702945581	1681	Baroque	e	minor	0.916083916083916	0.06993006993006994	0.28064965034965034	0.6354342657342658
175	corelli	op01n02d	6	141	1687.6864702945581	1681	Baroque	e	major	0.07407407407407407	0.0	0.2858	0.21172592592592593
176	corelli	op01n03a	6	142	1687.6864702945581	1681	Baroque	A	major	0.0	0.017241379310344827	0.29856206896551724	0.29856206896551724
177	corelli	op01n03a	6	142	1687.6864702945581	1681	Baroque	A	minor	1.125	0.0	0.327075	0.797925
178	corelli	op01n03b	6	143	1687.6864702945581	1681	Baroque	A	major	0.07547169811320754	0.0047169811320754715	0.2841966981132076	0.20872500000000005
179	corelli	op01n03b	6	143	1687.6864702945581	1681	Baroque	A	minor	1.0909090909090908	0.0	0.29545454545454547	0.7954545454545454
180	corelli	op01n03c	6	144	1687.6864702945581	1681	Baroque	A	minor	0.8571428571428571	0.0	0.2698380952380952	0.5873047619047619
181	corelli	op01n03c	6	144	1687.6864702945581	1681	Baroque	A	major	0.06382978723404255	0.02127659574468085	0.2865191489361702	0.22268936170212766
182	corelli	op01n03d	6	145	1687.6864702945581	1681	Baroque	A	major	0.024390243902439025	0.024390243902439025	0.23617804878048781	0.2117878048780488
183	corelli	op01n03d	6	145	1687.6864702945581	1681	Baroque	A	minor	0.42857142857142855	0.0	0.2928571428571428	0.13571428571428573
184	corelli	op01n04a	6	146	1687.6864702945581	1681	Baroque	a	minor	1.027027027027027	0.24324324324324326	0.22702432432432434	0.8000027027027026
185	corelli	op01n04a	6	146	1687.6864702945581	1681	Baroque	a	major	0.13333333333333333	0.0	0.2755533333333334	0.14222000000000004
187	corelli	op01n04c	6	148	1687.6864702945581	1681	Baroque	a	minor	0.9019607843137255	0.20588235294117646	0.27712254901960787	0.6248382352941176
188	corelli	op01n04c	6	148	1687.6864702945581	1681	Baroque	a	major	0.2	0.2	0.3188866666666667	0.1188866666666667
189	corelli	op01n04d	6	149	1687.6864702945581	1681	Baroque	a	minor	0.8514851485148515	0.0	0.26583762376237624	0.5856475247524753
190	corelli	op01n04d	6	149	1687.6864702945581	1681	Baroque	a	major	0.0	0.0	0.2	0.2
191	corelli	op01n05a	6	150	1687.6864702945581	1681	Baroque	Bb	major	0.0	0.0	0.30322258064516133	0.30322258064516133
192	corelli	op01n05a	6	150	1687.6864702945581	1681	Baroque	Bb	minor	1.11864406779661	0.2033898305084746	0.34265254237288134	0.7759915254237287
193	corelli	op01n05b	6	151	1687.6864702945581	1681	Baroque	Bb	major	0.04065040650406504	0.008130081300813009	0.29959024390243905	0.258939837398374
194	corelli	op01n05b	6	151	1687.6864702945581	1681	Baroque	Bb	minor	0.7692307692307693	0.11538461538461539	0.33845769230769235	0.4307730769230769
195	corelli	op01n05c	6	152	1687.6864702945581	1681	Baroque	Bb	minor	1.2	0.0	0.25333	0.9466699999999999
196	corelli	op01n05c	6	152	1687.6864702945581	1681	Baroque	Bb	major	0.14285714285714285	0.0	0.28945510204081637	0.14659795918367352
197	corelli	op01n05d	6	153	1687.6864702945581	1681	Baroque	Bb	major	0.04878048780487805	0.0	0.25589146341463415	0.2071109756097561
198	corelli	op01n05d	6	153	1687.6864702945581	1681	Baroque	Bb	minor	1.0857142857142856	0.42857142857142855	0.28618857142857146	0.7995257142857142
200	corelli	op01n06b	6	155	1687.6864702945581	1681	Baroque	b	minor	0.6906474820143885	0.09352517985611511	0.32277625899280576	0.36787122302158276
201	corelli	op01n06b	6	155	1687.6864702945581	1681	Baroque	b	major	0.0	0.0	0.31666279069767445	0.31666279069767445
202	corelli	op01n06c	6	156	1687.6864702945581	1681	Baroque	b	minor	0.8113207547169812	0.0	0.30439811320754717	0.506922641509434
203	corelli	op01n06c	6	156	1687.6864702945581	1681	Baroque	b	major	0.0	0.0	0.28989393939393937	0.28989393939393937
204	corelli	op01n06d	6	157	1687.6864702945581	1681	Baroque	b	minor	1.2134831460674158	0.033707865168539325	0.26235730337078655	0.9511258426966293
205	corelli	op01n06d	6	157	1687.6864702945581	1681	Baroque	b	major	0.21951219512195122	0.0	0.2544707317073171	0.03495853658536588
206	corelli	op01n07a	6	158	1687.6864702945581	1681	Baroque	C	major	0.043795620437956206	0.0364963503649635	0.2889277372262774	0.2451321167883212
207	corelli	op01n07a	6	158	1687.6864702945581	1681	Baroque	C	minor	0.9090909090909091	0.09090909090909091	0.31363636363636366	0.5954545454545455
208	corelli	op01n07b	6	159	1687.6864702945581	1681	Baroque	C	minor	0.5625	0.0	0.275	0.2875
209	corelli	op01n07b	6	159	1687.6864702945581	1681	Baroque	C	major	0.07692307692307693	0.0	0.30085128205128203	0.2239282051282051
210	corelli	op01n07c	6	160	1687.6864702945581	1681	Baroque	C	major	0.08870967741935484	0.016129032258064516	0.2998088709677419	0.21109919354838705
211	corelli	op01n07c	6	160	1687.6864702945581	1681	Baroque	C	minor	0.7555555555555555	0.022222222222222223	0.24888666666666664	0.5066688888888888
220	corelli	op01n10a	6	169	1687.6864702945581	1681	Baroque	g	minor	0.8709677419354839	0.0	0.33064516129032256	0.5403225806451613
221	corelli	op01n10a	6	169	1687.6864702945581	1681	Baroque	g	major	0.0	0.0	0.3095214285714286	0.3095214285714286
224	corelli	op01n10d	6	172	1687.6864702945581	1681	Baroque	g	minor	0.6923076923076923	0.0	0.28076666666666666	0.4115410256410256
225	corelli	op01n10d	6	172	1687.6864702945581	1681	Baroque	g	major	0.0	0.0	0.2822875	0.2822875
226	corelli	op01n10e	6	173	1687.6864702945581	1681	Baroque	g	minor	0.7596153846153846	0.07692307692307693	0.23461346153846158	0.525001923076923
227	corelli	op01n10e	6	173	1687.6864702945581	1681	Baroque	g	major	0.0	0.10714285714285714	0.2499964285714286	0.2499964285714286
229	corelli	op01n11b	6	175	1687.6864702945581	1681	Baroque	d	minor	1.0093457943925233	0.19626168224299065	0.27756261682242994	0.7317831775700934
230	corelli	op01n11b	6	175	1687.6864702945581	1681	Baroque	d	major	0.0	0.0	0.29615384615384616	0.29615384615384616
231	corelli	op01n11c	6	176	1687.6864702945581	1681	Baroque	d	minor	0.7936507936507936	0.06349206349206349	0.2687777777777778	0.5248730158730158
232	corelli	op01n11c	6	176	1687.6864702945581	1681	Baroque	d	major	0.0	0.0	0.2717923076923077	0.2717923076923077
233	corelli	op01n11d	6	177	1687.6864702945581	1681	Baroque	d	minor	0.5535714285714286	0.25	0.2619	0.2916714285714286
234	corelli	op01n11d	6	177	1687.6864702945581	1681	Baroque	d	major	0.0	0.0	0.27499545454545454	0.27499545454545454
237	corelli	op01n12c	6	180	1687.6864702945581	1681	Baroque	b	minor	0.96875	0.0625	0.30208125	0.6666687499999999
238	corelli	op01n12c	6	180	1687.6864702945581	1681	Baroque	b	major	0.3333333333333333	0.0	0.2888888888888889	0.0444444444444444
240	corelli	op03n01a	6	182	1687.6864702945581	1689	Baroque	F	major	0.0	0.0	0.2943617647058824	0.2943617647058824
241	corelli	op03n01a	6	182	1687.6864702945581	1689	Baroque	F	minor	0.7777777777777778	0.0	0.37222222222222223	0.40555555555555556
242	corelli	op03n01b	6	183	1687.6864702945581	1689	Baroque	F	major	0.022727272727272728	0.0	0.27676590909090915	0.25403863636363644
243	corelli	op03n01b	6	183	1687.6864702945581	1689	Baroque	F	minor	0.6428571428571429	0.0	0.3535714285714286	0.2892857142857143
244	corelli	op03n01c	6	184	1687.6864702945581	1689	Baroque	F	major	0.03125	0.010416666666666666	0.28315833333333335	0.25190833333333335
245	corelli	op03n01c	6	184	1687.6864702945581	1689	Baroque	F	minor	0.6842105263157895	0.05263157894736842	0.2280684210526316	0.4561421052631579
246	corelli	op03n01d	6	185	1687.6864702945581	1689	Baroque	F	major	0.013888888888888888	0.006944444444444444	0.3043944444444444	0.2905055555555555
247	corelli	op03n01d	6	185	1687.6864702945581	1689	Baroque	F	minor	1.25	0.0	0.4104125	0.8395874999999999
249	corelli	op03n02b	6	187	1687.6864702945581	1689	Baroque	D	major	0.030927835051546393	0.0	0.2859082474226804	0.254980412371134
250	corelli	op03n02b	6	187	1687.6864702945581	1689	Baroque	D	minor	1.1428571428571428	0.0	0.3206333333333333	0.8222238095238095
251	corelli	op03n02c	6	188	1687.6864702945581	1689	Baroque	b	minor	0.6851851851851852	0.0	0.3163574074074074	0.3688277777777778
252	corelli	op03n02c	6	188	1687.6864702945581	1689	Baroque	b	major	0.32432432432432434	0.08108108108108109	0.28333243243243245	0.040991891891891896
253	corelli	op03n02d	6	189	1687.6864702945581	1689	Baroque	D	major	0.09302325581395349	0.0	0.3017383720930233	0.2087151162790698
254	corelli	op03n02d	6	189	1687.6864702945581	1689	Baroque	D	minor	0.6857142857142857	0.17142857142857143	0.33570571428571433	0.3500085714285714
255	corelli	op03n03a	6	190	1687.6864702945581	1689	Baroque	Bb	major	0.1875	0.0	0.3260395833333333	0.13853958333333333
256	corelli	op03n03a	6	190	1687.6864702945581	1689	Baroque	Bb	minor	0.9	0.0	0.41333000000000003	0.48667
258	corelli	op03n03c	6	192	1687.6864702945581	1689	Baroque	Bb	major	0.12295081967213115	0.0	0.24439754098360658	0.12144672131147544
259	corelli	op03n03c	6	192	1687.6864702945581	1689	Baroque	Bb	minor	1.1333333333333333	0.0	0.3511066666666667	0.7822266666666666
260	corelli	op03n03d	6	193	1687.6864702945581	1689	Baroque	Bb	major	0.03804347826086957	0.0	0.28450760869565217	0.2464641304347826
261	corelli	op03n03d	6	193	1687.6864702945581	1689	Baroque	Bb	minor	0.8478260869565217	2.9565217391304346	0.29673695652173915	0.5510891304347826
262	corelli	op03n04a	6	194	1687.6864702945581	1689	Baroque	b	minor	1.048780487804878	0.08536585365853659	0.2853646341463415	0.7634158536585366
263	corelli	op03n04a	6	194	1687.6864702945581	1689	Baroque	b	major	0.0851063829787234	0.0	0.2570914893617022	0.17198510638297876
265	corelli	op03n04c	6	196	1687.6864702945581	1689	Baroque	b	minor	1.121212121212121	0.10606060606060606	0.312119696969697	0.8090924242424241
266	corelli	op03n04c	6	196	1687.6864702945581	1689	Baroque	b	major	0.25	0.022727272727272728	0.3159045454545455	0.0659045454545455
268	corelli	op03n05a	6	198	1687.6864702945581	1689	Baroque	d	minor	0.9393939393939394	0.06060606060606061	0.3497469696969697	0.5896469696969697
269	corelli	op03n05a	6	198	1687.6864702945581	1689	Baroque	d	major	0.0	0.0	0.2666666666666667	0.2666666666666667
270	corelli	op03n05b	6	199	1687.6864702945581	1689	Baroque	d	minor	0.8064516129032258	0.0	0.29435403225806456	0.5120975806451612
271	corelli	op03n05b	6	199	1687.6864702945581	1689	Baroque	d	major	0.0	0.0	0.25520625	0.25520625
272	corelli	op03n05c	6	200	1687.6864702945581	1689	Baroque	d	minor	0.9347826086956522	0.043478260869565216	0.32608478260869567	0.6086978260869566
273	corelli	op03n05c	6	200	1687.6864702945581	1689	Baroque	d	major	0.0	0.0	0.344790625	0.344790625
274	corelli	op03n05d	6	201	1687.6864702945581	1689	Baroque	d	minor	1.041237113402062	0.08247422680412371	0.3419216494845361	0.6993154639175259
275	corelli	op03n05d	6	201	1687.6864702945581	1689	Baroque	d	major	0.11538461538461539	0.0	0.30448461538461535	0.18909999999999996
276	corelli	op03n06a	6	202	1687.6864702945581	1689	Baroque	G	major	0.07142857142857142	0.02040816326530612	0.2734683673469388	0.20203979591836738
277	corelli	op03n06a	6	202	1687.6864702945581	1689	Baroque	G	minor	0.8571428571428571	0.0	0.31904285714285713	0.5381
279	corelli	op03n06c	6	204	1687.6864702945581	1689	Baroque	G	major	0.0661764705882353	0.0	0.27610073529411766	0.20992426470588238
280	corelli	op03n06c	6	204	1687.6864702945581	1689	Baroque	G	minor	0.8181818181818182	0.0	0.35908181818181817	0.45910000000000006
283	corelli	op03n07b	6	207	1687.6864702945581	1689	Baroque	e	minor	0.7232142857142857	0.008928571428571428	0.33243928571428577	0.39077499999999993
284	corelli	op03n07b	6	207	1687.6864702945581	1689	Baroque	e	major	0.0	0.0	0.328125	0.328125
285	corelli	op03n07c	6	208	1687.6864702945581	1689	Baroque	e	minor	1.0263157894736843	0.0	0.34056578947368427	0.6857500000000001
286	corelli	op03n07c	6	208	1687.6864702945581	1689	Baroque	e	major	0.0	0.0	0.30555333333333334	0.30555333333333334
287	corelli	op03n07d	6	209	1687.6864702945581	1689	Baroque	e	minor	0.7846153846153846	0.015384615384615385	0.3071784615384615	0.4774369230769231
288	corelli	op03n07d	6	209	1687.6864702945581	1689	Baroque	e	major	0.11764705882352941	0.0	0.27058823529411763	0.15294117647058822
289	corelli	op03n08a	6	210	1687.6864702945581	1689	Baroque	C	major	0.043478260869565216	0.0	0.2671492753623188	0.2236710144927536
290	corelli	op03n08a	6	210	1687.6864702945581	1689	Baroque	C	minor	0.7058823529411765	0.17647058823529413	0.3186235294117647	0.3872588235294118
292	corelli	op03n08c	6	212	1687.6864702945581	1689	Baroque	a	minor	0.7659574468085106	0.0	0.2907787234042553	0.4751787234042553
293	corelli	op03n08c	6	212	1687.6864702945581	1689	Baroque	a	major	0.32	0.0	0.34732799999999997	0.027327999999999963
294	corelli	op03n08d	6	213	1687.6864702945581	1689	Baroque	C	major	0.052083333333333336	0.03125	0.21666666666666667	0.16458333333333333
295	corelli	op03n08d	6	213	1687.6864702945581	1689	Baroque	C	minor	0.8823529411764706	0.058823529411764705	0.29411764705882354	0.588235294117647
297	corelli	op03n09b	6	215	1687.6864702945581	1689	Baroque	f	minor	0.84	0.02666666666666667	0.28221999999999997	0.5577799999999999
298	corelli	op03n09b	6	215	1687.6864702945581	1689	Baroque	f	major	0.25925925925925924	0.037037037037037035	0.3333333333333333	0.07407407407407407
299	corelli	op03n09c	6	216	1687.6864702945581	1689	Baroque	f	minor	0.84375	0.015625	0.29895625000000003	0.54479375
300	corelli	op03n09c	6	216	1687.6864702945581	1689	Baroque	f	major	0.14285714285714285	0.0	0.3111095238095238	0.16825238095238093
303	corelli	op03n10b	6	219	1687.6864702945581	1689	Baroque	a	minor	0.9421487603305785	0.049586776859504134	0.2911809917355372	0.6509677685950412
304	corelli	op03n10b	6	219	1687.6864702945581	1689	Baroque	a	major	0.32	0.0	0.296532	0.02346799999999999
307	corelli	op03n11a	6	222	1687.6864702945581	1689	Baroque	g	minor	1.1296296296296295	0.18518518518518517	0.3617240740740741	0.7679055555555554
308	corelli	op03n11a	6	222	1687.6864702945581	1689	Baroque	g	major	0.3	0.1	0.31833	0.018330000000000013
309	corelli	op03n11b	6	223	1687.6864702945581	1689	Baroque	g	minor	0.9026548672566371	0.0	0.27005752212389383	0.6325973451327433
310	corelli	op03n11b	6	223	1687.6864702945581	1689	Baroque	g	major	0.06382978723404255	0.0	0.3304957446808511	0.26666595744680854
311	corelli	op03n11c	6	224	1687.6864702945581	1689	Baroque	g	minor	1.0	0.0	0.31272545454545453	0.6872745454545455
312	corelli	op03n11c	6	224	1687.6864702945581	1689	Baroque	g	major	0.14285714285714285	0.0	0.2857142857142857	0.14285714285714285
313	corelli	op03n11d	6	225	1687.6864702945581	1689	Baroque	g	minor	0.9846153846153847	0.015384615384615385	0.2999969230769231	0.6846184615384616
314	corelli	op03n11d	6	225	1687.6864702945581	1689	Baroque	g	major	0.15384615384615385	0.0	0.3166653846153846	0.16281923076923077
320	corelli	op03n12f	6	231	1687.6864702945581	1689	Baroque	A	major	0.03296703296703297	0.005494505494505495	0.289832967032967	0.25686593406593405
321	corelli	op03n12f	6	231	1687.6864702945581	1689	Baroque	A	minor	0.9	0.1	0.42166	0.47834000000000004
322	corelli	op03n12g	6	232	1687.6864702945581	1689	Baroque	A	major	0.05128205128205128	0.0	0.3041876923076923	0.25290564102564106
323	corelli	op03n12g	6	232	1687.6864702945581	1689	Baroque	A	minor	0.8571428571428571	0.0	0.31428571428571433	0.5428571428571427
324	corelli	op04n01a	6	233	1687.6864702945581	1694	Baroque	C	major	0.10909090909090909	0.0	0.30242181818181824	0.19333090909090916
325	corelli	op04n01a	6	233	1687.6864702945581	1694	Baroque	C	minor	1.125	0.0	0.30833125	0.81666875
326	corelli	op04n01b	6	234	1687.6864702945581	1694	Baroque	C	major	0.047619047619047616	0.047619047619047616	0.24391428571428572	0.1962952380952381
327	corelli	op04n01b	6	234	1687.6864702945581	1694	Baroque	C	minor	0.75	0.3333333333333333	0.22777500000000003	0.5222249999999999
329	corelli	op04n01d	6	236	1687.6864702945581	1694	Baroque	C	major	0.125	0.008333333333333333	0.3052775	0.18027749999999998
330	corelli	op04n01d	6	236	1687.6864702945581	1694	Baroque	C	minor	0.9230769230769231	0.0	0.29230769230769227	0.6307692307692309
331	corelli	op04n02a	6	237	1687.6864702945581	1694	Baroque	g	minor	0.8524590163934426	0.0	0.3516360655737705	0.5008229508196721
332	corelli	op04n02a	6	237	1687.6864702945581	1694	Baroque	g	major	0.0	0.0	0.29038461538461535	0.29038461538461535
333	corelli	op04n02b	6	238	1687.6864702945581	1694	Baroque	g	minor	1.1868131868131868	0.054945054945054944	0.2575076923076923	0.9293054945054945
334	corelli	op04n02b	6	238	1687.6864702945581	1694	Baroque	g	major	0.0	0.0	0.26666666666666666	0.26666666666666666
336	corelli	op04n02d	6	240	1687.6864702945581	1694	Baroque	g	minor	1.0	0.0	0.30894315789473686	0.6910568421052632
337	corelli	op04n02d	6	240	1687.6864702945581	1694	Baroque	g	major	0.3181818181818182	0.0	0.3015136363636364	0.016668181818181804
