	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	max_WL	min_WL	max_OL	min_OL	WLC	OLC	WL_5th_range	OL_5th_range	corpus_id	piece_id
1687	tchaikovsky_seasons	op37a08	1876.0	1876	Late Romantic	Extended tonality	b	minor	6	-5	7	-7	1.2265193370165746	0.5276243093922652	11	14	29	1051
1690	tchaikovsky_seasons	op37a09	1876.0	1876	Late Romantic	Extended tonality	G	minor	6	-4	17	-4	1.4791666666666667	1.5729166666666667	10	21	29	1052
1691	tchaikovsky_seasons	op37a10	1876.0	1876	Late Romantic	Extended tonality	d	minor	6	-11	10	-4	1.451219512195122	0.823170731707317	17	14	29	1053
1694	tchaikovsky_seasons	op37a11	1876.0	1876	Late Romantic	Extended tonality	E	minor	6	-4	6	-4	1.3428571428571427	0.2571428571428571	10	10	29	1054
1696	dvorak_silhouettes	op08n01	1879.0	1879	Late Romantic	Extended tonality	c#	minor	5	-4	2	-4	0.5294117647058824	0.0	9	6	30	1056
1699	dvorak_silhouettes	op08n02	1879.0	1879	Late Romantic	Extended tonality	Db	minor	5	-3	2	-4	2.0	0.0	8	6	30	1057
1701	dvorak_silhouettes	op08n04	1879.0	1879	Late Romantic	Extended tonality	f#	minor	6	-4	3	-3	1.5555555555555556	0.047619047619047616	10	6	30	1059
1703	dvorak_silhouettes	op08n05	1879.0	1879	Late Romantic	Extended tonality	f#	minor	5	-4	2	-4	0.7230769230769231	0.0	9	6	30	1060
1707	dvorak_silhouettes	op08n07	1879.0	1879	Late Romantic	Extended tonality	D	minor	5	-4	1	0	0.5833333333333334	0.0	9	1	30	1062
1708	dvorak_silhouettes	op08n08	1879.0	1879	Late Romantic	Extended tonality	b	minor	6	-4	4	-4	0.9782608695652174	0.043478260869565216	10	8	30	1063
1710	dvorak_silhouettes	op08n09	1879.0	1879	Late Romantic	Extended tonality	B	minor	6	-3	2	0	1.5714285714285714	0.0	9	2	30	1064
1713	dvorak_silhouettes	op08n10	1879.0	1879	Late Romantic	Extended tonality	G	minor	5	-4	4	-2	0.8571428571428571	0.14285714285714285	9	6	30	1065
1715	dvorak_silhouettes	op08n12	1879.0	1879	Late Romantic	Extended tonality	c#	minor	7	-8	6	-16	1.9536423841059603	2.185430463576159	15	22	30	1067
1718	grieg_lyric_pieces	op12n01	1890.3354624738975	1867	Early Romantic	Extended tonality	Eb	minor	9	-4	2	-2	0.8333333333333334	0.0	13	4	31	1068
1719	grieg_lyric_pieces	op12n02	1890.3354624738975	1867	Early Romantic	Extended tonality	a	minor	5	-4	5	0	1.7272727272727273	0.7272727272727273	9	5	31	1069
1722	grieg_lyric_pieces	op12n03	1890.3354624738975	1867	Early Romantic	Extended tonality	E	minor	5	-5	0	0	0.5555555555555556	0.0	10	0	31	1070
1723	grieg_lyric_pieces	op12n04	1890.3354624738975	1867	Early Romantic	Extended tonality	e	minor	6	-5	10	-6	1.6421052631578947	0.6	11	16	31	1071
1724	grieg_lyric_pieces	op12n05	1890.3354624738975	1867	Early Romantic	Extended tonality	f#	minor	6	-5	5	-4	1.2222222222222223	0.3333333333333333	11	9	31	1072
1727	grieg_lyric_pieces	op12n06	1890.3354624738975	1867	Early Romantic	Extended tonality	D	minor	5	-4	2	-1	1.0	0.0	9	3	31	1073
1728	grieg_lyric_pieces	op12n07	1890.3354624738975	1867	Early Romantic	Extended tonality	e	minor	6	-4	6	-3	1.3478260869565217	0.34782608695652173	10	9	31	1074
1731	grieg_lyric_pieces	op12n08	1890.3354624738975	1867	Early Romantic	Extended tonality	Eb	minor	5	-4	0	0	0.375	0.0	9	0	31	1075
1732	grieg_lyric_pieces	op38n08	1890.3354624738975	1878	Late Romantic	Extended tonality	bb	minor	5	-12	5	-5	1.4210526315789473	0.42105263157894735	17	10	31	1076
1735	grieg_lyric_pieces	op38n01	1890.3354624738975	1883	Late Romantic	Extended tonality	G	minor	7	-9	7	-3	2.0701754385964914	0.40350877192982454	16	10	31	1077
1736	grieg_lyric_pieces	op38n02	1890.3354624738975	1883	Late Romantic	Extended tonality	e	minor	6	-4	3	-4	1.5806451612903225	0.06451612903225806	10	7	31	1078
1739	grieg_lyric_pieces	op38n03	1890.3354624738975	1883	Late Romantic	Extended tonality	C	minor	7	-7	6	-8	1.9555555555555555	0.6666666666666666	14	14	31	1079
1740	grieg_lyric_pieces	op38n04	1890.3354624738975	1883	Late Romantic	Extended tonality	g	minor	5	-3	5	-4	1.135135135135135	0.32432432432432434	8	9	31	1080
1743	grieg_lyric_pieces	op38n06	1890.3354624738975	1883	Late Romantic	Extended tonality	a	minor	6	-4	7	-3	1.3461538461538463	0.8653846153846154	10	10	31	1082
1744	grieg_lyric_pieces	op38n07	1890.3354624738975	1883	Late Romantic	Extended tonality	e	minor	6	-5	6	-4	1.3818181818181818	0.8	11	10	31	1083
1746	grieg_lyric_pieces	op43n02	1890.3354624738975	1886	Late Romantic	Extended tonality	b	minor	6	-5	4	-4	2.369047619047619	0.19047619047619047	11	8	31	1085
1749	grieg_lyric_pieces	op43n04	1890.3354624738975	1886	Late Romantic	Extended tonality	d	minor	10	-7	6	-4	2.5384615384615383	0.1346153846153846	17	10	31	1087
1752	grieg_lyric_pieces	op47n01	1890.3354624738975	1888	Late Romantic	Extended tonality	e	minor	11	-7	10	-4	2.689873417721519	0.4050632911392405	18	14	31	1090
1754	grieg_lyric_pieces	op47n03	1890.3354624738975	1888	Late Romantic	Extended tonality	a	minor	5	-11	2	-10	2.5869565217391304	0.358695652173913	16	12	31	1092
1756	grieg_lyric_pieces	op47n05	1890.3354624738975	1888	Late Romantic	Extended tonality	g	minor	9	-6	5	-6	1.8981481481481481	0.17592592592592593	15	11	31	1094
1758	grieg_lyric_pieces	op47n07	1890.3354624738975	1888	Late Romantic	Extended tonality	b	minor	12	-4	6	-5	5.388059701492537	0.4925373134328358	16	11	31	1096
1759	grieg_lyric_pieces	op54n01	1890.3354624738975	1891	Late Romantic	Extended tonality	g	minor	11	-12	6	-12	2.5700934579439254	0.9065420560747663	23	18	31	1097
1761	grieg_lyric_pieces	op54n03	1890.3354624738975	1891	Late Romantic	Extended tonality	d	minor	6	-10	6	-5	1.2897196261682242	0.09345794392523364	16	11	31	1099
1764	grieg_lyric_pieces	op54n05	1890.3354624738975	1891	Late Romantic	Extended tonality	e	minor	10	-8	2	-12	2.8846153846153846	2.1153846153846154	18	14	31	1101
1767	grieg_lyric_pieces	op57n01	1890.3354624738975	1893	Late Romantic	Extended tonality	d	minor	10	-10	6	-8	1.8358974358974358	0.6051282051282051	20	14	31	1103
1770	grieg_lyric_pieces	op57n03	1890.3354624738975	1893	Late Romantic	Extended tonality	a	minor	11	-11	6	-10	2.1989247311827955	0.3387096774193548	22	16	31	1105
1773	grieg_lyric_pieces	op57n06	1890.3354624738975	1893	Late Romantic	Extended tonality	e	minor	6	-6	2	-4	1.46875	0.0	12	6	31	1108
1775	grieg_lyric_pieces	op62n01	1890.3354624738975	1895	Late Romantic	Extended tonality	b	minor	6	-7	7	-7	1.6142857142857143	0.8857142857142857	13	14	31	1109
1778	grieg_lyric_pieces	op62n04	1890.3354624738975	1895	Late Romantic	Extended tonality	b	minor	11	-9	7	-11	2.8969072164948453	2.11340206185567	20	18	31	1112
1781	grieg_lyric_pieces	op62n06	1890.3354624738975	1895	Late Romantic	Extended tonality	E	minor	6	-6	5	-4	0.6825396825396826	0.15873015873015872	12	9	31	1114
1782	grieg_lyric_pieces	op65n01	1890.3354624738975	1896	Late Romantic	Extended tonality	d	minor	5	-7	6	-5	1.0897435897435896	0.32051282051282054	12	11	31	1115
1785	grieg_lyric_pieces	op65n02	1890.3354624738975	1896	Late Romantic	Extended tonality	A	minor	7	-5	3	0	2.15	0.05	12	3	31	1116
1786	grieg_lyric_pieces	op65n03	1890.3354624738975	1896	Late Romantic	Extended tonality	b	minor	6	-6	6	-8	0.7011494252873564	0.632183908045977	12	14	31	1117
1788	grieg_lyric_pieces	op65n05	1890.3354624738975	1896	Late Romantic	Extended tonality	c	minor	7	-5	2	-5	1.0483870967741935	0.03225806451612903	12	7	31	1119
1793	grieg_lyric_pieces	op68n04	1890.3354624738975	1899	Late Romantic	Extended tonality	e	minor	7	-8	6	-9	1.7058823529411764	0.2823529411764706	15	15	31	1124
1795	grieg_lyric_pieces	op68n06	1890.3354624738975	1899	Late Romantic	Extended tonality	g	minor	10	-5	4	-4	3.3	0.05	15	8	31	1126
1797	grieg_lyric_pieces	op71n01	1890.3354624738975	1901	Late Romantic	Extended tonality	e	minor	7	-5	4	-8	1.1907894736842106	0.2236842105263158	12	12	31	1127
1800	grieg_lyric_pieces	op71n03	1890.3354624738975	1901	Late Romantic	Extended tonality	eb	minor	8	-16	12	-7	3.0185185185185186	3.2037037037037037	24	19	31	1129
1803	grieg_lyric_pieces	op71n04	1890.3354624738975	1901	Late Romantic	Extended tonality	B	minor	5	-4	0	-4	0.8571428571428571	0.0	9	4	31	1130
1805	grieg_lyric_pieces	op71n06	1890.3354624738975	1901	Late Romantic	Extended tonality	e	minor	9	-10	8	-7	2.7674418604651163	0.9767441860465116	19	15	31	1132
1808	grieg_lyric_pieces	op71n07	1890.3354624738975	1901	Late Romantic	Extended tonality	Eb	minor	5	-4	1	-3	0.3	0.0	9	4	31	1133
1810	ravel_piano	Ravel_-_Jeux_dEau	1903.8101851851852	1901	Late Romantic	Extended tonality	E	minor	7	-11	5	-5	3.547945205479452	0.6164383561643836	18	10	32	1134
1811	ravel_piano	Ravel_-_Miroirs_III._Une_Barque_sur_l'ocean	1903.8101851851852	1905	Late Romantic	Extended tonality	f#	minor	8	-11	7	-5	1.2279411764705883	0.35294117647058826	19	12	32	1135
1814	ravel_piano	Ravel_-_Miroirs_IV._Alborada_del_gracioso	1903.8101851851852	1905	Late Romantic	Extended tonality	D	minor	10	-11	14	-5	2.8488372093023258	1.6627906976744187	21	19	32	1136
1815	mahler_kindertotenlieder	kindertotenlieder_01_nun_will_die_sonn	1904.0	1904	Late Romantic	Extended tonality	d	minor	8	-7	9	-5	1.451219512195122	1.0304878048780488	15	14	33	1137
1816	mahler_kindertotenlieder	kindertotenlieder_02_nun_seh_ich_wohl	1904.0	1904	Late Romantic	Extended tonality	c	minor	7	-11	7	-8	1.8717948717948718	1.3846153846153846	18	15	33	1138
1818	mahler_kindertotenlieder	kindertotenlieder_03_wenn_dein_mutterlein	1904.0	1904	Late Romantic	Extended tonality	c	minor	6	-8	7	-8	1.3565217391304347	0.9826086956521739	14	15	33	1139
1820	mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	1904.0	1904	Late Romantic	Extended tonality	d	minor	6	-11	8	-8	1.744186046511628	3.395348837209302	17	16	33	1141
1823	debussy_suite_bergamasque	l075-01_suite_prelude	1905.0	1905	Late Romantic	Extended tonality	F	minor	6	-4	6	-4	0.5168539325842697	0.20224719101123595	10	10	34	1142
1824	debussy_suite_bergamasque	l075-02_suite_menuet	1905.0	1905	Late Romantic	Extended tonality	a	minor	8	-8	6	-7	1.5147540983606558	0.2262295081967213	16	13	34	1143
1826	debussy_suite_bergamasque	l075-04_suite_passepied	1905.0	1905	Late Romantic	Extended tonality	f#	minor	9	-10	6	-11	1.2183098591549295	1.397887323943662	19	17	34	1145
1827	bartok_bagatelles	op06n01	1908.0	1908	Late Romantic	Extended tonality	c#	minor	8	-6	2	-12	4.142857142857143	9.0	14	14	35	1146
1830	bartok_bagatelles	op06n03	1908.0	1908	Late Romantic	Extended tonality	e	minor	5	-9	1	-8	1.6875	5.5625	14	9	35	1148
1831	bartok_bagatelles	op06n04	1908.0	1908	Late Romantic	Extended tonality	d	minor	6	-4	1	-2	0.4	0.0	10	3	35	1149
1832	bartok_bagatelles	op06n05	1908.0	1908	Late Romantic	Extended tonality	g	minor	2	-4	3	-1	0.0	0.42857142857142855	6	4	35	1150
1834	bartok_bagatelles	op06n06	1908.0	1908	Late Romantic	Extended tonality	b	minor	9	-13	4	-12	4.69811320754717	1.3396226415094339	22	16	35	1151
1839	bartok_bagatelles	op06n11	1908.0	1908	Late Romantic	Extended tonality	b	minor	6	-12	7	-12	3.173469387755102	5.010204081632653	18	19	35	1156
1840	bartok_bagatelles	op06n12	1908.0	1908	Late Romantic	Extended tonality	c	minor	24	-8	13	-8	12.96103896103896	9.376623376623376	32	21	35	1157
1841	bartok_bagatelles	op06n13	1908.0	1908	Late Romantic	Extended tonality	eb	minor	11	-6	10	-8	3.925	1.625	17	18	35	1158
1843	medtner_tales	op08n01	1918.2984935548998	1905	Late Romantic	Extended tonality	c	minor	7	-11	11	-7	1.907103825136612	0.639344262295082	18	18	36	1056
1845	medtner_tales	op14n01	1918.2984935548998	1907	Late Romantic	Extended tonality	f	minor	6	-5	5	-3	0.601063829787234	0.047872340425531915	11	8	36	1160
1849	medtner_tales	op26n02	1918.2984935548998	1912	Late Romantic	Extended tonality	Eb	minor	9	-4	9	-7	1.523076923076923	0.9692307692307692	13	16	36	1162
1850	medtner_tales	op26n03	1918.2984935548998	1912	Late Romantic	Extended tonality	f	minor	6	-9	18	-4	1.4838709677419355	9.629032258064516	15	22	36	1163
1852	medtner_tales	op26n04	1918.2984935548998	1912	Late Romantic	Extended tonality	f#	minor	12	-7	6	-5	1.576271186440678	0.14124293785310735	19	11	36	1164
1854	medtner_tales	op34n01	1918.2984935548998	1917	Late Romantic	Extended tonality	b	minor	13	-10	8	-12	2.226618705035971	0.5323741007194245	23	20	36	1165
1856	medtner_tales	op34n02	1918.2984935548998	1917	Late Romantic	Extended tonality	e	minor	11	-9	6	-6	0.803921568627451	0.6470588235294118	20	12	36	1166
1858	medtner_tales	op34n03	1918.2984935548998	1917	Late Romantic	Extended tonality	a	minor	10	-14	7	-15	2.655940594059406	1.6559405940594059	24	22	36	1167
1859	medtner_tales	op34n04	1918.2984935548998	1917	Late Romantic	Extended tonality	d	minor	7	-5	6	-4	1.0842696629213484	0.48314606741573035	12	10	36	1168
1862	medtner_tales	op35n01	1918.2984935548998	1917	Late Romantic	Extended tonality	C	minor	12	-8	12	-8	2.5517241379310347	0.8879310344827587	20	20	36	1169
1864	medtner_tales	op35n02	1918.2984935548998	1917	Late Romantic	Extended tonality	G	minor	10	-8	9	-8	1.4142259414225942	0.4225941422594142	18	17	36	1170
1865	medtner_tales	op35n03	1918.2984935548998	1917	Late Romantic	Extended tonality	a	minor	8	-11	8	-5	1.3454545454545455	0.36363636363636365	19	13	36	1171
1867	medtner_tales	op35n04	1918.2984935548998	1917	Late Romantic	Extended tonality	c#	minor	10	-13	9	-14	1.9304347826086956	1.4260869565217391	23	23	36	1172
1868	medtner_tales	op42n01	1918.2984935548998	1924	Late Romantic	Extended tonality	f	minor	13	-8	7	-9	2.3325242718446604	0.7330097087378641	21	16	36	1173
1870	medtner_tales	op42n02	1918.2984935548998	1924	Late Romantic	Extended tonality	c	minor	1	-5	1	-5	0.6161616161616161	0.08080808080808081	6	6	36	1174
1872	medtner_tales	op42n03	1918.2984935548998	1924	Late Romantic	Extended tonality	g#	minor	6	-8	6	-8	1.1818181818181819	0.4034090909090909	14	14	36	1175
1875	medtner_tales	op48n01	1918.2984935548998	1925	Late Romantic	Extended tonality	C	minor	8	-13	6	-8	2.3728070175438596	0.5219298245614035	21	14	36	1176
1876	medtner_tales	op48n02	1918.2984935548998	1925	Late Romantic	Extended tonality	g	minor	7	-14	10	-9	1.5035714285714286	0.6035714285714285	21	19	36	1177
1878	poulenc_mouvements_perpetuels	02_tres_modere	1919.0	1919	Late Romantic	Extended tonality	d	minor	4	-11	5	-4	0.5862068965517241	0.3620689655172414	15	9	37	1179
1880	rachmaninoff_piano	op42_01a	1931.0	1931	Late Romantic	Extended tonality	d	minor	6	-4	5	-4	0.8214285714285714	0.14285714285714285	10	9	38	1181
1881	rachmaninoff_piano	op42_01b	1931.0	1931	Late Romantic	Extended tonality	d	minor	5	-4	6	-5	0.6857142857142857	1.0285714285714285	9	11	38	1182
1882	rachmaninoff_piano	op42_02	1931.0	1931	Late Romantic	Extended tonality	d	minor	6	-11	7	-7	1.6666666666666667	4.333333333333333	17	14	38	1183
1883	rachmaninoff_piano	op42_03	1931.0	1931	Late Romantic	Extended tonality	d	minor	6	-8	7	-7	1.7307692307692308	1.0769230769230769	14	14	38	1184
1884	rachmaninoff_piano	op42_04	1931.0	1931	Late Romantic	Extended tonality	d	minor	6	-9	7	-5	1.2727272727272727	2.5	15	12	38	1185
1885	rachmaninoff_piano	op42_05	1931.0	1931	Late Romantic	Extended tonality	d	minor	5	-11	6	-5	0.8823529411764706	0.29411764705882354	16	11	38	1186
1886	rachmaninoff_piano	op42_06	1931.0	1931	Late Romantic	Extended tonality	d	minor	9	-8	6	-7	1.7560975609756098	0.24390243902439024	17	13	38	1187
1887	rachmaninoff_piano	op42_07	1931.0	1931	Late Romantic	Extended tonality	d	minor	10	-7	6	-4	2.5294117647058822	0.19607843137254902	17	10	38	1188
1888	rachmaninoff_piano	op42_08	1931.0	1931	Late Romantic	Extended tonality	d	minor	10	-9	6	-9	3.977777777777778	2.311111111111111	19	15	38	1189
1889	rachmaninoff_piano	op42_09	1931.0	1931	Late Romantic	Extended tonality	d	minor	9	-8	6	-4	2.6346153846153846	0.46153846153846156	17	10	38	1190
1890	rachmaninoff_piano	op42_10	1931.0	1931	Late Romantic	Extended tonality	d	minor	8	-11	6	-9	2.522727272727273	3.022727272727273	19	15	38	1191
1891	rachmaninoff_piano	op42_11	1931.0	1931	Late Romantic	Extended tonality	d	minor	5	-9	6	-8	1.6666666666666667	0.5925925925925926	14	14	38	1192
1892	rachmaninoff_piano	op42_12	1931.0	1931	Late Romantic	Extended tonality	d	minor	9	-9	4	-9	2.8448275862068964	0.29310344827586204	18	13	38	1193
1894	rachmaninoff_piano	op42_13a	1931.0	1931	Late Romantic	Extended tonality	d	minor	7	-8	3	-6	1.4461538461538461	0.12307692307692308	15	9	38	1194
1895	rachmaninoff_piano	op42_13b	1931.0	1931	Late Romantic	Extended tonality	d	minor	8	-9	7	-8	3.391304347826087	1.8695652173913044	17	15	38	1195
1899	rachmaninoff_piano	op42_16	1931.0	1931	Late Romantic	Extended tonality	d	minor	9	-10	6	-8	2.980769230769231	0.9615384615384616	19	14	38	1198
1900	rachmaninoff_piano	op42_17	1931.0	1931	Late Romantic	Extended tonality	d	minor	7	-7	5	-4	2.3055555555555554	0.19444444444444445	14	9	38	1199
1902	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_2_strait	1931.0	1931	Late Romantic	Extended tonality	e	minor	13	-15	8	-12	5.929411764705883	6.964705882352941	28	20	39	1201
