	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	max_WL	min_WL	max_OL	min_OL	WLC	OLC	WL_5th_range	OL_5th_range	corpus_id	piece_id	WLC_percentage	OLC_percentage
671	couperin_concerts	c02n04_air_contrefugue	1723.4204871060172	1722	Baroque	Baroque	d	major	5	-2	5	-2	0.03571428571428571	0.07142857142857142	7	7	11	464	0.3333333333333333	0.6666666666666666
672	couperin_concerts	c02n05_echos	1723.4204871060172	1722	Baroque	Baroque	D	major	5	-1	5	-2	0.0	0.0078125	6	7	11	465	0.0	1.0
674	couperin_concerts	c03n01_prelude	1723.4204871060172	1722	Baroque	Baroque	A	major	6	-1	5	-1	0.025974025974025976	0.0	7	6	11	466	1.0	0.0
675	couperin_concerts	c03n02_allemande	1723.4204871060172	1722	Baroque	Baroque	A	major	5	-4	5	-1	0.07317073170731707	0.0	9	6	11	467	1.0	0.0
678	couperin_concerts	c03n03_courante	1723.4204871060172	1722	Baroque	Baroque	a	major	5	-1	5	-2	0.0	0.0625	6	7	11	468	0.0	1.0
680	couperin_concerts	c03n04_sarabande_grave	1723.4204871060172	1722	Baroque	Baroque	a	major	5	-1	5	-1	0.0	0.0	6	6	11	469	0.0	0.0
682	couperin_concerts	c03n05_gavotte	1723.4204871060172	1722	Baroque	Baroque	a	major	5	-1	6	-1	0.0	0.0625	6	7	11	470	0.0	1.0
683	couperin_concerts	c03n06_musette_1	1723.4204871060172	1722	Baroque	Baroque	A	major	5	-1	5	-1	0.0	0.0	6	6	11	471	0.0	0.0
685	couperin_concerts	c03n07_musette_2	1723.4204871060172	1722	Baroque	Baroque	A	major	5	-1	5	-1	0.0	0.0	6	6	11	472	0.0	0.0
688	couperin_concerts	c03n08_chaconne_legere	1723.4204871060172	1722	Baroque	Baroque	a	major	6	-4	5	-1	0.08823529411764706	0.0	10	6	11	473	1.0	0.0
690	couperin_concerts	c04n01_prelude	1723.4204871060172	1722	Baroque	Baroque	e	major	6	-1	5	-1	0.04	0.0	7	6	11	474	1.0	0.0
692	couperin_concerts	c04n02_allemande	1723.4204871060172	1722	Baroque	Baroque	e	major	5	-2	5	-1	0.045454545454545456	0.0	7	6	11	475	1.0	0.0
693	couperin_concerts	c04n03_courante_francoise	1723.4204871060172	1722	Baroque	Baroque	E	major	7	-2	5	-2	0.15714285714285714	0.04285714285714286	9	7	11	476	0.7857142857142857	0.21428571428571427
696	couperin_concerts	c04n04_courante_a_litalienne	1723.4204871060172	1722	Baroque	Baroque	e	major	7	-3	7	-1	0.13793103448275862	0.13793103448275862	10	8	11	477	0.5	0.5
697	couperin_concerts	c04n05_sarabande	1723.4204871060172	1722	Baroque	Baroque	E	major	6	-2	5	-1	0.1	0.0	8	6	11	478	1.0	0.0
699	couperin_concerts	c04n06_rigaudon	1723.4204871060172	1722	Baroque	Baroque	E	major	6	-1	6	-2	0.1	0.06	7	8	11	479	0.625	0.375
701	couperin_concerts	c04n07_forlane	1723.4204871060172	1722	Baroque	Baroque	E	major	6	-4	5	-1	0.14705882352941177	0.0	10	6	11	480	1.0	0.0
703	couperin_concerts	c05n01_prelude	1723.4204871060172	1724	Baroque	Baroque	F	major	8	-3	7	-2	0.13095238095238096	0.047619047619047616	11	9	11	481	0.7333333333333334	0.26666666666666666
705	couperin_concerts	c05n02_allemande	1723.4204871060172	1724	Baroque	Baroque	F	major	5	-2	5	-1	0.02564102564102564	0.0	7	6	11	482	1.0	0.0
708	couperin_concerts	c05n03_sarabande	1723.4204871060172	1724	Baroque	Baroque	f	major	5	-1	5	-1	0.0	0.0	6	6	11	483	0.0	0.0
710	couperin_concerts	c05n04_gavote	1723.4204871060172	1724	Baroque	Baroque	f	major	5	-1	5	-2	0.0	0.03571428571428571	6	7	11	484	0.0	1.0
711	couperin_concerts	c05n05_musete	1723.4204871060172	1724	Baroque	Baroque	F	major	5	-1	5	-2	0.0	0.054945054945054944	6	7	11	485	0.0	1.0
713	couperin_concerts	c06n01_grave	1723.4204871060172	1724	Baroque	Baroque	Bb	major	9	-3	5	-2	0.22826086956521738	0.03260869565217391	12	7	11	486	0.875	0.125
715	couperin_concerts	c06n02_allemande	1723.4204871060172	1724	Baroque	Baroque	Bb	major	6	-2	5	-2	0.04716981132075472	0.02830188679245283	8	7	11	487	0.625	0.37499999999999994
717	couperin_concerts	c06n03_sarabande	1723.4204871060172	1724	Baroque	Baroque	Bb	major	5	-1	7	-2	0.0	0.06593406593406594	6	9	11	488	0.0	1.0
719	couperin_concerts	c06n04_air_diable	1723.4204871060172	1724	Baroque	Baroque	Bb	major	6	-3	6	-1	0.04819277108433735	0.012048192771084338	9	7	11	489	0.8	0.2
721	couperin_concerts	c06n05_siciliene	1723.4204871060172	1724	Baroque	Baroque	Bb	major	6	-1	5	-2	0.009433962264150943	0.009433962264150943	7	7	11	490	0.5	0.5
724	couperin_concerts	c07n01_grave	1723.4204871060172	1724	Baroque	Baroque	g	major	6	-1	5	-1	0.08333333333333333	0.0	7	6	11	491	1.0	0.0
726	couperin_concerts	c07n02_allemande	1723.4204871060172	1724	Baroque	Baroque	g	major	8	-1	6	-2	0.15789473684210525	0.10526315789473684	9	8	11	492	0.6	0.4
728	couperin_concerts	c07n03_sarabande	1723.4204871060172	1724	Baroque	Baroque	g	major	9	-1	2	-1	0.7	0.0	10	3	11	493	1.0	0.0
730	couperin_concerts	c07n04_fuguete	1723.4204871060172	1724	Baroque	Baroque	g	major	5	-1	8	-2	0.0	0.34375	6	10	11	494	0.0	1.0
732	couperin_concerts	c07n05_gavote	1723.4204871060172	1724	Baroque	Baroque	g	major	5	-1	5	-1	0.0	0.0	6	6	11	495	0.0	0.0
734	couperin_concerts	c07n06_siciliene	1723.4204871060172	1724	Baroque	Baroque	g	major	6	-1	5	-1	0.03225806451612903	0.0	7	6	11	496	1.0	0.0
735	couperin_concerts	c08n01_ouverture	1723.4204871060172	1724	Baroque	Baroque	G	major	8	-2	6	-2	0.07207207207207207	0.05405405405405406	10	8	11	497	0.5714285714285715	0.42857142857142866
738	couperin_concerts	c08n02_ritournele	1723.4204871060172	1724	Baroque	Baroque	g	major	5	-1	5	-1	0.0	0.0	6	6	11	498	0.0	0.0
740	couperin_concerts	c08n03_air	1723.4204871060172	1724	Baroque	Baroque	g	major	6	-1	6	-1	0.041666666666666664	0.125	7	7	11	499	0.25	0.75
742	couperin_concerts	c08n04_air_tendre	1723.4204871060172	1724	Baroque	Baroque	g	major	6	-2	5	-1	0.2	0.0	8	6	11	500	1.0	0.0
743	couperin_concerts	c08n05_air_leger	1723.4204871060172	1724	Baroque	Baroque	G	major	5	-1	5	-2	0.0	0.014084507042253521	6	7	11	501	0.0	1.0
744	couperin_concerts	c08n06_Loure	1723.4204871060172	1724	Baroque	Baroque	G	major	6	-1	5	-1	0.013157894736842105	0.0	7	6	11	502	1.0	0.0
747	couperin_concerts	c08n07_air	1723.4204871060172	1724	Baroque	Baroque	g	major	6	-2	5	-1	0.06666666666666667	0.0	8	6	11	503	1.0	0.0
748	couperin_concerts	c08n08_sarabande	1723.4204871060172	1724	Baroque	Baroque	G	major	5	-1	5	-1	0.0	0.0	6	6	11	504	0.0	0.0
750	couperin_concerts	c08n09_air_leger	1723.4204871060172	1724	Baroque	Baroque	G	major	6	-2	5	-1	0.05405405405405406	0.0	8	6	11	505	1.0	0.0
753	couperin_concerts	c08n10_air_lentement	1723.4204871060172	1724	Baroque	Baroque	g	major	8	-1	5	-1	0.3	0.0	9	6	11	506	1.0	0.0
754	couperin_concerts	c08n11_air_baccantes	1723.4204871060172	1724	Baroque	Baroque	G	major	7	-1	5	-2	0.08333333333333333	0.041666666666666664	8	7	11	507	0.6666666666666666	0.3333333333333333
756	couperin_concerts	c09n01_charme	1723.4204871060172	1724	Baroque	Baroque	E	major	6	-4	5	-2	0.12121212121212122	0.020202020202020204	10	7	11	508	0.8571428571428572	0.14285714285714288
758	couperin_concerts	c09n02_lenjouement	1723.4204871060172	1724	Baroque	Baroque	E	major	6	-2	5	-2	0.043795620437956206	0.021897810218978103	8	7	11	509	0.6666666666666666	0.3333333333333333
760	couperin_concerts	c09n03_graces	1723.4204871060172	1724	Baroque	Baroque	E	major	6	-1	6	-2	0.02857142857142857	0.02857142857142857	7	8	11	510	0.5	0.5
762	couperin_concerts	c09n04_Lejene	1723.4204871060172	1724	Baroque	Baroque	E	major	9	-1	5	-1	0.1518987341772152	0.0	10	6	11	511	1.0	0.0
764	couperin_concerts	c09n05_vivacite	1723.4204871060172	1724	Baroque	Baroque	E	major	6	-1	6	-1	0.008928571428571428	0.008928571428571428	7	7	11	512	0.5	0.5
767	couperin_concerts	c09n06_Sarabande	1723.4204871060172	1724	Baroque	Baroque	e	major	5	-1	6	-1	0.0	0.06666666666666667	6	7	11	513	0.0	1.0
769	couperin_concerts	c09n07_douceur	1723.4204871060172	1724	Baroque	Baroque	e	major	7	-1	4	-1	0.15789473684210525	0.0	8	5	11	514	1.0	0.0
771	couperin_concerts	c09n08_caetera	1723.4204871060172	1724	Baroque	Baroque	e	major	6	-2	5	-1	0.1111111111111111	0.0	8	6	11	515	1.0	0.0
773	couperin_concerts	c10n01_gravement	1723.4204871060172	1724	Baroque	Baroque	a	major	6	-2	5	-1	0.5	0.0	8	6	11	516	1.0	0.0
775	couperin_concerts	c10n02_air	1723.4204871060172	1724	Baroque	Baroque	a	major	5	-1	5	-1	0.0	0.0	6	6	11	517	0.0	0.0
776	couperin_concerts	c10n03_plainte	1723.4204871060172	1724	Baroque	Baroque	A	major	5	-2	5	-2	0.016666666666666666	0.016666666666666666	7	7	11	518	0.5	0.5
778	couperin_concerts	c10n04_tromba	1723.4204871060172	1724	Baroque	Baroque	A	major	5	-1	5	-2	0.0	0.015151515151515152	6	7	11	519	0.0	1.0
780	couperin_concerts	c11n01_majestueusement	1723.4204871060172	1724	Baroque	Baroque	c	major	5	-1	4	-2	0.0	0.07142857142857142	6	6	11	520	0.0	1.0
782	couperin_concerts	c11n02_allemande	1723.4204871060172	1724	Baroque	Baroque	c	major	7	-3	5	-1	0.24	0.0	10	6	11	521	1.0	0.0
784	couperin_concerts	c11n03_seconde_allemande	1723.4204871060172	1724	Baroque	Baroque	c	major	6	-1	8	-1	0.125	0.16666666666666666	7	9	11	522	0.4285714285714286	0.5714285714285715
786	couperin_concerts	c11n04_courante	1723.4204871060172	1724	Baroque	Baroque	c	major	5	-1	3	-1	0.0	0.0	6	4	11	523	0.0	0.0
787	couperin_concerts	c11n05_seconde_courante	1723.4204871060172	1724	Baroque	Baroque	C	major	8	-2	6	-2	0.14492753623188406	0.028985507246376812	10	8	11	524	0.8333333333333334	0.16666666666666669
790	couperin_concerts	c11n06_sarabande	1723.4204871060172	1724	Baroque	Baroque	c	major	5	-1	5	-2	0.0	0.047619047619047616	6	7	11	525	0.0	1.0
792	couperin_concerts	c11n07_gigue	1723.4204871060172	1724	Baroque	Baroque	c	major	8	-1	6	-1	0.11538461538461539	0.038461538461538464	9	7	11	526	0.75	0.25
794	couperin_concerts	c11n08_Rondeau	1723.4204871060172	1724	Baroque	Baroque	c	major	5	-1	5	-2	0.0	0.03571428571428571	6	7	11	527	0.0	1.0
796	couperin_concerts	c14n01_gravement	1723.4204871060172	1724	Baroque	Baroque	d	major	6	-1	8	-1	0.09090909090909091	0.2727272727272727	7	9	11	528	0.25	0.7499999999999999
798	couperin_concerts	c14n02_allemande	1723.4204871060172	1724	Baroque	Baroque	d	major	7	-2	8	-2	0.23529411764705882	0.29411764705882354	9	10	11	529	0.4444444444444444	0.5555555555555556
800	couperin_concerts	c14n03_sarabande	1723.4204871060172	1724	Baroque	Baroque	d	major	5	-1	3	-1	0.0	0.0	6	4	11	530	0.0	0.0
802	couperin_concerts	c14n04_fuguete	1723.4204871060172	1724	Baroque	Baroque	d	major	7	-2	6	-1	0.2222222222222222	0.027777777777777776	9	7	11	531	0.8888888888888888	0.1111111111111111
804	couperin_concerts	parnasse_01	1723.4204871060172	1724	Baroque	Baroque	b	major	5	-1	2	-1	0.0	0.0	6	3	11	532	0.0	0.0
806	couperin_concerts	parnasse_02	1723.4204871060172	1724	Baroque	Baroque	b	major	7	-2	7	-2	0.07692307692307693	0.09230769230769231	9	9	11	533	0.45454545454545453	0.5454545454545454
807	couperin_concerts	parnasse_03	1723.4204871060172	1724	Baroque	Baroque	D	major	6	-1	6	-2	0.015384615384615385	0.046153846153846156	7	8	11	534	0.25	0.75
809	couperin_concerts	parnasse_04	1723.4204871060172	1724	Baroque	Baroque	D	major	5	-1	8	-1	0.0	0.06451612903225806	6	9	11	535	0.0	1.0
811	couperin_concerts	parnasse_05	1723.4204871060172	1724	Baroque	Baroque	D	major	6	-3	5	-1	0.0963855421686747	0.0	9	6	11	536	1.0	0.0
813	couperin_concerts	parnasse_06	1723.4204871060172	1724	Baroque	Baroque	D	major	6	-4	5	-3	0.375	0.125	10	8	11	537	0.75	0.25
816	couperin_concerts	parnasse_07	1723.4204871060172	1724	Baroque	Baroque	b	major	5	-1	6	-1	0.0	0.022222222222222223	6	7	11	538	0.0	1.0
819	pergolesi_stabat_mater	02. Cujus animam gementem	1736.0	1736	Baroque	Baroque	c	major	6	-4	4	-3	0.18461538461538463	0.03076923076923077	10	7	12	540	0.8571428571428571	0.14285714285714285
821	pergolesi_stabat_mater	03. O quam tristis et afflicta	1736.0	1736	Baroque	Baroque	g	major	6	-1	5	-1	0.058823529411764705	0.0	7	6	12	541	1.0	0.0
822	pergolesi_stabat_mater	04. Quae moerebat et dolebat	1736.0	1736	Baroque	Baroque	Eb	major	6	-4	5	-1	0.07	0.0	10	6	12	542	1.0	0.0
825	pergolesi_stabat_mater	05. Quis est homo qui non fleret	1736.0	1736	Baroque	Baroque	c	major	5	-3	3	-1	0.42857142857142855	0.0	8	4	12	543	1.0	0.0
827	pergolesi_stabat_mater	06. Vidit suum dulcem natum	1736.0	1736	Baroque	Baroque	f	major	7	-9	7	-2	0.6857142857142857	0.08571428571428572	16	9	12	544	0.8888888888888888	0.1111111111111111
829	pergolesi_stabat_mater	07. Eja, Mater fons amois	1736.0	1736	Baroque	Baroque	c	major	5	-1	5	-1	0.0	0.0	6	6	12	545	0.0	0.0
831	scarlatti_sonatas	K001	1741.1259598104884	1739	Baroque	Baroque	d	major	9	-1	5	-1	0.5	0.0	10	6	13	546	1.0	0.0
832	scarlatti_sonatas	K002	1741.1259598104884	1739	Baroque	Baroque	G	major	7	-4	7	-1	0.25	0.041666666666666664	11	8	13	547	0.8571428571428571	0.14285714285714285
834	scarlatti_sonatas	K003	1741.1259598104884	1739	Baroque	Baroque	a	major	6	-4	5	-2	0.4375	0.020833333333333332	10	7	13	548	0.9545454545454546	0.045454545454545456
837	scarlatti_sonatas	K005	1741.1259598104884	1739	Baroque	Baroque	d	major	5	-1	5	-1	0.0	0.0	6	6	13	550	0.0	0.0
838	scarlatti_sonatas	K006	1741.1259598104884	1739	Baroque	Baroque	F	major	8	-4	7	-3	0.5909090909090909	0.2159090909090909	12	10	13	551	0.7323943661971831	0.2676056338028169
840	scarlatti_sonatas	K007	1741.1259598104884	1739	Baroque	Baroque	a	major	9	-4	6	-4	0.85625	0.18125	13	10	13	552	0.8253012048192772	0.1746987951807229
843	scarlatti_sonatas	K009	1741.1259598104884	1739	Baroque	Baroque	d	major	7	-2	5	-1	0.10416666666666667	0.0	9	6	13	554	1.0	0.0
845	scarlatti_sonatas	K010	1741.1259598104884	1739	Baroque	Baroque	d	major	5	-1	4	-1	0.0	0.0	6	5	13	555	0.0	0.0
848	scarlatti_sonatas	K012	1741.1259598104884	1739	Baroque	Baroque	g	major	5	-1	5	0	0.0	0.0	6	5	13	557	0.0	0.0
849	scarlatti_sonatas	K013	1741.1259598104884	1739	Baroque	Baroque	G	major	8	-4	8	-4	0.48535564853556484	0.14644351464435146	12	12	13	558	0.7682119205298014	0.2317880794701987
850	scarlatti_sonatas	K014	1741.1259598104884	1739	Baroque	Baroque	G	major	8	-4	8	-4	0.3902439024390244	0.1951219512195122	12	12	13	559	0.6666666666666666	0.3333333333333333
852	scarlatti_sonatas	K017	1741.1259598104884	1739	Baroque	Baroque	F	major	8	-4	5	-4	0.39572192513368987	0.12299465240641712	12	9	13	560	0.7628865979381443	0.23711340206185566
856	scarlatti_sonatas	K019	1741.1259598104884	1739	Baroque	Baroque	f	major	6	-1	6	-1	0.05970149253731343	0.014925373134328358	7	7	13	562	0.8	0.2
857	scarlatti_sonatas	K020	1741.1259598104884	1739	Baroque	Baroque	E	major	6	-5	7	-5	0.9930555555555556	0.3819444444444444	11	12	13	563	0.7222222222222222	0.27777777777777773
858	scarlatti_sonatas	K021	1741.1259598104884	1739	Baroque	Baroque	D	major	8	-4	8	-4	0.4122137404580153	0.12213740458015267	12	12	13	564	0.7714285714285715	0.22857142857142856
860	scarlatti_sonatas	K022	1741.1259598104884	1739	Baroque	Baroque	c	major	5	-1	6	-1	0.0	0.1	6	7	13	565	0.0	1.0
861	scarlatti_sonatas	K023	1741.1259598104884	1739	Baroque	Baroque	D	major	6	-4	6	-4	0.251063829787234	0.2936170212765957	10	10	13	566	0.46093750000000006	0.5390625000000001
865	scarlatti_sonatas	K027	1741.1259598104884	1739	Baroque	Baroque	b	major	7	-1	5	-1	0.075	0.0	8	6	13	568	1.0	0.0
867	scarlatti_sonatas	K031	1741.1259598104884	1739	Baroque	Baroque	g	major	8	-3	5	-2	0.9615384615384616	0.019230769230769232	11	7	13	569	0.9803921568627451	0.0196078431372549
869	scarlatti_sonatas	K033	1741.1259598104884	1739	Baroque	Baroque	D	major	5	-1	5	-1	0.0	0.0	6	6	13	571	0.0	0.0
872	scarlatti_sonatas	K034	1741.1259598104884	1739	Baroque	Baroque	d	major	7	-2	6	-1	0.5294117647058824	0.058823529411764705	9	7	13	572	0.9	0.09999999999999999
874	scarlatti_sonatas	K035	1741.1259598104884	1739	Baroque	Baroque	g	major	8	-1	9	-1	0.30303030303030304	0.5757575757575758	9	10	13	573	0.3448275862068965	0.6551724137931034
876	scarlatti_sonatas	K036	1741.1259598104884	1739	Baroque	Baroque	a	major	12	-4	5	-3	0.3392857142857143	0.05357142857142857	16	8	13	574	0.8636363636363636	0.13636363636363635
878	scarlatti_sonatas	K037	1741.1259598104884	1739	Baroque	Baroque	c	major	5	-1	5	0	0.0	0.0	6	5	13	575	0.0	0.0
879	scarlatti_sonatas	K039	1741.1259598104884	1739	Baroque	Baroque	A	major	6	-4	6	-4	1.087378640776699	0.1796116504854369	10	10	13	576	0.8582375478927203	0.1417624521072797
881	scarlatti_sonatas	K044	1741.1259598104884	1742	Baroque	Baroque	F	major	5	-1	9	-2	0.0	0.22448979591836735	6	11	13	578	0.0	1.0
883	scarlatti_sonatas	K046	1741.1259598104884	1742	Baroque	Baroque	E	major	12	-5	6	-3	0.9090909090909091	0.01893939393939394	17	9	13	579	0.9795918367346939	0.020408163265306124
885	scarlatti_sonatas	K047	1741.1259598104884	1742	Baroque	Baroque	Bb	major	8	-5	9	-5	0.4967532467532468	0.2922077922077922	13	14	13	580	0.6296296296296297	0.37037037037037035
887	scarlatti_sonatas	K048	1741.1259598104884	1742	Baroque	Baroque	c	major	5	-1	5	-1	0.0	0.0	6	6	13	581	0.0	0.0
888	scarlatti_sonatas	K049	1741.1259598104884	1742	Baroque	Baroque	C	major	9	-4	8	-4	0.3292181069958848	0.17695473251028807	13	12	13	582	0.6504065040650406	0.3495934959349593
891	scarlatti_sonatas	K050	1741.1259598104884	1742	Baroque	Baroque	f	major	9	-3	9	-1	0.6170212765957447	0.2127659574468085	12	10	13	583	0.7435897435897436	0.25641025641025644
892	scarlatti_sonatas	K051	1741.1259598104884	1742	Baroque	Baroque	Eb	major	9	-4	10	-5	0.6274509803921569	0.3176470588235294	13	15	13	584	0.6639004149377593	0.33609958506224064
894	scarlatti_sonatas	K052	1741.1259598104884	1742	Baroque	Baroque	d	major	9	-3	9	-3	0.425531914893617	0.08085106382978724	12	12	13	585	0.8403361344537816	0.1596638655462185
895	scarlatti_sonatas	K053	1741.1259598104884	1742	Baroque	Baroque	D	major	5	-4	5	-2	0.9776119402985075	0.007462686567164179	9	7	13	586	0.9924242424242424	0.007575757575757575
897	scarlatti_sonatas	K055	1741.1259598104884	1742	Baroque	Baroque	G	major	7	-5	7	-5	0.6479591836734694	0.5	12	12	13	588	0.5644444444444444	0.43555555555555553
899	scarlatti_sonatas	K057	1741.1259598104884	1742	Baroque	Baroque	Bb	major	10	-5	9	-3	0.43278688524590164	0.38688524590163936	15	12	13	590	0.528	0.47200000000000003
900	scarlatti_sonatas	K059	1741.1259598104884	1742	Baroque	Baroque	F	major	6	-4	5	-3	0.4461538461538462	0.06153846153846154	10	8	13	591	0.8787878787878789	0.12121212121212123
903	scarlatti_sonatas	K062	1741.1259598104884	1742	Baroque	Baroque	A	major	5	-1	6	-2	0.0	0.12	6	8	13	593	0.0	1.0
905	scarlatti_sonatas	K063	1741.1259598104884	1742	Baroque	Baroque	G	major	5	-5	6	-1	0.375	0.041666666666666664	10	7	13	594	0.8999999999999999	0.09999999999999999
908	scarlatti_sonatas	K064	1741.1259598104884	1742	Baroque	Baroque	d	major	7	-1	7	-1	0.21052631578947367	0.10526315789473684	8	8	13	595	0.6666666666666666	0.3333333333333333
909	scarlatti_sonatas	K065	1741.1259598104884	1742	Baroque	Baroque	A	major	8	-5	5	-2	0.3880597014925373	0.007462686567164179	13	7	13	596	0.981132075471698	0.018867924528301886
910	scarlatti_sonatas	K066	1741.1259598104884	1742	Baroque	Baroque	Bb	major	8	-4	7	-2	0.10614525139664804	0.03910614525139665	12	9	13	597	0.7307692307692307	0.2692307692307692
912	scarlatti_sonatas	K068	1741.1259598104884	1742	Baroque	Baroque	Eb	major	7	-4	7	-1	0.28125	0.0859375	11	8	13	599	0.7659574468085106	0.23404255319148937
915	scarlatti_sonatas	K069	1741.1259598104884	1742	Baroque	Baroque	f	major	6	-1	6	-1	0.05555555555555555	0.05555555555555555	7	7	13	600	0.5	0.5
916	scarlatti_sonatas	K071	1741.1259598104884	1742	Baroque	Baroque	G	major	6	-4	6	-4	0.3712121212121212	0.17424242424242425	10	10	13	601	0.6805555555555556	0.3194444444444445
917	scarlatti_sonatas	K072	1741.1259598104884	1742	Baroque	Baroque	C	major	9	-4	10	-4	0.6030534351145038	0.45038167938931295	13	14	13	602	0.572463768115942	0.4275362318840579
918	scarlatti_sonatas	K074	1741.1259598104884	1742	Baroque	Baroque	A	major	5	-2	5	-1	0.017543859649122806	0.0	7	6	13	603	1.0	0.0
919	scarlatti_sonatas	K075	1741.1259598104884	1742	Baroque	Baroque	G	major	6	-5	5	-3	0.7731958762886598	0.020618556701030927	11	8	13	604	0.974025974025974	0.025974025974025972
923	scarlatti_sonatas	K094	1741.1259598104884	1746	Baroque	Baroque	F	major	5	-4	7	-5	0.32432432432432434	0.21621621621621623	9	12	13	608	0.6	0.4
925	scarlatti_sonatas	K095	1741.1259598104884	1746	Baroque	Baroque	C	major	6	-2	5	-1	0.22727272727272727	0.0	8	6	13	609	1.0	0.0
926	scarlatti_sonatas	K096	1741.1259598104884	1746	Baroque	Baroque	D	major	8	-5	6	-5	0.4668587896253602	0.138328530259366	13	11	13	610	0.7714285714285715	0.22857142857142862
928	scarlatti_sonatas	K097	1741.1259598104884	1746	Baroque	Baroque	g	major	6	-4	5	-4	0.20930232558139536	0.11627906976744186	10	9	13	611	0.6428571428571428	0.3571428571428571
930	scarlatti_sonatas	K098	1741.1259598104884	1749	Baroque	Baroque	e	major	9	-1	9	-2	0.45614035087719296	0.21052631578947367	10	11	13	612	0.6842105263157895	0.3157894736842105
932	scarlatti_sonatas	K100	1741.1259598104884	1749	Baroque	Baroque	C	major	7	-3	7	-2	0.25874125874125875	0.06993006993006994	10	9	13	614	0.7872340425531914	0.2127659574468085
933	wf_bach_sonatas	F001_n08a	1760.0	1760	Baroque	Classical	C	major	10	-4	10	-2	0.5	0.391304347826087	14	12	14	615	0.5609756097560976	0.4390243902439025
935	wf_bach_sonatas	F001_n08b	1760.0	1760	Baroque	Classical	C	major	8	-2	9	-1	0.2	0.3	10	10	14	616	0.4	0.6
937	wf_bach_sonatas	F001_n08c	1760.0	1760	Baroque	Classical	C	major	9	-9	10	-3	0.48372093023255813	0.17209302325581396	18	13	14	617	0.7375886524822695	0.2624113475177305
938	wf_bach_sonatas	F002_n07a	1760.0	1760	Baroque	Classical	C	major	6	-4	9	-1	0.3541666666666667	0.4791666666666667	10	10	14	618	0.425	0.575
941	wf_bach_sonatas	F002_n07b	1760.0	1760	Baroque	Classical	a	major	9	-3	9	-1	0.5714285714285714	0.12244897959183673	12	10	14	619	0.8235294117647058	0.17647058823529413
942	wf_bach_sonatas	F002_n07c	1760.0	1760	Baroque	Classical	C	major	9	-2	9	-1	0.19631901840490798	0.15950920245398773	11	10	14	620	0.5517241379310345	0.4482758620689655
943	wf_bach_sonatas	F003_n04a	1760.0	1760	Baroque	Classical	D	major	10	-4	8	-2	0.4886731391585761	0.08414239482200647	14	10	14	621	0.8531073446327685	0.14689265536723164
945	wf_bach_sonatas	F003_n04b	1760.0	1760	Baroque	Classical	b	major	9	-3	9	-2	0.7349397590361446	0.21686746987951808	12	11	14	622	0.7721518987341772	0.22784810126582278
946	wf_bach_sonatas	F003_n04c	1760.0	1760	Baroque	Classical	D	major	8	-4	10	-4	0.4449760765550239	0.5454545454545454	12	14	14	623	0.4492753623188406	0.5507246376811594
948	jc_bach_sonatas	wa01op05no1a_Allegretto	1772.6041876384136	1765	Classical	Classical	Bb	major	8	-3	7	-2	0.17272727272727273	0.13636363636363635	11	9	15	624	0.5588235294117647	0.4411764705882353
949	jc_bach_sonatas	wa01op05no1b_Tempo_di_Minuetto	1772.6041876384136	1765	Classical	Classical	Bb	major	6	-1	5	-1	0.0547945205479452	0.0	7	6	15	625	1.0	0.0
950	jc_bach_sonatas	wa02op05no2a_Allegro_di_molto	1772.6041876384136	1765	Classical	Classical	D	major	8	-2	9	-2	0.15384615384615385	0.06923076923076923	10	11	15	626	0.6896551724137931	0.3103448275862069
951	jc_bach_sonatas	wa02op05no2b_Andante_di_molto	1772.6041876384136	1765	Classical	Classical	G	major	7	-4	8	-2	0.17391304347826086	0.10434782608695652	11	10	15	627	0.625	0.375
952	jc_bach_sonatas	wa02op05no2c_Minuetto	1772.6041876384136	1765	Classical	Classical	D	major	7	-1	6	-2	0.1016949152542373	0.03389830508474576	8	8	15	628	0.75	0.25
954	jc_bach_sonatas	wa03op05no3a_Allegro	1772.6041876384136	1765	Classical	Classical	G	major	7	-3	8	-2	0.11971830985915492	0.08450704225352113	10	10	15	630	0.5862068965517241	0.41379310344827586
956	jc_bach_sonatas	wa03op05no3b_Allegretto	1772.6041876384136	1765	Classical	Classical	G	major	6	-1	9	-1	0.07627118644067797	0.23728813559322035	7	10	15	631	0.24324324324324326	0.7567567567567568
957	jc_bach_sonatas	wa04op05no4a_Allegro	1772.6041876384136	1765	Classical	Classical	Eb	major	7	-3	6	-2	0.11180124223602485	0.043478260869565216	10	8	15	632	0.72	0.27999999999999997
959	jc_bach_sonatas	wa04op05no4b_Rondeaux	1772.6041876384136	1765	Classical	Classical	Eb	major	6	-1	8	-1	0.013888888888888888	0.05555555555555555	7	9	15	633	0.19999999999999998	0.7999999999999999
961	jc_bach_sonatas	wa05op05no5a_Allegro_Assai	1772.6041876384136	1765	Classical	Classical	E	major	6	-3	8	-2	0.07692307692307693	0.09615384615384616	9	10	15	634	0.4444444444444445	0.5555555555555556
963	jc_bach_sonatas	wa05op05no5b_Adagio	1772.6041876384136	1765	Classical	Classical	A	major	7	-2	8	-2	0.06299212598425197	0.03937007874015748	9	10	15	635	0.6153846153846154	0.38461538461538464
