	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	max_WL	min_WL	max_OL	min_OL	WLC	OLC	WL_5th_range	OL_5th_range	corpus_id	piece_id	WLC_percentage	OLC_percentage
1205	kozeluh_sonatas	10op08no2c	1806.0	1806	Classical	Extended tonality	F	major	9	-2	9	-1	0.06896551724137931	0.13184584178498987	11	10	19	781	0.3434343434343434	0.6565656565656566
1206	kozeluh_sonatas	11op10no1a	1806.0	1806	Classical	Extended tonality	Eb	major	9	-3	8	-4	0.17117117117117117	0.21021021021021022	12	12	19	782	0.44881889763779526	0.5511811023622047
1208	kozeluh_sonatas	14op13no2a	1806.0	1806	Classical	Extended tonality	G	major	9	-5	9	-2	0.25806451612903225	0.043010752688172046	14	11	19	783	0.8571428571428571	0.14285714285714288
1210	kozeluh_sonatas	14op13no2b	1806.0	1806	Classical	Extended tonality	D	major	9	-2	8	-2	0.17482517482517482	0.07692307692307693	11	10	19	784	0.6944444444444443	0.3055555555555555
1212	kozeluh_sonatas	14op13no2c	1806.0	1806	Classical	Extended tonality	G	major	9	-3	8	-1	0.12781954887218044	0.13533834586466165	12	9	19	785	0.4857142857142857	0.5142857142857142
1215	kozeluh_sonatas	15op13no3a	1806.0	1806	Classical	Extended tonality	e	major	10	-4	9	-2	0.24083769633507854	0.17277486910994763	14	11	19	786	0.5822784810126582	0.4177215189873418
1216	kozeluh_sonatas	15op13no3b	1806.0	1806	Classical	Extended tonality	E	major	8	-3	9	-3	0.2634146341463415	0.28780487804878047	11	12	19	787	0.47787610619469023	0.5221238938053097
1219	kozeluh_sonatas	15op13no3c	1806.0	1806	Classical	Extended tonality	e	major	8	-4	8	-2	0.24358974358974358	0.16666666666666666	12	10	19	788	0.59375	0.40625
1221	kozeluh_sonatas	16op15no1a	1806.0	1806	Classical	Extended tonality	g	major	5	-1	7	-1	0.0	0.36363636363636365	6	8	19	789	0.0	1.0
1223	kozeluh_sonatas	16op15no1b	1806.0	1806	Classical	Extended tonality	g	major	9	-3	9	-1	0.29411764705882354	0.16993464052287582	12	10	19	790	0.6338028169014085	0.36619718309859156
1224	kozeluh_sonatas	16op15no1c	1806.0	1806	Classical	Extended tonality	G	major	8	-2	10	-4	0.11324786324786325	0.14743589743589744	10	14	19	791	0.4344262295081967	0.5655737704918032
1226	kozeluh_sonatas	17op15no2a	1806.0	1806	Classical	Extended tonality	C	major	9	-9	9	-2	0.31151832460732987	0.10732984293193717	18	11	19	792	0.74375	0.25625000000000003
1228	kozeluh_sonatas	17op15no2b	1806.0	1806	Classical	Extended tonality	F	major	8	-2	9	-4	0.25	0.296875	10	13	19	793	0.45714285714285713	0.5428571428571428
1230	kozeluh_sonatas	17op15no2c	1806.0	1806	Classical	Extended tonality	C	major	8	-4	10	-2	0.09433962264150944	1.090566037735849	12	12	19	794	0.07961783439490447	0.9203821656050956
1233	kozeluh_sonatas	19op17no1a	1806.0	1806	Classical	Extended tonality	f	major	5	-1	5	-1	0.0	0.0	6	6	19	795	0.0	0.0
1235	kozeluh_sonatas	19op17no1b	1806.0	1806	Classical	Extended tonality	f	major	8	-3	8	-1	0.14184397163120568	0.07092198581560284	11	9	19	796	0.6666666666666666	0.3333333333333333
1237	kozeluh_sonatas	19op17no1c	1806.0	1806	Classical	Extended tonality	f	major	8	-3	9	-1	0.25735294117647056	0.19117647058823528	11	10	19	797	0.5737704918032787	0.42622950819672134
1238	kozeluh_sonatas	20op17no2a	1806.0	1806	Classical	Extended tonality	A	major	8	-4	9	-3	0.24308300395256918	0.07114624505928854	12	12	19	798	0.7735849056603774	0.22641509433962265
1240	kozeluh_sonatas	20op17no2b	1806.0	1806	Classical	Extended tonality	E	major	9	-4	8	-2	0.29957805907172996	0.07172995780590717	13	10	19	799	0.8068181818181818	0.19318181818181818
1242	kozeluh_sonatas	20op17no2c	1806.0	1806	Classical	Extended tonality	A	major	9	-2	9	-2	0.07052896725440806	0.042821158690176324	11	11	19	800	0.6222222222222222	0.3777777777777778
1244	kozeluh_sonatas	21op17no3a	1806.0	1806	Classical	Extended tonality	Eb	major	9	-3	10	-2	0.24121779859484777	0.4496487119437939	12	12	19	801	0.34915254237288135	0.6508474576271187
1246	kozeluh_sonatas	21op17no3b	1806.0	1806	Classical	Extended tonality	Eb	major	8	-2	10	-4	0.1595238095238095	0.20238095238095238	10	14	19	802	0.4407894736842105	0.5592105263157895
1248	kozeluh_sonatas	22op20no1a	1806.0	1806	Classical	Extended tonality	F	major	7	-4	6	-2	0.10837438423645321	0.009852216748768473	11	8	19	803	0.9166666666666666	0.08333333333333333
1250	kozeluh_sonatas	22op20no1b	1806.0	1806	Classical	Extended tonality	Bb	major	8	-2	10	-1	0.12096774193548387	0.2661290322580645	10	11	19	804	0.3125	0.6875
1251	kozeluh_sonatas	22op20no1c	1806.0	1806	Classical	Extended tonality	F	major	8	-4	9	-4	0.17228464419475656	0.10861423220973783	12	13	19	805	0.6133333333333333	0.38666666666666666
1252	kozeluh_sonatas	23op20no2a	1806.0	1806	Classical	Extended tonality	C	major	8	-4	8	-1	0.2685851318944844	0.07434052757793765	12	9	19	806	0.7832167832167832	0.2167832167832168
1254	kozeluh_sonatas	23op20no2b	1806.0	1806	Classical	Extended tonality	F	major	8	-4	9	-4	0.496551724137931	0.2	12	13	19	807	0.7128712871287128	0.2871287128712871
1256	kozeluh_sonatas	23op20no2c	1806.0	1806	Classical	Extended tonality	C	major	7	-2	9	-1	0.10612244897959183	0.1346938775510204	9	10	19	808	0.4406779661016949	0.5593220338983051
1259	kozeluh_sonatas	24op20no3a	1806.0	1806	Classical	Extended tonality	d	major	8	-4	10	-2	0.24390243902439024	0.43089430894308944	12	12	19	809	0.3614457831325301	0.6385542168674699
1260	kozeluh_sonatas	24op20no3b	1806.0	1806	Classical	Extended tonality	D	major	8	-3	10	-1	0.21487603305785125	0.3884297520661157	11	11	19	810	0.35616438356164387	0.6438356164383562
1262	kozeluh_sonatas	24op20no3c	1806.0	1806	Classical	Extended tonality	d	major	7	-4	10	-1	0.14009661835748793	0.3671497584541063	11	11	19	811	0.2761904761904762	0.7238095238095238
1263	kozeluh_sonatas	25op26no1a	1806.0	1806	Classical	Extended tonality	D	major	9	-4	9	-3	0.27298050139275765	0.0947075208913649	13	12	19	812	0.7424242424242424	0.25757575757575757
1265	kozeluh_sonatas	25op26no1b	1806.0	1806	Classical	Extended tonality	A	major	9	-3	9	-1	0.22900763358778625	0.15267175572519084	12	10	19	813	0.6	0.4
1267	kozeluh_sonatas	25op26no1c	1806.0	1806	Classical	Extended tonality	D	major	6	-4	9	-3	0.10309278350515463	0.11855670103092783	10	12	19	814	0.46511627906976744	0.5348837209302325
1270	kozeluh_sonatas	26op26no2a	1806.0	1806	Classical	Extended tonality	a	major	8	-4	10	-1	0.24571428571428572	0.2057142857142857	12	11	19	815	0.5443037974683544	0.4556962025316456
1272	kozeluh_sonatas	26op26no2b	1806.0	1806	Classical	Extended tonality	a	major	6	-2	8	-2	0.07692307692307693	0.1282051282051282	8	10	19	816	0.37500000000000006	0.625
1273	kozeluh_sonatas	27op26no3a	1806.0	1806	Classical	Extended tonality	Eb	major	9	-4	9	-4	0.3333333333333333	0.12578616352201258	13	13	19	817	0.7260273972602739	0.273972602739726
1276	kozeluh_sonatas	27op26no3b	1806.0	1806	Classical	Extended tonality	c	major	9	-3	10	-3	0.7272727272727273	0.45454545454545453	12	13	19	818	0.6153846153846154	0.3846153846153846
1277	kozeluh_sonatas	27op26no3c	1806.0	1806	Classical	Extended tonality	Eb	major	9	-4	10	-1	0.24561403508771928	0.3684210526315789	13	11	19	819	0.4	0.6000000000000001
1279	kozeluh_sonatas	28op30no1a	1806.0	1806	Classical	Extended tonality	Bb	major	8	-4	10	-1	0.215962441314554	0.460093896713615	12	11	19	820	0.3194444444444445	0.6805555555555556
1281	kozeluh_sonatas	28op30no1b	1806.0	1806	Classical	Extended tonality	Eb	major	8	-3	7	-1	0.3937007874015748	0.08661417322834646	11	8	19	821	0.819672131147541	0.180327868852459
1283	kozeluh_sonatas	28op30no1c	1806.0	1806	Classical	Extended tonality	Bb	major	9	-3	10	-2	0.13917525773195877	0.2345360824742268	12	12	19	822	0.3724137931034483	0.6275862068965518
1285	kozeluh_sonatas	29op30no2a	1806.0	1806	Classical	Extended tonality	G	major	9	-4	9	-3	0.27564102564102566	0.22115384615384615	13	12	19	823	0.5548387096774193	0.4451612903225806
1287	kozeluh_sonatas	29op30no2b	1806.0	1806	Classical	Extended tonality	D	major	8	-4	5	-2	0.2777777777777778	0.015873015873015872	12	7	19	824	0.9459459459459459	0.05405405405405405
1289	kozeluh_sonatas	29op30no2c	1806.0	1806	Classical	Extended tonality	G	major	9	-4	10	-3	0.2661290322580645	0.23118279569892472	13	13	19	825	0.5351351351351351	0.46486486486486484
1291	ABC	n01op18-1_01	1812.0509746203827	1799	Classical	Classical	F	major	9	-5	9	-4	0.5286195286195287	0.3164983164983165	14	13	20	826	0.6254980079681275	0.3745019920318725
1294	ABC	n01op18-1_02	1812.0509746203827	1799	Classical	Classical	d	major	10	-5	12	-5	1.0227272727272727	1.378787878787879	15	17	20	827	0.42586750788643535	0.5741324921135648
1295	ABC	n01op18-1_03	1812.0509746203827	1799	Classical	Classical	F	major	9	-3	9	-1	0.7534246575342466	0.03424657534246575	12	10	20	828	0.9565217391304347	0.043478260869565216
1297	ABC	n01op18-1_04	1812.0509746203827	1799	Classical	Classical	F	major	9	-4	11	-6	0.3283582089552239	0.47547974413646055	13	17	20	829	0.40848806366047746	0.5915119363395226
1299	ABC	n03op18-3_01	1812.0509746203827	1799	Classical	Classical	D	major	11	-8	11	-3	0.4584717607973422	0.3289036544850498	19	14	20	830	0.5822784810126583	0.4177215189873418
1301	ABC	n03op18-3_02	1812.0509746203827	1799	Classical	Classical	Bb	major	10	-6	10	-5	0.5512048192771084	0.27710843373493976	16	15	20	831	0.6654545454545454	0.33454545454545453
1303	ABC	n03op18-3_03	1812.0509746203827	1799	Classical	Classical	D	major	9	-9	9	-2	0.5384615384615384	0.12217194570135746	18	11	20	832	0.8150684931506849	0.18493150684931506
1305	ABC	n03op18-3_04	1812.0509746203827	1799	Classical	Classical	D	major	12	-6	12	-4	0.5833333333333334	0.5658914728682171	18	16	20	833	0.5075885328836425	0.49241146711635747
1308	ABC	n04op18-4_01	1812.0509746203827	1799	Classical	Classical	c	major	8	-4	10	-4	0.4037735849056604	0.35471698113207545	12	14	20	834	0.5323383084577115	0.4676616915422885
1309	ABC	n04op18-4_02	1812.0509746203827	1799	Classical	Classical	C	major	9	-3	9	-3	0.27218934911242604	0.28994082840236685	12	12	20	835	0.4842105263157895	0.5157894736842105
1312	ABC	n04op18-4_03	1812.0509746203827	1799	Classical	Classical	c	major	8	-3	11	-1	0.2903225806451613	0.3064516129032258	11	12	20	836	0.4864864864864865	0.5135135135135135
1314	ABC	n04op18-4_04	1812.0509746203827	1799	Classical	Classical	c	major	8	-4	10	-3	0.25862068965517243	0.25862068965517243	12	13	20	837	0.5	0.5
1315	ABC	n05op18-5_01	1812.0509746203827	1799	Classical	Classical	A	major	9	-6	8	-2	0.3855421686746988	0.1144578313253012	15	10	20	838	0.7710843373493976	0.2289156626506024
1317	ABC	n05op18-5_02	1812.0509746203827	1799	Classical	Classical	A	major	8	-4	9	-2	0.14743589743589744	0.14102564102564102	12	11	20	839	0.5111111111111112	0.48888888888888893
1319	ABC	n05op18-5_03	1812.0509746203827	1799	Classical	Classical	D	major	9	-4	9	-4	0.4051724137931034	0.1810344827586207	13	13	20	840	0.6911764705882353	0.3088235294117647
1321	ABC	n05op18-5_04	1812.0509746203827	1799	Classical	Classical	A	major	8	-6	10	-5	0.4400749063670412	0.2303370786516854	14	15	20	841	0.6564245810055865	0.34357541899441335
1323	ABC	n02op18-2_01	1812.0509746203827	1800	Classical	Extended tonality	G	major	8	-4	10	-5	0.3025210084033613	0.2857142857142857	12	15	20	842	0.5142857142857143	0.48571428571428577
1325	ABC	n02op18-2_02	1812.0509746203827	1800	Classical	Extended tonality	C	major	9	-4	9	-5	0.2655367231638418	0.3954802259887006	13	14	20	843	0.40170940170940167	0.5982905982905983
1326	ABC	n02op18-2_03	1812.0509746203827	1800	Classical	Extended tonality	G	major	9	-4	10	-2	0.32116788321167883	0.7883211678832117	13	12	20	844	0.2894736842105263	0.7105263157894738
1327	ABC	n02op18-2_04	1812.0509746203827	1800	Classical	Extended tonality	G	major	8	-6	10	-4	0.3438395415472779	0.2836676217765043	14	14	20	845	0.547945205479452	0.452054794520548
1329	ABC	n06op18-6_01	1812.0509746203827	1800	Classical	Extended tonality	Bb	major	9	-4	10	-5	0.28662420382165604	0.4299363057324841	13	15	20	846	0.4	0.6000000000000001
1331	ABC	n06op18-6_02	1812.0509746203827	1800	Classical	Extended tonality	Eb	major	8	-4	10	-4	0.23270440251572327	0.46540880503144655	12	14	20	847	0.3333333333333333	0.6666666666666666
1333	ABC	n06op18-6_03	1812.0509746203827	1800	Classical	Extended tonality	Bb	major	9	-4	9	-4	0.7590361445783133	0.3614457831325301	13	13	20	848	0.6774193548387097	0.3225806451612903
1334	ABC	n06op18-6_04	1812.0509746203827	1800	Classical	Extended tonality	Bb	major	15	-6	11	-4	0.5414364640883977	0.511049723756906	21	15	20	849	0.5144356955380577	0.48556430446194226
1336	ABC	n07op59-1_01	1812.0509746203827	1806	Classical	Extended tonality	F	major	12	-6	10	-8	0.6830357142857143	0.22991071428571427	18	18	20	850	0.7481662591687042	0.25183374083129584
1338	ABC	n07op59-1_02	1812.0509746203827	1806	Classical	Extended tonality	Bb	major	11	-7	16	-8	0.546448087431694	0.3989071038251366	18	24	20	851	0.5780346820809249	0.4219653179190751
1341	ABC	n07op59-1_03	1812.0509746203827	1806	Classical	Extended tonality	f	major	5	-2	6	-1	0.038461538461538464	0.038461538461538464	7	7	20	852	0.5	0.5
1342	ABC	n07op59-1_04	1812.0509746203827	1806	Classical	Extended tonality	F	major	9	-4	10	-4	0.3484042553191489	0.2127659574468085	13	14	20	853	0.6208530805687204	0.3791469194312796
1345	ABC	n08op59-2_01	1812.0509746203827	1806	Classical	Extended tonality	e	major	9	-6	12	-5	0.9947368421052631	0.37894736842105264	15	17	20	854	0.7241379310344828	0.27586206896551724
1346	ABC	n08op59-2_02	1812.0509746203827	1806	Classical	Extended tonality	E	major	9	-7	10	-4	0.7445482866043613	0.32087227414330216	16	14	20	855	0.6988304093567251	0.30116959064327486
1349	ABC	n08op59-2_03	1812.0509746203827	1806	Classical	Extended tonality	e	major	11	-8	9	-3	0.3842364532019704	0.13793103448275862	19	12	20	856	0.7358490566037735	0.2641509433962264
1351	ABC	n08op59-2_04	1812.0509746203827	1806	Classical	Extended tonality	e	major	9	-4	9	-2	0.36645962732919257	0.16149068322981366	13	11	20	857	0.6941176470588236	0.3058823529411765
1352	ABC	n09op59-3_01	1812.0509746203827	1806	Classical	Extended tonality	C	major	10	-6	10	-5	0.6654804270462633	0.2918149466192171	16	15	20	858	0.6951672862453532	0.3048327137546469
1355	ABC	n09op59-3_02	1812.0509746203827	1806	Classical	Extended tonality	a	major	8	-5	8	-2	0.5663716814159292	0.09734513274336283	13	10	20	859	0.8533333333333333	0.14666666666666667
1356	ABC	n09op59-3_03	1812.0509746203827	1806	Classical	Extended tonality	C	major	8	-1	8	-1	0.2727272727272727	0.07575757575757576	9	9	20	860	0.782608695652174	0.2173913043478261
1358	ABC	n09op59-3_04	1812.0509746203827	1806	Classical	Extended tonality	C	major	9	-5	8	-2	0.27860696517412936	0.11940298507462686	14	10	20	861	0.7	0.3
1360	ABC	n10op74_01	1812.0509746203827	1809	Classical	Extended tonality	Eb	major	10	-14	10	-7	0.89749430523918	0.23462414578587698	24	17	20	862	0.7927565392354124	0.2072434607645875
1362	ABC	n10op74_02	1812.0509746203827	1809	Classical	Extended tonality	Ab	major	8	-4	12	-2	0.5	0.35984848484848486	12	14	20	863	0.5814977973568282	0.41850220264317184
1365	ABC	n10op74_03	1812.0509746203827	1809	Classical	Extended tonality	c	major	7	-7	5	-1	0.2345679012345679	0.0	14	6	20	864	1.0	0.0
1366	ABC	n10op74_04	1812.0509746203827	1809	Classical	Extended tonality	Eb	major	10	-4	10	-2	0.49838187702265374	0.2815533980582524	14	12	20	865	0.6390041493775934	0.36099585062240663
1369	ABC	n11op95_01	1812.0509746203827	1810	Classical	Extended tonality	f	major	12	-8	13	-4	0.8074074074074075	0.8666666666666667	20	17	20	866	0.48230088495575224	0.5176991150442478
1370	ABC	n11op95_02	1812.0509746203827	1810	Classical	Extended tonality	D	major	12	-12	8	-10	1.6384839650145773	0.4577259475218659	24	18	20	867	0.7816411682892906	0.2183588317107093
1373	ABC	n11op95_03	1812.0509746203827	1810	Classical	Extended tonality	f	major	8	-6	12	0	0.4915254237288136	0.7966101694915254	14	12	20	868	0.381578947368421	0.6184210526315789
1375	ABC	n11op95_04	1812.0509746203827	1810	Classical	Extended tonality	f	major	12	-3	10	-1	0.5	0.5512820512820513	15	11	20	869	0.47560975609756095	0.524390243902439
1376	ABC	n12op127_01	1812.0509746203827	1824	Early Romantic	Extended tonality	Eb	major	9	-9	8	-5	0.4052132701421801	0.23459715639810427	18	13	20	870	0.6333333333333333	0.36666666666666664
1378	ABC	n12op127_02	1812.0509746203827	1824	Early Romantic	Extended tonality	Ab	major	13	-7	18	-5	0.6788461538461539	0.7730769230769231	20	23	20	871	0.46754966887417215	0.5324503311258277
1380	ABC	n12op127_03	1812.0509746203827	1824	Early Romantic	Extended tonality	Eb	major	10	-4	13	-4	0.35947712418300654	0.2647058823529412	14	17	20	872	0.5759162303664921	0.42408376963350786
1382	ABC	n12op127_04	1812.0509746203827	1824	Early Romantic	Extended tonality	Eb	major	12	-11	11	-4	0.44212218649517687	0.25562700964630225	23	15	20	873	0.6336405529953917	0.36635944700460826
1385	ABC	n15op132_01	1812.0509746203827	1825	Early Romantic	Extended tonality	a	major	10	-5	10	-7	0.6776119402985075	0.6567164179104478	15	17	20	874	0.5078299776286354	0.4921700223713647
1386	ABC	n15op132_02	1812.0509746203827	1825	Early Romantic	Extended tonality	A	major	9	-3	9	-2	0.2988505747126437	0.2597701149425287	12	11	20	875	0.5349794238683128	0.4650205761316872
1388	ABC	n15op132_03	1812.0509746203827	1825	Early Romantic	Extended tonality	C	major	8	-3	9	-4	0.1225296442687747	0.24110671936758893	11	13	20	876	0.33695652173913043	0.6630434782608695
1389	ABC	n15op132_04	1812.0509746203827	1825	Early Romantic	Extended tonality	A	major	6	-2	7	-1	0.037037037037037035	0.09876543209876543	8	8	20	877	0.2727272727272727	0.7272727272727273
1392	ABC	n15op132_05	1812.0509746203827	1825	Early Romantic	Extended tonality	a	major	8	-9	10	-4	0.33432835820895523	0.3373134328358209	17	14	20	878	0.4977777777777778	0.5022222222222222
1393	ABC	n13op130_01	1812.0509746203827	1826	Early Romantic	Extended tonality	Bb	major	9	-6	16	-4	0.39854014598540144	0.23065693430656933	15	20	20	879	0.6334106728538283	0.3665893271461717
1396	ABC	n13op130_02	1812.0509746203827	1826	Early Romantic	Extended tonality	bb	major	7	-4	7	-1	0.23880597014925373	0.208955223880597	11	8	20	880	0.5333333333333333	0.4666666666666667
1397	ABC	n13op130_03	1812.0509746203827	1826	Early Romantic	Extended tonality	Db	major	10	-9	10	-4	0.3747072599531616	0.2857142857142857	19	14	20	881	0.5673758865248226	0.43262411347517726
1399	ABC	n13op130_04	1812.0509746203827	1826	Early Romantic	Extended tonality	G	major	9	-4	8	-1	0.16929133858267717	0.11811023622047244	13	9	20	882	0.589041095890411	0.4109589041095891
1401	ABC	n13op130_05	1812.0509746203827	1826	Early Romantic	Extended tonality	Eb	major	8	-4	8	-1	0.25	0.16463414634146342	12	9	20	883	0.6029411764705882	0.39705882352941174
1403	ABC	n13op130_06	1812.0509746203827	1826	Early Romantic	Extended tonality	Bb	major	12	-4	9	-5	0.5108153078202995	0.3527454242928453	16	14	20	884	0.5915221579961464	0.40847784200385356
1406	ABC	n14op131_01	1812.0509746203827	1826	Early Romantic	Extended tonality	c#	major	9	-9	9	-11	0.7832167832167832	0.4825174825174825	18	20	20	885	0.6187845303867403	0.38121546961325964
1407	ABC	n14op131_02	1812.0509746203827	1826	Early Romantic	Extended tonality	D	major	12	-9	9	-4	0.8867313915857605	0.3106796116504854	21	13	20	886	0.7405405405405405	0.2594594594594594
1410	ABC	n14op131_03	1812.0509746203827	1826	Early Romantic	Extended tonality	b	major	7	-5	5	-6	0.6875	0.3125	12	11	20	887	0.6875	0.3125
1411	ABC	n14op131_04	1812.0509746203827	1826	Early Romantic	Extended tonality	A	major	11	-4	9	-5	0.48392036753445633	0.32006125574272587	15	14	20	888	0.6019047619047619	0.3980952380952381
1412	ABC	n14op131_05	1812.0509746203827	1826	Early Romantic	Extended tonality	E	major	9	-4	9	-6	0.21099290780141844	0.07446808510638298	13	15	20	889	0.7391304347826088	0.2608695652173913
1416	ABC	n14op131_07	1812.0509746203827	1826	Early Romantic	Extended tonality	c#	major	8	-5	7	-8	0.7272727272727273	0.5244755244755245	13	15	20	891	0.5810055865921788	0.4189944134078213
1417	ABC	n16op135_01	1812.0509746203827	1826	Early Romantic	Extended tonality	F	major	16	-4	10	-4	0.5561497326203209	0.22994652406417113	20	14	20	892	0.7074829931972789	0.2925170068027211
1419	ABC	n16op135_02	1812.0509746203827	1826	Early Romantic	Extended tonality	F	major	12	-4	9	-3	0.19667590027700832	0.038781163434903045	16	12	20	893	0.8352941176470589	0.16470588235294117
1421	ABC	n16op135_03	1812.0509746203827	1826	Early Romantic	Extended tonality	Db	major	10	-4	9	-3	0.41333333333333333	0.13333333333333333	14	12	20	894	0.7560975609756098	0.24390243902439027
1424	ABC	n16op135_04	1812.0509746203827	1826	Early Romantic	Extended tonality	f	major	8	-5	9	-5	0.2745664739884393	0.04335260115606936	13	14	20	895	0.8636363636363636	0.13636363636363635
1426	schubert_winterreise	n01	1828.0	1828	Early Romantic	Extended tonality	d	major	9	-2	5	-1	0.21359223300970873	0.0	11	6	21	896	1.0	0.0
1428	schubert_winterreise	n02	1828.0	1828	Early Romantic	Extended tonality	a	major	5	-4	0	-4	0.21428571428571427	0.8571428571428571	9	4	21	897	0.19999999999999998	0.7999999999999999
1430	schubert_winterreise	n03	1828.0	1828	Early Romantic	Extended tonality	f	major	11	-4	5	-3	0.7123287671232876	0.0273972602739726	15	8	21	898	0.9629629629629629	0.037037037037037035
1432	schubert_winterreise	n04	1828.0	1828	Early Romantic	Extended tonality	c	major	8	-10	5	-1	2.25	0.0	18	6	21	899	1.0	0.0
1433	schubert_winterreise	n05	1828.0	1828	Early Romantic	Extended tonality	E	major	8	-8	4	-4	1.0765765765765767	0.06756756756756757	16	8	21	900	0.9409448818897638	0.05905511811023622
1436	schubert_winterreise	n06	1828.0	1828	Early Romantic	Extended tonality	f#	major	5	-4	4	-1	0.8181818181818182	0.0	9	5	21	901	1.0	0.0
1438	schubert_winterreise	n07	1828.0	1828	Early Romantic	Extended tonality	e	major	7	-4	4	-1	0.5573770491803278	0.0	11	5	21	902	1.0	0.0
1440	schubert_winterreise	n08	1828.0	1828	Early Romantic	Extended tonality	g	major	8	-3	9	0	0.26380368098159507	0.03680981595092025	11	9	21	903	0.8775510204081632	0.12244897959183675
1443	schubert_winterreise	n11	1828.0	1828	Early Romantic	Extended tonality	A	major	8	-4	8	-4	0.43636363636363634	0.18181818181818182	12	12	21	906	0.7058823529411764	0.29411764705882354
1446	schubert_winterreise	n13	1828.0	1828	Early Romantic	Extended tonality	Eb	major	9	-4	2	-3	0.6846846846846847	0.036036036036036036	13	5	21	908	0.9500000000000001	0.05
1448	schubert_winterreise	n14	1828.0	1828	Early Romantic	Extended tonality	c	major	12	-4	5	-2	1.1290322580645162	0.03225806451612903	16	7	21	909	0.9722222222222222	0.027777777777777776
1450	schubert_winterreise	n15	1828.0	1828	Early Romantic	Extended tonality	c	major	9	-4	0	0	1.0	0.0	13	0	21	910	1.0	0.0
1451	schubert_winterreise	n16	1828.0	1828	Early Romantic	Extended tonality	Eb	major	12	-5	9	-5	1.6911764705882353	0.23529411764705882	17	14	21	911	0.8778625954198473	0.12213740458015267
1453	schubert_winterreise	n17	1828.0	1828	Early Romantic	Extended tonality	D	major	12	-5	11	-4	1.0892857142857142	0.30357142857142855	17	15	21	912	0.782051282051282	0.21794871794871795
1455	schubert_winterreise	n18	1828.0	1828	Early Romantic	Extended tonality	d	major	5	-4	5	0	0.625	0.0	9	5	21	913	1.0	0.0
1456	schubert_winterreise	n19	1828.0	1828	Early Romantic	Extended tonality	A	major	10	-3	6	0	0.5151515151515151	0.045454545454545456	13	6	21	914	0.918918918918919	0.08108108108108109
1458	schubert_winterreise	n20	1828.0	1828	Early Romantic	Extended tonality	g	major	9	-1	2	-1	0.875	0.0	10	3	21	915	1.0	0.0
1459	schubert_winterreise	n21	1828.0	1828	Early Romantic	Extended tonality	F	major	8	-5	8	-2	0.7516339869281046	0.0784313725490196	13	10	21	916	0.9055118110236221	0.09448818897637797
1461	schubert_winterreise	n22	1828.0	1828	Early Romantic	Extended tonality	a	major	6	-4	6	-3	0.48148148148148145	0.05555555555555555	10	9	21	917	0.896551724137931	0.10344827586206896
1462	schubert_winterreise	n23	1828.0	1828	Early Romantic	Extended tonality	A	major	8	-2	8	0	0.3125	0.046875	10	8	21	918	0.8695652173913043	0.13043478260869565
1465	mendelssohn_quartets	02op13a	1835.8707229487093	1827	Early Romantic	Extended tonality	A	major	8	-4	5	-4	0.40425531914893614	0.06382978723404255	12	9	22	920	0.8636363636363636	0.13636363636363635
1467	mendelssohn_quartets	02op13b	1835.8707229487093	1827	Early Romantic	Extended tonality	F	major	9	-4	7	-1	0.2111111111111111	0.022222222222222223	13	8	22	921	0.9047619047619048	0.09523809523809525
1470	mendelssohn_quartets	02op13c	1835.8707229487093	1827	Early Romantic	Extended tonality	a	major	9	-4	9	-2	0.9079497907949791	0.0794979079497908	13	11	22	922	0.9194915254237288	0.08050847457627118
1472	mendelssohn_quartets	02op13d	1835.8707229487093	1827	Early Romantic	Extended tonality	a	major	8	-2	5	-2	0.1935483870967742	0.016129032258064516	10	7	22	923	0.9230769230769231	0.07692307692307693
1473	mendelssohn_quartets	01op12a	1835.8707229487093	1829	Early Romantic	Extended tonality	Eb	major	10	-6	10	-3	0.8278829604130808	0.08777969018932874	16	13	22	924	0.9041353383458647	0.09586466165413535
1476	mendelssohn_quartets	01op12b	1835.8707229487093	1829	Early Romantic	Extended tonality	g	major	7	-4	5	-1	0.38405797101449274	0.0	11	6	22	925	1.0	0.0
1477	mendelssohn_quartets	01op12c	1835.8707229487093	1829	Early Romantic	Extended tonality	Bb	major	10	-3	8	-2	0.5518867924528302	0.11320754716981132	13	10	22	926	0.8297872340425533	0.1702127659574468
1479	mendelssohn_quartets	01op12d	1835.8707229487093	1829	Early Romantic	Extended tonality	c	major	9	-4	8	-2	0.6351351351351351	0.06756756756756757	13	10	22	927	0.9038461538461539	0.09615384615384617
1481	mendelssohn_quartets	04op44,2a	1835.8707229487093	1837	Early Romantic	Extended tonality	e	major	10	-3	9	-2	1.0842105263157895	0.05789473684210526	13	11	22	928	0.9493087557603687	0.05069124423963134
1482	mendelssohn_quartets	04op44,2b	1835.8707229487093	1837	Early Romantic	Extended tonality	E	major	9	-4	8	-4	0.3814814814814815	0.03333333333333333	13	12	22	929	0.9196428571428572	0.08035714285714286
1484	mendelssohn_quartets	04op44,2c	1835.8707229487093	1837	Early Romantic	Extended tonality	G	major	9	-4	10	-3	0.4817073170731707	0.3597560975609756	13	13	22	930	0.572463768115942	0.427536231884058
