	Unnamed: 0	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	tones_in_span	tones_in_span_in_C	root	RC	ct	CTC	nct	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id	mode
689	689	mozart_piano_sonatas	K333-2	1780.7395798599532	1783	Eb	I	8.0	-4.0	10	-4	9	-5	[3, 4, 2, -1, 0, 1]	[[-3], [1, -2], [-1, -4], [-3, 1], [-4, 0], [1, -2], [-3, 1, -2]]	0.0	0.1090047393364928	[4, 1]	0.2748815165876777	[3, 2, -1]	0.3696682464454976	12.0	14	14	16	690	major
690	690	mozart_piano_sonatas	K333-3	1780.7395798599532	1783	Bb	I	8.0	-4.0	10	-5	10	-5	[4, 1, 0]	[[-1], [-2], [2]]	0.0	0.132286995515695	[4, 1]	0.3273542600896861	[]	0.2645739910313901	12.0	15	15	16	691	major
692	692	mozart_piano_sonatas	K457-2	1780.7395798599532	1784	Eb	I	7.0	-3.0	9	-4	9	-4	[4, 0, 1]	[[-3], [-2], [1], [-2], [1], [-3], [1], [1], [-2], [1], [1]]	0.0	0.1261682242990654	[4, 1]	0.3644859813084112	[]	0.4672897196261682	10.0	13	13	16	693	major
694	694	mozart_piano_sonatas	K533-1	1780.7395798599532	1788	F	I	8.0	-5.0	10	-9	10	-5	[1, 2, 4, 0, -1]	[[0], [-2], [3], [1], [-1]]	0.0	0.2097902097902098	[4, 1]	0.5961538461538461	[2, -1]	0.2692307692307692	13.0	19	15	16	695	major
695	695	mozart_piano_sonatas	K533-2	1780.7395798599532	1788	Bb	I	10.0	-5.0	12	-5	13	-4	[4, 0]	[[-2, 2, -2]]	0.0	0.2984496124031007	[4, 1]	0.5930232558139535	[]	0.996124031007752	15.0	17	17	16	696	major
696	696	mozart_piano_sonatas	K533-3	1780.7395798599532	1788	F	I	8.0	-5.0	7	-4	10	-5	[1, 4, 0]	[[3], [-1], [0]]	0.0	0.1682692307692307	[4, 1]	0.2451923076923076	[]	0.4975961538461538	13.0	11	15	16	697	major
697	697	mozart_piano_sonatas	K545-1	1780.7395798599532	1788	C	I	6.0	-4.0	6	-4	8	-4	[0, 1, 4]	[[0], [0], [1], [4], [1], [0], [4], [1], [4], [1], [1]]	0.0	0.0084745762711864	[4, 1]	0.211864406779661	[]	0.2711864406779661	10.0	10	12	16	698	major
698	698	mozart_piano_sonatas	K545-2	1780.7395798599532	1788	G	I	7.0	-4.0	9	-4	9	-4	[0, 1, 4]	[[1], [5], [2], [5], [2], [1], [2], [5], [2]]	0.0	0.1095890410958904	[4, 1]	0.4657534246575342	[]	0.5205479452054794	11.0	13	13	16	699	major
699	699	mozart_piano_sonatas	K545-3	1780.7395798599532	1788	C	I	6.0	-5.0	6	-4	8	-4	[1, 4]	[[4, 1], [4, 1]]	0.0	0.0769230769230769	[4, 1]	0.3076923076923077	[]	0.4265734265734265	11.0	10	12	16	700	major
700	700	mozart_piano_sonatas	K570-1	1780.7395798599532	1789	Bb	I	8.0	-4.0	9	-5	8	-5	[4, 0, 1]	[[-2, -2], [-1, -1], [2, 2], [-1, -1], [-2, -2], [2, 2], [-1, -1], [-2], [2]]	0.0	0.0864197530864197	[4, 1]	0.4320987654320987	[]	0.3045267489711934	12.0	14	13	16	701	major
701	701	mozart_piano_sonatas	K570-2	1780.7395798599532	1789	Eb	I	8.0	-5.0	8	-4	12	-4	[4, 0, 1]	[[-3, -3, 1, -2], [-3, 1]]	0.0	0.2131147540983606	[4, 1]	0.2786885245901639	[]	0.4959016393442623	13.0	12	16	16	702	major
702	702	mozart_piano_sonatas	K570-3	1780.7395798599532	1789	Bb	I	8.0	-4.0	9	-4	9	-3	[4, 0, 1]	[[-2], [-2, 2], [-1]]	0.0	0.1381818181818181	[4, 1]	0.3272727272727272	[]	0.2509090909090909	12.0	13	12	16	703	major
703	703	mozart_piano_sonatas	K576-1	1780.7395798599532	1789	D	I	7.0	-4.0	8	-5	9	-4	[0, 1, 4]	[[3, 3], [2, 2], [3, 3], [2, 2], [6, 6], [2, 2], [6, 6], [3, 3], [3, 3], [3, 3]]	0.0	0.2020905923344947	[4, 1]	0.3240418118466899	[]	0.2717770034843205	11.0	13	13	16	704	major
704	704	mozart_piano_sonatas	K576-2	1780.7395798599532	1789	A	I	7.0	-4.0	8	-5	9	-6	[-1, 0, 1, 2, 4]	[[3], [4], [7], [2], [7], [5], [7]]	0.0	0.3311258278145695	[4, 1]	0.3642384105960264	[-1, 2]	1.2119205298013245	11.0	13	15	16	705	major
705	705	mozart_piano_sonatas	K576-3	1780.7395798599532	1789	D	I	9.0	-1.0	9	-4	10	-4	[0, 1, 2, 4, 5]	[[2], [6, 3], [4], [2], [6, 3, 7], [6, 3, 2]]	0.0	0.1240105540897097	[4, 1]	0.2374670184696569	[2, 5]	0.3430079155672823	10.0	13	14	16	706	major
706	706	pleyel_quartets	b307op2n1a	1783.0	1783	A	I	9.0	-4.0	8	-4	9	-2	[0, 1, 2, 4]	[[7, 3], [4, 5]]	0.0	0.0589743589743589	[4, 1]	0.2153846153846154	[2]	0.1564102564102564	13.0	12	11	17	707	major
708	708	pleyel_quartets	b307op2n1c	1783.0	1783	A	I	8.0	-1.0	7	-2	7	-4	[0, 1, 4]	[[3], [7, 4, 4]]	0.0	0.1564625850340136	[4, 1]	0.0204081632653061	[]	0.0748299319727891	9.0	9	11	17	709	major
713	713	beethoven_piano_sonatas	01-2	1803.6208098935329	1795	F	I	5.0	-1.0	9	-4	10	-3	[1]	[[0], [0]]	1.0	0.031578947368421	[5, 2]	0.1473684210526315	[]	0.5473684210526316	6.0	13	13	18	714	major
716	716	beethoven_piano_sonatas	02-1	1803.6208098935329	1795	A	I	7.0	-6.0	7	-13	8	-7	[0]	[[3, 3, 3]]	0.0	0.1476793248945147	[4, 1]	0.4852320675105485	[]	0.1793248945147679	13.0	20	15	18	717	major
717	717	beethoven_piano_sonatas	02-2	1803.6208098935329	1795	D	I	9.0	-4.0	9	-5	9	-5	[0, 1, 2, 4]	[[2], [2, 3, 6], [4]]	0.0	0.0875	[4, 1]	0.2583333333333333	[2]	0.1041666666666666	13.0	14	14	18	718	major
718	718	beethoven_piano_sonatas	02-3	1803.6208098935329	1795	A	I	5.0	-9.0	8	-8	2	-2	[0, 1, 4]	[[3], [4], [7], [3], [4], [3, 7, 4], [7], [3], [4], [7], [3], [3, 7, 4, 3], [7], [3], [4], [7], [3, 3]]	0.0	0.1666666666666666	[4, 1]	0.8666666666666667	[]	0.0	14.0	16	4	18	719	major
719	719	beethoven_piano_sonatas	02-4	1803.6208098935329	1795	A	I	7.0	-4.0	9	-6	10	-10	[0, 1, 4]	[[3], [7], [4], [3], [7], [4], [3], [7], [4], [3], [7], [3], [4], [4], [7], [4], [4]]	0.0	0.1686746987951807	[4, 1]	0.5542168674698795	[]	1.605421686746988	11.0	15	20	18	720	major
720	720	beethoven_piano_sonatas	03-1	1803.6208098935329	1795	C	I	8.0	-11.0	11	-11	12	-5	[0, 1, 2, 4, 5, -1]	[[0, 1], [0, 4], [5, 2], [0, 4], [5, 2], [0, 4], [2, -1], [0, 4]]	0.0	0.2432432432432432	[4, 1]	1.1164241164241164	[2, 5, -1]	0.656964656964657	19.0	22	17	18	721	major
721	721	beethoven_piano_sonatas	03-2	1803.6208098935329	1795	E	I	9.0	-4.0	8	-5	8	-5	[-1, 0, 1, 2, 4]	[[4, 4, 5], [8], [6], [8], [3]]	0.0	0.3534482758620689	[4, 1]	0.4870689655172414	[-1, 2]	0.4224137931034483	13.0	13	13	18	722	major
722	722	beethoven_piano_sonatas	03-3	1803.6208098935329	1795	C	I	7.0	-5.0	7	-6	11	-5	[1, 6]	[[1], [6], [1]]	1.0	0.2010309278350515	[5, 2]	1.2010309278350515	[6]	0.4432989690721649	12.0	13	16	18	723	major
723	723	beethoven_piano_sonatas	03-4	1803.6208098935329	1795	C	I	10.0	-4.0	10	-5	14	-5	[1]	[[1]]	1.0	0.2626262626262626	[5, 2]	0.4204545454545454	[]	0.2133838383838383	14.0	15	19	18	724	major
724	724	beethoven_piano_sonatas	20-1	1803.6208098935329	1796	G	I	8.0	-2.0	7	-3	8	-2	[-1, 0, 1, 2, 4]	[[1, 1, 5, 2, 1], [2], [1], [5], [2], [0], [3], [1]]	0.0	0.0213523131672597	[4, 1]	0.1779359430604982	[-1, 2]	0.0889679715302491	10.0	10	10	18	725	major
725	725	beethoven_piano_sonatas	20-2	1803.6208098935329	1796	G	I	8.0	-1.0	8	-2	8	-1	[0, 1, 4, 5]	[[1, 5], [1], [2], [6]]	0.0	0.0304878048780487	[4, 1]	0.0975609756097561	[5]	0.1829268292682926	9.0	10	9	18	726	major
727	727	beethoven_piano_sonatas	05-2	1803.6208098935329	1797	Ab	I	8.0	-3.0	9	-5	14	-2	[4, 0, 1]	[[-4, -3, -4, 0, -4]]	0.0	0.0674603174603174	[4, 1]	0.365079365079365	[]	0.3849206349206349	11.0	14	16	18	728	major
729	729	beethoven_piano_sonatas	06-1	1803.6208098935329	1797	F	I	9.0	-4.0	9	-4	9	-4	[1, 3, 4, 6, 0]	[[-1, 0, -1, 3, 0, -1, 3], [-1, 0, -1, 0, -1, 3, 0], [0], [5], [2], [0], [-1, 0, -1, 0, -1, 3]]	0.0	0.1257485029940119	[4, 1]	0.7365269461077845	[3, 6]	0.2335329341317365	13.0	13	13	18	730	major
731	731	beethoven_piano_sonatas	06-3	1803.6208098935329	1797	F	I	7.0	-5.0	7	-4	9	-4	[1]	[[0]]	1.0	0.1628664495114006	[5, 2]	0.5342019543973942	[]	0.2671009771986971	12.0	11	13	18	732	major
733	733	beethoven_piano_sonatas	19-2	1803.6208098935329	1797	G	I	7.0	-4.0	10	-4	8	-4	[1]	[[2], [2]]	1.0	0.0263852242744063	[5, 2]	0.3007915567282322	[]	0.3113456464379947	11.0	14	12	18	734	major
734	734	beethoven_piano_sonatas	07-1	1803.6208098935329	1798	D	I	8.0	-11.0	8	-11	10	-9	[0]	[[2, 2, 2]]	0.0	0.4674556213017751	[4, 1]	1.680473372781065	[]	2.0039447731755424	19.0	19	19	18	735	major
736	736	beethoven_piano_sonatas	07-3	1803.6208098935329	1798	D	I	6.0	-1.0	8	-4	9	-4	[0, 1, 2, 4]	[[3], [2, 3, 6], [3], [6], [4]]	0.0	0.0113636363636363	[4, 1]	0.2840909090909091	[2]	0.2386363636363636	7.0	12	13	18	737	major
737	737	beethoven_piano_sonatas	07-4	1803.6208098935329	1798	D	I	9.0	-5.0	9	-8	10	-5	[0, 1, 4]	[[2, 3, 2, 6]]	0.0	0.2188679245283019	[4, 1]	0.6339622641509434	[]	0.5169811320754717	14.0	17	15	18	738	major
739	739	beethoven_piano_sonatas	08-2	1803.6208098935329	1798	Ab	I	8.0	0.0	7	-4	19	-4	[4, 0, 1]	[[-4, 0], [-4], [-3], [-4], [-3]]	0.0	0.0289855072463768	[4, 1]	0.2608695652173913	[]	2.688405797101449	8.0	11	23	18	740	major
741	741	beethoven_piano_sonatas	09-1	1803.6208098935329	1798	E	I	7.0	-4.0	8	-5	9	-5	[4, 0, 1]	[[5], [4, 8, 5], [4, 8, 5], [4, 8, 5], [4, 4], [4, 8, 5], [4, 8, 5], [4, 8, 5]]	0.0	0.1217391304347826	[4, 1]	0.417391304347826	[]	0.3130434782608696	11.0	13	14	18	742	major
743	743	beethoven_piano_sonatas	09-3	1803.6208098935329	1798	E	I	8.0	-6.0	9	-6	11	-5	[4, 0, 1]	[[8], [5], [5], [4]]	0.0	0.1478599221789883	[4, 1]	0.424124513618677	[]	0.1828793774319066	14.0	15	16	18	744	major
744	744	beethoven_piano_sonatas	10-1	1803.6208098935329	1799	G	I	6.0	-5.0	9	-4	10	-4	[0, 1, 4, 5, 9]	[[2], [2], [10], [5], [6], [1], [1], [1], [5, 5], [1, 5, 2], [2], [2], [10], [5], [6], [1], [1], [1], [5, 5], [1, 5, 2]]	0.0	0.1396011396011396	[4, 1]	0.4045584045584046	[5, 9]	0.4814814814814814	11.0	13	14	18	745	major
745	745	beethoven_piano_sonatas	10-2	1803.6208098935329	1799	C	I	8.0	-1.0	9	-4	9	-2	[1]	[[1]]	1.0	0.0981012658227848	[5, 2]	0.3575949367088608	[]	0.060126582278481	9.0	13	11	18	746	major
746	746	beethoven_piano_sonatas	10-3	1803.6208098935329	1799	G	I	8.0	-2.0	9	-4	9	-3	[-1, 0, 1, 3, 4, 5]	[[5], [0], [2], [4], [6], [1]]	0.0	0.1645569620253164	[4, 1]	0.439873417721519	[-1, 3, 5]	0.2183544303797468	10.0	13	12	18	747	major
747	747	beethoven_piano_sonatas	16-1	1803.6208098935329	1802	G	I	10.0	-4.0	9	-4	10	-4	[-1, 0, 1, 2, 3, 4, 5, 8]	[[1], [1, 5, 2], [1], [6], [4], [2], [9], [4], [5], [2], [0], [5], [3], [1], [5, 2, 1], [1, 1], [5, 2, 1], [5, 2, 5], [1, 1], [5, 2, 5], [5, 2, 1], [1, 1, 5, 2, 1], [5, 2, 1], [1, 1], [5, 2, 1], [2, 1, 5, 2], [1, 1], [2, 1, 5, 2], [5, 2, 1], [1, 1, 5, 2, 1], [5, 2, 1, 5], [1, 1], [5, 2, 1, 5], [1, 5, 4, 1]]	0.0	0.1966666666666666	[4, 1]	0.79	[-1, 2, 3, 5, 8]	0.39	14.0	13	14	18	748	major
748	748	beethoven_piano_sonatas	16-2	1803.6208098935329	1802	C	I	7.0	-5.0	13	-9	10	-5	[0, 1, 4]	[[0], [4], [0], [1], [0]]	0.0	0.2982456140350877	[4, 1]	0.8701754385964913	[]	0.8736842105263158	12.0	22	15	18	749	major
749	749	beethoven_piano_sonatas	16-3	1803.6208098935329	1802	G	I	9.0	-5.0	12	-6	10	-6	[1, 3, 6]	[[2], [7], [2], [4], [2], [2]]	1.0	0.1289855072463768	[5, 2]	0.755072463768116	[3, 6]	0.3507246376811594	14.0	18	16	18	750	major
751	751	beethoven_piano_sonatas	17-2	1803.6208098935329	1802	Bb	I	8.0	-1.0	10	-5	9	-5	[4, -1, 0, 1]	[[-2, -1, -2, 2, -1, -2], [2], [-3], [-1], [-2, -1, -2, 2, -1, -2]]	0.0	0.0941704035874439	[4, 1]	0.695067264573991	[-1]	0.1524663677130044	9.0	15	14	18	752	major
753	753	beethoven_piano_sonatas	18-1	1803.6208098935329	1802	Eb	I	9.0	-4.0	8	-5	10	-2	[3, -1, 0, 2]	[[-4, -3, -1, -4, 0, -3], [0], [-1], [-1], [-4, -3, -1, -4, 0, -3], [0], [-1], [-1], [-4, -3, 0, -3, -1], [-4, -3, 0, -3, -1], [-4, -3, 0, -3, -1]]	2.0	0.182509505703422	[-1, 3, 0]	0.6653992395437263	[]	0.5171102661596958	13.0	13	12	18	754	major
754	754	beethoven_piano_sonatas	18-2	1803.6208098935329	1802	Ab	I	9.0	-2.0	9	-4	13	-4	[4, 0, 1]	[[-3, -4, 0], [-4], [0], [-3], [-4], [-4]]	0.0	0.2209737827715356	[4, 1]	0.7378277153558053	[]	0.348314606741573	11.0	13	17	18	755	major
755	755	beethoven_piano_sonatas	18-3	1803.6208098935329	1802	Eb	I	8.0	-5.0	9	-4	9	-5	[0, 1]	[[-2], [-3]]	1.0	0.1025641025641025	[5, 2]	0.4358974358974359	[0]	0.173076923076923	13.0	13	14	18	756	major
756	756	beethoven_piano_sonatas	18-4	1803.6208098935329	1802	Eb	I	9.0	-5.0	13	-5	13	-5	[4, 0]	[[-3], [1]]	0.0	0.2985074626865671	[4, 1]	0.654228855721393	[]	0.3258706467661691	14.0	18	18	18	757	major
757	757	beethoven_piano_sonatas	21-1	1803.6208098935329	1804	C	I	9.0	-7.0	12	-14	10	-7	[0, 1, 4]	[[0], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4]]	0.0	0.240983606557377	[4, 1]	1.080327868852459	[]	0.5704918032786885	16.0	26	17	18	758	major
758	758	beethoven_piano_sonatas	21-2	1803.6208098935329	1804	F	I	11.0	-1.0	10	-4	9	-1	[1, 4, 0]	[[-1, -1], [0], [0], [3]]	0.0	0.4024390243902439	[4, 1]	0.9634146341463414	[]	0.1219512195121951	12.0	14	10	18	759	major
759	759	beethoven_piano_sonatas	21-3	1803.6208098935329	1804	C	I	7.0	-5.0	9	-7	10	-7	[0, 1, 4]	[[0], [4], [1], [0], [4], [1], [4], [1], [0], [4], [1], [4], [1], [0], [4], [4], [1], [4], [0]]	0.0	0.1442176870748299	[4, 1]	0.6149659863945578	[]	0.2884353741496598	12.0	16	17	18	760	major
761	761	beethoven_piano_sonatas	23-2	1803.6208098935329	1805	Db	I	6.0	-1.0	6	-4	10	-1	[0, 1, 4]	[[-5, -5, -1, -4]]	0.0	0.0434782608695652	[4, 1]	0.1497584541062802	[]	0.3961352657004831	7.0	10	11	18	762	major
763	763	beethoven_piano_sonatas	24-1	1803.6208098935329	1809	F#	I	8.0	-4.0	9	-4	9	-6	[4, 0, 1]	[[6, 6], [10, 7], [10, 7, 6]]	0.0	0.1328413284132841	[4, 1]	0.4870848708487085	[]	0.2214022140221402	12.0	13	15	18	764	major
764	764	beethoven_piano_sonatas	24-2	1803.6208098935329	1809	F#	I	6.0	-4.0	9	-6	10	-6	[-4, 6, 0]	[[2, 6, 6, 12]]	6.0	0.085173501577287	[-4, 0]	0.5583596214511041	[]	0.1041009463722397	10.0	15	16	18	765	major
765	765	beethoven_piano_sonatas	26-1	1803.6208098935329	1810	Eb	I	9.0	-4.0	9	-12	9	-4	[4, 0]	[[-3, 1]]	0.0	0.1842105263157894	[4, 1]	0.7161654135338346	[]	0.1165413533834586	13.0	21	13	18	766	major
766	766	beethoven_piano_sonatas	26-2	1803.6208098935329	1810	Eb	I	9.0	-3.0	9	-9	10	-3	[3, 4, 0, 9]	[[0, -3], [-3], [1], [6]]	9.0	0.6532258064516129	[3, 0, 4, 6]	1.653225806451613	[]	0.6048387096774194	12.0	18	13	18	767	major
767	767	beethoven_piano_sonatas	26-3	1803.6208098935329	1810	Eb	I	7.0	-4.0	9	-4	19	-5	[5, 6, 2, -1, 1]	[[-2, 2, -1, -4, -4, 2, -1, -4], [-2, -2], [2, 3], [-2, -2], [2, 2]]	1.0	0.0891719745222929	[5, 2, -1]	0.3980891719745223	[6]	1.805732484076433	11.0	13	24	18	768	major
768	768	beethoven_piano_sonatas	30-1	1803.6208098935329	1820	E	I	10.0	-4.0	10	-5	9	-1	[4, 0, 1]	[[8], [8], [5], [4], [5]]	0.0	0.26	[4, 1]	0.588	[]	0.1	14.0	15	10	18	769	major
770	770	beethoven_piano_sonatas	30-3	1803.6208098935329	1820	E	I	10.0	-5.0	13	-9	10	-5	[4, 0, 1]	[[4, 5, 8]]	0.0	0.1863057324840764	[4, 1]	0.6273885350318471	[]	0.1464968152866242	15.0	22	15	18	771	major
771	771	beethoven_piano_sonatas	31-1	1803.6208098935329	1822	Ab	I	9.0	-5.0	9	-8	16	-4	[4, 0, 1]	[[-4, -3, -4, 0]]	0.0	0.191044776119403	[4, 1]	0.4895522388059701	[]	1.1611940298507464	14.0	17	20	18	772	major
773	773	beethoven_piano_sonatas	31-3	1803.6208098935329	1822	Ab	I	10.0	-5.0	10	-5	13	-4	[-1, 2, 3]	[[-2, -2, -5, -1], [-2, -2, -5, -1]]	2.0	0.3442367601246106	[-1, 3]	0.6697819314641744	[]	0.2710280373831775	15.0	15	17	18	774	major
775	775	beethoven_piano_sonatas	32-2	1803.6208098935329	1822	C	I	9.0	-11.0	10	-10	11	-4	[0, 1, 4]	[[0, 1, 4], [0], [1], [0, 1, 4], [1]]	0.0	0.1058530510585305	[4, 1]	0.5765877957658779	[]	0.3549190535491905	20.0	20	15	18	776	major
776	776	kozeluh_sonatas	09op08no1a	1806.0	1806	C	I	7.0	-5.0	8	-5	8	-4	[0, 1, 2, 3, 4, 5, -1]	[[0, 0], [1], [-1], [4], [2], [0], [5], [3], [1], [-1], [4], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0]]	0.0	0.2242647058823529	[4, 1]	0.3455882352941176	[2, 3, 5, -1]	0.2169117647058823	12.0	13	12	19	777	major
777	777	kozeluh_sonatas	09op08no1b	1806.0	1806	C	I	6.0	-1.0	9	-4	8	-4	[0, 1, 5]	[[0, 0], [1, 5]]	0.0	0.174496644295302	[4, 1]	0.1342281879194631	[5]	0.0671140939597315	7.0	13	12	19	778	major
778	778	kozeluh_sonatas	10op08no2a	1806.0	1806	F	I	8.0	-4.0	9	-4	8	-4	[1, 2, 4, 0]	[[-1], [3], [0], [-1, 3], [0], [-1, 3], [3], [-1, 3], [1], [-1]]	0.0	0.1485714285714285	[4, 1]	0.5942857142857143	[2]	0.0257142857142857	12.0	13	12	19	779	major
779	779	kozeluh_sonatas	10op08no2b	1806.0	1806	C	I	8.0	-1.0	7	-3	8	-1	[0, 1, 4, -1]	[[0], [1], [4], [-1], [4]]	0.0	0.0818713450292397	[4, 1]	0.1578947368421052	[-1]	0.1812865497076023	9.0	10	9	19	780	major
780	780	kozeluh_sonatas	10op08no2c	1806.0	1806	F	I	8.0	-1.0	9	-2	9	-1	[1]	[[0], [0]]	1.0	0.0324543610547667	[5, 2]	0.0365111561866125	[]	0.1318458417849898	9.0	11	10	19	781	major
781	781	kozeluh_sonatas	11op10no1a	1806.0	1806	Eb	I	7.0	-5.0	9	-11	8	-4	[4, 5, 2, 0, 1]	[[-3], [-3], [1], [-3], [-2], [1], [-3], [2], [-3], [1], [-1], [-3], [-2], [1], [-3]]	0.0	0.2271805273833671	[4, 1]	0.5030425963488844	[5, 2]	0.4077079107505071	12.0	20	12	19	782	major
782	782	kozeluh_sonatas	14op13no2a	1806.0	1806	G	I	8.0	-1.0	9	-5	9	-3	[-1, 0, 1, 2, 4, 5]	[[1, 1], [6, 6], [1, 1], [5, 5], [1, 1], [2, 2], [2, 2], [2, 2], [5, 5], [1, 1], [2, 2], [5, 5], [1, 1], [3, 3], [5, 5], [0, 0], [2, 2]]	0.0	0.1032863849765258	[4, 1]	0.3427230046948357	[-1, 2, 5]	0.1267605633802817	9.0	14	12	19	783	major
783	783	kozeluh_sonatas	14op13no2b	1806.0	1806	D	I	8.0	-1.0	9	-3	8	-2	[1]	[[3]]	1.0	0.0522875816993464	[5, 2]	0.1503267973856209	[]	0.0718954248366013	9.0	12	10	19	784	major
784	784	kozeluh_sonatas	14op13no2c	1806.0	1806	G	I	7.0	-4.0	9	-7	8	-3	[0, 1, 4]	[[1], [2], [5], [5]]	0.0	0.0582010582010582	[4, 1]	0.3809523809523809	[]	0.1111111111111111	11.0	16	11	19	785	major
786	786	kozeluh_sonatas	15op13no3b	1806.0	1806	E	I	7.0	-4.0	8	-4	9	-7	[1]	[[5]]	1.0	0.1063829787234042	[5, 2]	0.2765957446808511	[]	0.3234042553191489	11.0	12	16	19	787	major
789	789	kozeluh_sonatas	16op15no1b	1806.0	1806	G	I	8.0	-4.0	8	-4	10	-4	[0, 4]	[[1], [5, 1]]	0.0	0.1335877862595419	[4, 1]	0.1450381679389313	[]	0.1641221374045801	12.0	12	14	19	790	major
790	790	kozeluh_sonatas	17op15no2a	1806.0	1806	C	I	8.0	-4.0	9	-9	9	-9	[0]	[[0, 0, 0]]	0.0	0.1328273244781783	[4, 1]	0.4554079696394686	[]	0.2884250474383302	12.0	18	18	19	791	major
791	791	kozeluh_sonatas	17op15no2b	1806.0	1806	F	I	8.0	-4.0	8	-4	9	-4	[1, 4]	[[3, 0], [3, 0]]	0.0	0.1428571428571428	[4, 1]	0.1928571428571428	[]	0.2714285714285714	12.0	12	13	19	792	major
792	792	kozeluh_sonatas	17op15no2c	1806.0	1806	C	I	7.0	-4.0	8	-5	10	-5	[0, 1, 4, 5, 9]	[[0], [5], [0], [0], [4], [9], [4], [4], [0], [5], [0], [1], [4], [9], [4], [4], [0], [5], [0], [0], [4], [9], [4], [4], [0], [5], [0], [1], [4], [9], [4]]	0.0	0.2233766233766233	[4, 1]	0.3194805194805195	[5, 9]	0.7688311688311689	11.0	13	15	19	793	major
796	796	kozeluh_sonatas	20op17no2a	1806.0	1806	A	I	8.0	-4.0	8	-4	9	-5	[0, 1, 4]	[[3, 4], [4, 7], [3], [3, 4, 7], [3, 4, 4], [7], [3, 4], [3, 7], [3, 4], [7, 3], [3], [3, 7, 3], [3, 4, 3], [7], [3, 4], [3, 7]]	0.0	0.1348684210526315	[4, 1]	0.2483552631578947	[]	0.0822368421052631	12.0	12	14	19	797	major
797	797	kozeluh_sonatas	20op17no2b	1806.0	1806	E	I	8.0	-4.0	9	-5	8	-4	[4, 0]	[[4], [4, 8]]	0.0	0.1890034364261168	[4, 1]	0.3711340206185567	[]	0.0756013745704467	12.0	14	12	19	798	major
798	798	kozeluh_sonatas	20op17no2c	1806.0	1806	A	I	8.0	-4.0	9	-4	9	-4	[-1, 0, 1, 4]	[[3], [7], [2], [4], [7]]	0.0	0.0912863070539419	[4, 1]	0.1846473029045643	[-1]	0.0995850622406639	12.0	13	13	19	799	major
799	799	kozeluh_sonatas	21op17no3a	1806.0	1806	Eb	I	8.0	-4.0	9	-8	10	-4	[3, 4, 5, 8, 2, -1, 0, 1]	[[-3], [-3, 1], [-3, 1], [-3], [1, -2], [-3, 1], [-3], [-1], [1], [-4], [0], [-2], [-4], [1], [-1], [-3, 1, -3], [-3, 1], [-3], [1, -2], [-3, 1], [-3], [-1], [1], [-4], [-2], [0], [2], [-3], [5]]	0.0	0.1160220994475138	[4, 1]	0.3830570902394107	[3, 5, 8, 2, -1]	0.4640883977900552	12.0	17	14	19	800	major
800	800	kozeluh_sonatas	21op17no3b	1806.0	1806	Eb	I	7.0	-4.0	8	-4	10	-4	[4, 1]	[[-2], [1], [1], [-2], [1], [1]]	0.0	0.2614601018675722	[4, 1]	0.2835314091680815	[]	0.232597623089983	11.0	12	14	19	801	major
801	801	kozeluh_sonatas	22op20no1a	1806.0	1806	F	I	6.0	-4.0	7	-4	6	-5	[1, 4, 0]	[[-1], [3, -1], [-1], [-1], [3, -1], [-1], [-1], [0, 3], [-1]]	0.0	0.1267123287671233	[4, 1]	0.3527397260273973	[]	0.1232876712328767	10.0	11	11	19	802	major
802	802	kozeluh_sonatas	22op20no1b	1806.0	1806	Bb	I	5.0	-1.0	8	-2	10	-1	[4, 0, 1]	[[-2, -1, 2, -2], [-2], [-2], [-2]]	0.0	0.0	[4, 1]	0.119047619047619	[]	0.2619047619047619	6.0	10	11	19	803	major
803	803	kozeluh_sonatas	22op20no1c	1806.0	1806	F	I	7.0	-1.0	8	-4	9	-4	[1, 4, 0]	[[-1], [-1], [3], [-1, 3], [-1], [0], [3]]	0.0	0.0224719101123595	[4, 1]	0.149812734082397	[]	0.1086142322097378	8.0	12	13	19	804	major
804	804	kozeluh_sonatas	23op20no2a	1806.0	1806	C	I	8.0	-4.0	8	-4	8	-4	[0, 1, 2, 4, -1]	[[0, 0], [0, 4], [2, -1], [4, 1], [4, 1], [4, 1], [4, 1], [0, 0], [4, 1], [0, 4]]	0.0	0.1252525252525252	[4, 1]	0.3191919191919192	[2, -1]	0.1454545454545454	12.0	12	12	19	805	major
805	805	kozeluh_sonatas	23op20no2b	1806.0	1806	F	I	8.0	-4.0	8	-4	9	-4	[1, 4, 0]	[[-1, 0, -1, 3]]	0.0	0.16	[4, 1]	0.34	[]	0.2266666666666666	12.0	12	13	19	806	major
