	Unnamed: 0	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	tones_in_span	tones_in_span_in_C	root	RC	ct	CTC	nct	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id	mode
0	0	peri_euridice	peri_euridice_scene_0	1600.0	1600	F	I	3.0	-2.0	5	-1	5	-2	[1, 4, 0]	[[-1], [3], [3], [-1], [3], [3], [3], [-1, 3], [-1, 0]]	0.0	0.0344827586206896	[4, 1]	0.0	[]	0.0344827586206896	5.0	6	7	1	1	major
1	1	peri_euridice	peri_euridice_scene_1	1600.0	1600	G	I	6.0	-4.0	7	-4	6	-4	[-1, 0, 1, 2, 4]	[[1], [5], [5], [5], [2], [3], [1], [5], [5], [2], [2], [0]]	0.0	0.0487012987012987	[4, 1]	0.474025974025974	[-1, 2]	0.0616883116883116	10.0	11	10	1	2	major
2	2	peri_euridice	peri_euridice_scene_2	1600.0	1600	G	I	7.0	-4.0	7	-6	11	-4	[0, 4]	[[1], [1], [1], [1], [1], [1], [5], [1], [5], [1], [5], [5], [1], [1]]	0.0	0.1511976047904191	[4, 1]	0.6317365269461078	[]	0.1317365269461078	11.0	13	15	1	3	major
3	3	peri_euridice	peri_euridice_scene_3	1600.0	1600	G	I	8.0	-4.0	9	-4	7	-4	[1, 2]	[[2], [2], [2], [2], [3], [3]]	1.0	0.0542372881355932	[5, 2]	0.5288135593220339	[]	0.047457627118644	12.0	13	11	1	4	major
4	4	peri_euridice	peri_euridice_scene_4	1600.0	1600	D	I	7.0	-4.0	8	-10	7	-3	[0, 1]	[[2], [3], [3], [3], [3], [3], [3], [2], [3], [3]]	0.0	0.1903367496339678	[4, 1]	1.171303074670571	[]	0.1449487554904831	11.0	18	10	1	5	major
5	5	peri_euridice	peri_euridice_scene_5	1600.0	1600	C	I	7.0	-4.0	9	-5	7	-4	[0, 4]	[[0], [4], [4], [4], [4], [4], [0], [4], [4], [0], [0], [0]]	0.0	0.1071428571428571	[4, 1]	0.3514285714285714	[]	0.0571428571428571	11.0	14	11	1	6	major
6	6	monteverdi_madrigals	2-12	1609.1691322587767	1590	F	I	5.0	-2.0	6	-2	5	-2	[1]	[[0], [0], [0], [0], [0], [0]]	1.0	0.0222222222222222	[5, 2]	0.0088888888888888	[]	0.0044444444444444	7.0	8	7	2	7	major
7	7	monteverdi_madrigals	3-09	1609.1691322587767	1592	F	I	6.0	-1.0	6	-1	6	-1	[1, 3, 4, 5, -1, 0]	[[-1], [-1], [-1], [-1], [4], [2], [0], [-2], [3]]	0.0	0.0105263157894736	[4, 1]	0.0052631578947368	[3, 5, -1]	0.0052631578947368	7.0	7	7	2	8	major
8	8	monteverdi_madrigals	3-11	1609.1691322587767	1592	F	I	6.0	-1.0	6	-1	6	-1	[1, 3, 4, 5, -1, 0]	[[-1], [-1], [-1], [-1], [4], [2], [0], [-2], [3]]	0.0	0.0105263157894736	[4, 1]	0.0052631578947368	[3, 5, -1]	0.0052631578947368	7.0	7	7	2	9	major
11	11	monteverdi_madrigals	5-01	1609.1691322587767	1605	G	I	6.0	-4.0	8	-3	6	-3	[0, 1, 4]	[[1, 2, 1, 5, 2]]	0.0	0.0625	[4, 1]	0.1534090909090909	[]	0.0113636363636363	10.0	11	9	2	12	major
30	30	monteverdi_madrigals	8-18	1609.1691322587767	1638	C	I	6.0	-5.0	6	-7	5	-4	[0]	[[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]	0.0	0.0508474576271186	[4, 1]	0.4779661016949152	[]	0.0101694915254237	11.0	13	9	2	31	major
32	32	monteverdi_madrigals	9-12	1609.1691322587767	1651	C	I	5.0	-4.0	5	-4	0	-4	[0, 4]	[[0, 0, 4, 0], [0, 0, 4, 0]]	0.0	0.0	[4, 1]	0.3076923076923077	[]	0.0	9.0	9	4	2	33	major
50	50	frescobaldi_fiori_musicali	12.17_Canzon_post_il_Comune	1635.0	1635	C	I	6.0	-2.0	8	-2	6	-1	[1, 3, 5]	[[1], [1], [1], [1], [3], [5], [1]]	1.0	0.0516431924882629	[5, 2]	0.1408450704225352	[3]	0.028169014084507	8.0	10	7	4	51	major
60	60	frescobaldi_fiori_musicali	12.27_Canzon_dopo_l'Epistola	1635.0	1635	C	I	8.0	-2.0	8	-3	7	-1	[0, 1, 3, 4, -1]	[[0, 0], [4, 4, 1, 1], [0, 0], [-1, -1], [3, 3], [4, 4]]	0.0	0.1442307692307692	[4, 1]	0.1490384615384615	[3, -1]	0.0192307692307692	10.0	11	8	4	61	major
64	64	frescobaldi_fiori_musicali	12.32_Recercar_con_obligo_del_Basso_come_appare	1635.0	1635	C	I	8.0	-4.0	14	-4	7	-3	[0]	[[0, 0]]	0.0	0.3127962085308057	[4, 1]	0.6350710900473934	[]	0.0710900473933649	12.0	18	10	4	65	major
76	76	frescobaldi_fiori_musicali	12.46_Bergamasca	1635.0	1635	G	I	7.0	-4.0	7	-4	6	-2	[1]	[[2, 2], [2, 2]]	1.0	0.087378640776699	[5, 2]	0.2451456310679611	[]	0.1116504854368932	11.0	11	8	4	77	major
77	77	frescobaldi_fiori_musicali	12.47_Capriccio_sopra_la_Girolmeta	1635.0	1635	G	I	8.0	-2.0	7	-3	6	-2	[0, 3, 5, -2]	[[4, 4], [6, 6], [1, 1], [4, 4], [1, 1], [-1, -1], [4, 4]]	3.0	0.0779569892473118	[0, 4]	0.1532258064516129	[5, -2]	0.1263440860215053	10.0	10	8	4	78	major
79	79	kleine_geistliche_konzerte	op08n02swv283_Bringt_her_dem_Herren	1637.9308224442736	1636	C	I	6.0	-2.0	8	-2	5	-1	[0, 1, 2, 4, -1]	[[0], [4], [0], [2], [4], [0], [4], [1], [4], [-1], [0], [1], [4], [0], [2]]	0.0	0.0284090909090909	[4, 1]	0.2159090909090909	[2, -1]	0.0	8.0	10	6	5	80	major
82	82	kleine_geistliche_konzerte	op08n05swv286_Der_Herr_ist_gross	1637.9308224442736	1636	G	I	5.0	-2.0	7	-2	5	-2	[0, 1, 4]	[[1, 2], [1, 5]]	0.0	0.0359712230215827	[4, 1]	0.3093525179856115	[]	0.0431654676258992	7.0	9	7	5	83	major
84	84	kleine_geistliche_konzerte	op08n07swv288_Ihr_Heiligen,_lobsinget_dem_Herren	1637.9308224442736	1636	D	I	4.0	-3.0	7	-2	6	-2	[0, 1]	[[2, 3]]	0.0	0.0896551724137931	[4, 1]	0.2827586206896552	[]	0.0551724137931034	7.0	9	8	5	85	major
87	87	kleine_geistliche_konzerte	op08n10swv291_Schaffe_in_mir,_Gott,_ein_reines_Herz	1637.9308224442736	1636	G	I	5.0	-3.0	7	-3	6	-3	[0, 1, 4]	[[1], [2], [2], [1, 5]]	0.0	0.0865384615384615	[4, 1]	0.2692307692307692	[]	0.0384615384615384	8.0	10	9	5	88	major
88	88	kleine_geistliche_konzerte	op08n11swv292_Der_Herr_schauet_vom_Himmel_auf_der_Menschen_Kinder	1637.9308224442736	1636	G	I	4.0	-3.0	7	-3	5	-2	[0]	[[1, 1], [1, 1]]	0.0	0.1111111111111111	[4, 1]	0.2222222222222222	[]	0.0518518518518518	7.0	10	7	5	89	major
89	89	kleine_geistliche_konzerte	op08n12swv293_Lobet_den_Herren,_der_zu_Zion_wohnet	1637.9308224442736	1636	G	I	7.0	-3.0	7	-2	4	-2	[0, 1, 2]	[[1], [2], [3]]	0.0	0.0802919708029197	[4, 1]	0.2116788321167883	[2]	0.0510948905109489	10.0	9	6	5	90	major
90	90	kleine_geistliche_konzerte	op08n13swv294_Eins_bitte_ich_vom_Herren	1637.9308224442736	1636	F	I	4.0	-2.0	8	-2	5	-2	[1, 0]	[[-1, 0]]	0.0	0.0242424242424242	[4, 1]	0.1636363636363636	[]	0.0121212121212121	6.0	10	7	5	91	major
97	97	kleine_geistliche_konzerte	op08n21swv302_Ein_Kind_ist_uns_geboren	1637.9308224442736	1636	F	I	6.0	-2.0	8	-5	6	-1	[1, 4, 0]	[[-1, 0], [-1, 0], [-1, 3]]	0.0	0.0289855072463768	[4, 1]	0.3115942028985507	[]	0.0072463768115942	8.0	13	7	5	98	major
99	99	kleine_geistliche_konzerte	op08n23swv304_Siehe,_mein_Fürsprecher_im_Himmel	1637.9308224442736	1636	G	I	7.0	-3.0	9	-3	7	-3	[0, 1, 2, 4]	[[1, 2], [1, 1], [5], [1], [3], [5], [2], [5], [2]]	0.0	0.0930232558139534	[4, 1]	0.4941860465116279	[2]	0.0697674418604651	10.0	12	10	5	100	major
101	101	kleine_geistliche_konzerte	op09n01swv306_Ich_will_den_Herren_loben_allezeit	1637.9308224442736	1639	F	I	8.0	-2.0	9	-4	5	-1	[0]	[[-1]]	0.0	0.0825688073394495	[4, 1]	0.3669724770642202	[]	0.0	10.0	13	6	5	102	major
114	114	kleine_geistliche_konzerte	op09n14swv319_Ich_beuge_meine_Knie_gegen_dem_Vater	1637.9308224442736	1639	G	I	7.0	-3.0	10	-3	5	-2	[0]	[[1, 1]]	0.0	0.1534883720930232	[4, 1]	0.4790697674418605	[]	0.0651162790697674	10.0	13	7	5	115	major
115	115	kleine_geistliche_konzerte	op09n15swv320_Ich_bin_jung_gewesen_und_bin_alt_worden	1637.9308224442736	1639	F	I	6.0	-2.0	8	-2	5	-2	[0]	[[-1, -1], [-1, -1], [-1, -1], [-1, -1], [-1, -1]]	0.0	0.0666666666666666	[4, 1]	0.32	[]	0.0133333333333333	8.0	10	7	5	116	major
122	122	kleine_geistliche_konzerte	op09n22swv327_Allein_Gott_in_der_Höh	1637.9308224442736	1639	G	I	7.0	-2.0	7	-2	7	-2	[0, 4]	[[1], [1], [5]]	0.0	0.0284090909090909	[4, 1]	0.1221590909090909	[]	0.0397727272727272	9.0	9	9	5	123	major
123	123	kleine_geistliche_konzerte	op09n23swv328_Veni,_Sancte_Spiritus	1637.9308224442736	1639	G	I	5.0	-3.0	8	-3	7	-4	[-1, 0, 1, 2, 3, 4, 5]	[[1], [2], [2], [2], [5], [0], [3], [5], [1], [3], [6], [1], [1], [2], [5], [0], [3], [5], [1], [3], [6], [1], [1], [6], [4], [6], [1], [3], [5], [0], [1], [1], [2], [6], [4, 4], [6, 2]]	0.0	0.0308880308880308	[4, 1]	0.3745173745173745	[-1, 2, 3, 5]	0.1583011583011583	8.0	11	11	5	124	major
127	127	kleine_geistliche_konzerte	op09n27swv332_Jubilate_Deo_omnis_terra	1637.9308224442736	1639	F	I	8.0	-4.0	8	-6	8	-2	[4, 0, -1]	[[-1], [3], [-2]]	0.0	0.0484330484330484	[4, 1]	0.3304843304843304	[-1]	0.0284900284900284	12.0	14	10	5	128	major
128	128	kleine_geistliche_konzerte	op09n28swv333_Sei_gegrüßet,_Maria	1637.9308224442736	1639	G	I	6.0	-3.0	8	-3	6	-4	[0, 1, 4]	[[1, 1, 2, 1, 5, 2], [1, 1, 1, 1, 5, 2]]	0.0	0.1409574468085106	[4, 1]	0.3590425531914893	[]	0.0425531914893617	9.0	11	10	5	129	major
129	129	kleine_geistliche_konzerte	op09n29swv334_Ave_Maria,_qualis_est	1637.9308224442736	1639	G	I	6.0	-3.0	8	-3	6	-4	[0, 1, 4]	[[1, 1, 2, 1, 5, 2], [1, 1, 1, 1, 5, 2]]	0.0	0.1409574468085106	[4, 1]	0.3537234042553192	[]	0.0398936170212766	9.0	11	10	5	130	major
133	133	corelli	op01n01a	1687.686470294558	1681	F	I	6.0	-4.0	6	-7	6	-1	[1, 4, 0]	[[-1, -1, 3, 0]]	0.0	0.0163934426229508	[4, 1]	0.2131147540983606	[]	0.0327868852459016	10.0	13	7	6	134	major
134	134	corelli	op01n01b	1687.686470294558	1681	F	I	5.0	-3.0	6	-4	5	-3	[0]	[[-1], [-1], [-1]]	0.0	0.0	[4, 1]	0.1739130434782608	[]	0.0072463768115942	8.0	10	8	6	135	major
135	135	corelli	op01n01c	1687.686470294558	1681	F	I	5.0	-5.0	6	-5	5	-1	[4, 0]	[[-1, -1], [-1, 3]]	0.0	0.1368421052631579	[4, 1]	0.4	[]	0.031578947368421	10.0	11	6	6	136	major
136	136	corelli	op01n01d	1687.686470294558	1681	F	I	5.0	-4.0	5	-9	6	-3	[2, 4, 5, 0]	[[-1], [-1], [4], [-1], [1], [3]]	0.0	0.0434782608695652	[4, 1]	0.2826086956521739	[2, 5]	0.0797101449275362	9.0	14	9	6	137	major
141	141	corelli	op01n03a	1687.686470294558	1681	A	I	5.0	-1.0	5	-4	6	-3	[0, 1, 4]	[[3, 3, 7, 4], [3, 3, 7, 4]]	0.0	0.0454545454545454	[4, 1]	0.0909090909090909	[]	0.0151515151515151	6.0	9	9	6	142	major
142	142	corelli	op01n03b	1687.686470294558	1681	A	I	6.0	-1.0	6	-4	6	-3	[0, 4]	[[3, 3], [3], [3, 3], [7], [3]]	0.0	0.0044843049327354	[4, 1]	0.1210762331838565	[]	0.0044843049327354	7.0	10	9	6	143	major
143	143	corelli	op01n03c	1687.686470294558	1681	A	vi	6.0	-4.0	5	-4	4	-2	[-3, 0, 1]	[[6, 3, 7]]	0.0	0.088235294117647	[-3, 1]	0.2352941176470588	[]	0.0147058823529411	10.0	9	6	6	144	major
144	144	corelli	op01n03d	1687.686470294558	1681	A	I	5.0	-4.0	6	-4	5	-4	[0]	[[3], [3], [3]]	0.0	0.0	[4, 1]	0.0409356725146198	[]	0.023391812865497	9.0	10	9	6	145	major
149	149	corelli	op01n05a	1687.686470294558	1681	Bb	I	5.0	-4.0	6	-4	5	-4	[4, 0]	[[-2, -2], [-2, 2]]	0.0	0.0666666666666666	[4, 1]	0.7	[]	0.1333333333333333	9.0	10	9	6	150	major
150	150	corelli	op01n05b	1687.686470294558	1681	Bb	I	6.0	-4.0	6	-4	6	-3	[4, 0]	[[-2, -2], [-2], [-2, -2], [2]]	0.0	0.046979865771812	[4, 1]	0.1409395973154362	[]	0.0268456375838926	10.0	10	9	6	151	major
151	151	corelli	op01n05c	1687.686470294558	1681	Bb	vi	6.0	-1.0	6	-4	4	0	[0, 1, -3]	[[1, 1, -2, 2]]	0.0	0.0847457627118644	[-3, 1]	0.2542372881355932	[]	0.0	7.0	10	4	6	152	major
152	152	corelli	op01n05d	1687.686470294558	1681	Bb	I	6.0	-4.0	6	-5	5	-4	[4, 0]	[[-2], [-2], [2], [-2]]	0.0	0.0341880341880341	[4, 1]	0.3247863247863248	[]	0.1282051282051282	10.0	11	9	6	153	major
157	157	corelli	op01n07a	1687.686470294558	1681	C	I	5.0	-2.0	6	-4	6	-3	[0, 1, 2, 4, -1]	[[0, 0], [2], [4], [-1], [0], [1], [4], [-1], [2], [0], [4], [0], [0], [0], [0], [0], [1], [0], [0], [0], [0], [0]]	0.0	0.0067567567567567	[4, 1]	0.1013513513513513	[2, -1]	0.0405405405405405	7.0	10	9	6	158	major
158	158	corelli	op01n07b	1687.686470294558	1681	C	vi	8.0	-4.0	5	-4	0	-1	[-3, 0, 1]	[[3, 3, 0, 4]]	0.0	0.0545454545454545	[-3, 1]	0.1636363636363636	[]	0.0	12.0	9	1	6	159	major
159	159	corelli	op01n07c	1687.686470294558	1681	C	I	6.0	-5.0	6	-4	6	-4	[0]	[[0, 0]]	0.0	0.0355029585798816	[4, 1]	0.2307692307692307	[]	0.0177514792899408	11.0	10	10	6	160	major
164	164	corelli	op01n09a	1687.686470294558	1681	G	I	6.0	-1.0	6	-1	5	-1	[0, 1, 4]	[[1], [1, 1], [1, 1], [1], [2], [5], [1], [5], [1], [2], [1], [2], [5], [2], [5], [1], [1], [1, 5], [1, 5], [1], [1], [2], [5], [2], [5], [1], [5], [1], [2], [1], [2], [1], [5], [1, 2], [1, 2], [1], [5], [1], [2], [1], [2], [5], [2], [5], [1], [5], [1], [1], [2], [1, 1], [1, 1], [1], [2], [5], [1], [5], [1], [2], [1], [2], [5], [2], [5], [1, 1], [1], [1], [1], [5], [5]]	0.0	0.025	[4, 1]	0.1	[]	0.0	7.0	7	6	6	165	major
165	165	corelli	op01n09b	1687.686470294558	1681	G	I	5.0	-2.0	8	-5	6	-2	[1]	[[2, 2], [2]]	1.0	0.0066666666666666	[5, 2]	0.1933333333333333	[]	0.0133333333333333	7.0	13	8	6	166	major
166	166	corelli	op01n09c	1687.686470294558	1681	G	I	6.0	-2.0	8	-1	4	-1	[0, 3, 4]	[[4, 4, 1, 5]]	3.0	0.028169014084507	[0, 4]	0.2535211267605634	[]	0.0	8.0	9	5	6	167	major
167	167	corelli	op01n09d	1687.686470294558	1681	G	I	5.0	-2.0	8	-5	8	-1	[0, 1, 2, 4]	[[1, 1, 1], [1], [1, 1], [1], [2], [1], [5], [2], [2], [1, 1], [5], [1], [5], [2], [1], [1], [1, 1], [1], [2], [1], [5], [3], [1]]	0.0	0.0185185185185185	[4, 1]	0.5370370370370371	[2]	0.0925925925925925	7.0	13	9	6	168	major
177	177	corelli	op01n12a	1687.686470294558	1681	D	I	5.0	-1.0	8	-4	5	-1	[0, 1, 2, 4]	[[2, 2], [6, 3], [4, 4]]	0.0	0.0	[4, 1]	0.3492063492063492	[2]	0.0	6.0	12	6	6	178	major
178	178	corelli	op01n12b	1687.686470294558	1681	D	I	8.0	-2.0	7	-1	8	-2	[0, 1, 2, 3, 4, 5]	[[2, 2], [2], [3], [5], [7], [2], [6], [4], [2]]	0.0	0.1089108910891089	[4, 1]	0.1287128712871287	[2, 3, 5]	0.1287128712871287	10.0	8	10	6	179	major
180	180	corelli	op01n12d	1687.686470294558	1681	D	I	8.0	-1.0	8	-4	6	-2	[0, 2]	[[2], [2], [4, 2]]	0.0	0.0533333333333333	[4, 1]	0.0622222222222222	[2]	0.0266666666666666	9.0	12	8	6	181	major
181	181	corelli	op03n01a	1687.686470294558	1689	F	I	5.0	-1.0	5	-4	5	-1	[1, 4, 0]	[[-1, -1, 3, 0], [-1, -1, 3, 0]]	0.0	0.0	[4, 1]	0.0909090909090909	[]	0.0	6.0	9	6	6	182	major
182	182	corelli	op03n01b	1687.686470294558	1689	F	I	5.0	-4.0	8	-4	5	-4	[1, 0]	[[-1], [0], [0]]	0.0	0.0	[4, 1]	0.0821917808219178	[]	0.0	9.0	12	9	6	183	major
183	183	corelli	op03n01c	1687.686470294558	1689	F	I	6.0	-5.0	6	-4	6	-4	[1, 3, 4, -1, 0]	[[-1, -1], [3, 0], [-2, 2]]	0.0	0.0434782608695652	[4, 1]	0.0956521739130434	[3, -1]	0.017391304347826	11.0	10	10	6	184	major
184	184	corelli	op03n01d	1687.686470294558	1689	F	I	5.0	-3.0	6	-7	5	-2	[0]	[[-1], [-1]]	0.0	0.0197368421052631	[4, 1]	0.0592105263157894	[]	0.006578947368421	8.0	13	7	6	185	major
185	185	corelli	op03n02a	1687.686470294558	1689	D	I	5.0	-1.0	8	-2	5	-1	[0, 1, 3, 5]	[[2, 2], [2], [7, 7], [5, 5], [3, 3]]	0.0	0.0	[4, 1]	0.088235294117647	[3, 5]	0.0	6.0	10	6	6	186	major
186	186	corelli	op03n02b	1687.686470294558	1689	D	I	6.0	-4.0	7	-7	5	-3	[0]	[[2]]	0.0	0.0084745762711864	[4, 1]	0.2203389830508474	[]	0.0	10.0	14	8	6	187	major
188	188	corelli	op03n02d	1687.686470294558	1689	D	I	6.0	-4.0	6	-4	5	-1	[0, 4]	[[2], [6], [2]]	0.0	0.0578512396694214	[4, 1]	0.2066115702479339	[]	0.0495867768595041	10.0	10	6	6	189	major
189	189	corelli	op03n03a	1687.686470294558	1689	Bb	I	8.0	-1.0	6	-4	5	-1	[4, 0, 1]	[[-2, -2, 2, -1], [-2, -2, 2, -1]]	0.0	0.0689655172413793	[4, 1]	0.2413793103448276	[]	0.0	9.0	10	6	6	190	major
190	190	corelli	op03n03b	1687.686470294558	1689	Bb	I	6.0	-1.0	6	-8	6	-1	[4, 0, 1]	[[-2, -2, 2, -1]]	0.0	0.0338983050847457	[4, 1]	0.135593220338983	[]	0.0169491525423728	7.0	14	7	6	191	major
191	191	corelli	op03n03c	1687.686470294558	1689	Bb	I	6.0	-4.0	5	-8	5	-1	[4, 0]	[[-2, -2], [2]]	0.0	0.0364963503649635	[4, 1]	0.2043795620437956	[]	0.0	10.0	13	6	6	192	major
192	192	corelli	op03n03d	1687.686470294558	1689	Bb	I	5.0	-4.0	6	-7	9	-1	[2, 4, 0]	[[-2, -2], [-2], [2], [0], [-2]]	0.0	0.0260869565217391	[4, 1]	0.1739130434782608	[2]	0.591304347826087	9.0	13	10	6	193	major
201	201	corelli	op03n06a	1687.686470294558	1689	G	I	6.0	-4.0	8	-4	5	-2	[0, 1, 4]	[[1, 1], [5], [2], [5], [1]]	0.0	0.0446428571428571	[4, 1]	0.125	[]	0.0178571428571428	10.0	12	7	6	202	major
203	203	corelli	op03n06c	1687.686470294558	1689	G	I	5.0	-4.0	6	-4	5	-3	[0]	[[1], [1]]	0.0	0.0408163265306122	[4, 1]	0.0816326530612244	[]	0.0	9.0	10	8	6	204	major
204	204	corelli	op03n06d	1687.686470294558	1689	G	I	6.0	-1.0	8	-1	6	-1	[0]	[[1]]	0.0	0.0167597765363128	[4, 1]	0.1340782122905028	[]	0.0055865921787709	7.0	9	7	6	205	major
209	209	corelli	op03n08a	1687.686470294558	1689	C	I	5.0	-4.0	6	-4	5	-3	[0, 1, 2, 4, -1]	[[0, 0, 4, 1], [0, 0], [0, 4], [2, -1], [0, 0], [4, 1], [4, 1]]	0.0	0.0348837209302325	[4, 1]	0.1395348837209302	[2, -1]	0.0348837209302325	9.0	10	8	6	210	major
210	210	corelli	op03n08b	1687.686470294558	1689	C	I	8.0	-1.0	9	-1	6	-1	[0]	[[0], [0]]	0.0	0.0392156862745098	[4, 1]	0.2222222222222222	[]	0.0130718954248366	9.0	10	7	6	211	major
212	212	corelli	op03n08d	1687.686470294558	1689	C	I	4.0	-4.0	8	-4	6	-4	[0, 1, 4]	[[0, 0, 4], [4], [1], [0, 0, 0, 4]]	0.0	0.0	[4, 1]	0.2692307692307692	[]	0.0384615384615384	8.0	12	10	6	213	major
225	225	corelli	op03n12a	1687.686470294558	1689	A	I	6.0	-1.0	5	-3	5	0	[0, 1, 4]	[[3, 3, 7, 4], [3, 3, 7, 4]]	0.0	0.0625	[4, 1]	0.1875	[]	0.0	7.0	8	5	6	226	major
226	226	corelli	op03n12b	1687.686470294558	1689	E	I	5.0	0.0	4	-1	5	-1	[-1, 0, 1, 2, 4]	[[4, 4], [8], [5], [8], [4], [8], [4, 4], [5], [4], [8], [4], [5], [4], [4, 4], [8], [5], [4], [5], [8], [5], [4, 4], [4], [8], [5], [8], [4], [8], [4, 4], [5], [4], [8], [4], [5], [4], [4, 4, 8], [8], [5], [8], [4], [8], [4, 4], [5], [4], [8], [4], [5], [4], [4, 4], [8], [5], [4], [5], [8], [5], [4, 4], [4], [8], [5], [8], [4], [8], [4, 4], [5], [4], [8], [4], [5], [4], [4, 4, 8], [5], [3], [8], [6], [3], [4, 4], [8], [8, 5], [6, 3], [4, 8]]	0.0	0.0	[4, 1]	0.0	[-1, 2]	0.0	5.0	5	6	6	227	major
227	227	corelli	op03n12c	1687.686470294558	1689	E	V	6.0	-1.0	5	-3	5	0	[5, -1, 2]	[[4, 4, 10, 7]]	1.0	0.0263157894736842	[-1, 5, 2]	0.1052631578947368	[]	0.0	7.0	8	5	6	228	major
228	228	corelli	op03n12d	1687.686470294558	1689	A	I	4.0	-1.0	5	-1	5	-1	[0, 4]	[[3, 3], [3, 7], [3, 3], [7, 7], [3, 3, 3, 7]]	0.0	0.0	[4, 1]	0.0	[]	0.0	5.0	6	6	6	229	major
229	229	corelli	op03n12e	1687.686470294558	1689	A	I	6.0	-1.0	6	-3	5	-2	[0, 1, 4]	[[3, 3], [3], [4], [7], [4], [7], [3], [4], [3], [7], [3], [4], [7], [4], [3], [3], [4], [3]]	0.0	0.0131578947368421	[4, 1]	0.0526315789473684	[]	0.0131578947368421	7.0	9	7	6	230	major
230	230	corelli	op03n12f	1687.686470294558	1689	A	I	6.0	-4.0	6	-4	5	-2	[0, 4]	[[3, 3], [3], [7], [3]]	0.0	0.015625	[4, 1]	0.0677083333333333	[]	0.0104166666666666	10.0	10	7	6	231	major
231	231	corelli	op03n12g	1687.686470294558	1689	A	I	5.0	-1.0	8	-4	5	-1	[0, 4]	[[7], [3]]	0.0	0.0	[4, 1]	0.0792079207920792	[]	0.0	6.0	12	6	6	232	major
232	232	corelli	op04n01a	1687.686470294558	1694	C	I	5.0	-4.0	8	-4	5	-3	[0, 1, 4]	[[0, 0], [4, 1], [0, 0]]	0.0	0.0422535211267605	[4, 1]	0.2957746478873239	[]	0.0	9.0	12	8	6	233	major
233	233	corelli	op04n01b	1687.686470294558	1694	C	I	5.0	-1.0	6	-4	6	-4	[0, 1, 4]	[[0, 0, 4], [0], [0, 4], [4, 1], [4, 1], [0], [0, 0]]	0.0	0.0	[4, 1]	0.16	[]	0.0933333333333333	6.0	10	10	6	234	major
235	235	corelli	op04n01d	1687.686470294558	1694	C	I	5.0	-5.0	7	-4	5	-2	[0, 5]	[[0, 0], [0], [5, 5]]	0.0	0.0075187969924812	[4, 1]	0.1954887218045112	[5]	0.0075187969924812	10.0	11	7	6	236	major
240	240	corelli	op04n03a	1687.686470294558	1694	A	I	5.0	-1.0	8	-1	5	0	[0, 4]	[[3, 3], [3], [7]]	0.0	0.0	[4, 1]	0.0795454545454545	[]	0.0	6.0	9	5	6	241	major
241	241	corelli	op04n03b	1687.686470294558	1694	A	I	5.0	-1.0	8	-1	6	-1	[0, 1, 4]	[[3, 3, 7, 4], [3, 3, 7], [4], [3], [3, 3, 3], [7], [3]]	0.0	0.0	[4, 1]	0.1511627906976744	[]	0.0116279069767441	6.0	9	7	6	242	major
242	242	corelli	op04n03c	1687.686470294558	1694	A	I	6.0	-1.0	8	-1	8	-1	[0, 4]	[[3, 3, 3, 7]]	0.0	0.0277777777777777	[4, 1]	0.1388888888888889	[]	0.1388888888888889	7.0	9	9	6	243	major
243	243	corelli	op04n03d	1687.686470294558	1694	A	I	6.0	-1.0	6	-4	4	-6	[1, 2]	[[4], [5]]	1.0	0.0149253731343283	[5, 2]	0.373134328358209	[]	0.0149253731343283	7.0	10	10	6	244	major
244	244	corelli	op04n04a	1687.686470294558	1694	D	I	8.0	-1.0	8	-1	5	-2	[0, 1, 4]	[[2, 2, 6, 3], [2, 2, 6, 3]]	0.0	0.0454545454545454	[4, 1]	0.0454545454545454	[]	0.0151515151515151	9.0	9	7	6	245	major
245	245	corelli	op04n04b	1687.686470294558	1694	D	I	5.0	-1.0	6	-4	5	-3	[0, 1, 4]	[[2, 2, 6, 3], [2, 2], [6, 3], [6, 3], [3, 2], [2, 2, 2, 6]]	0.0	0.0384615384615384	[4, 1]	0.0897435897435897	[]	0.0	6.0	10	8	6	246	major
247	247	corelli	op04n04d	1687.686470294558	1694	D	I	7.0	-1.0	9	-4	6	-3	[0, 1, 4]	[[2, 6, 3], [2, 6, 3], [2, 3, 6], [2, 6], [2], [3], [2], [6], [2], [2, 6, 6]]	0.0	0.0380952380952381	[4, 1]	0.2761904761904762	[]	0.0380952380952381	8.0	13	9	6	248	major
252	252	corelli	op04n06a	1687.686470294558	1694	E	I	4.0	-1.0	6	-1	4	0	[4, 0, 1]	[[4], [8, 5], [4], [4], [4, 8, 5]]	0.0	0.0	[4, 1]	0.0454545454545454	[]	0.0	5.0	7	4	6	253	major
253	253	corelli	op04n06b	1687.686470294558	1694	E	I	5.0	-1.0	6	-1	3	0	[4, 0, 1]	[[4], [5], [4], [8]]	0.0	0.0	[4, 1]	0.024390243902439	[]	0.0	6.0	7	3	6	254	major
