	corpus	piece	corpus_year	piece_year	globalkey	localkey_mode	max_wl	min_wl	max_ol	min_ol	WLC	OLC	wl_fifths_range	ol_fifths_range	corpus_id	piece_id
929	scarlatti_sonatas	K098	1741.1259598104884	1749	e	major	9	-1	9	-2	0.45614035087719296	0.21052631578947367	10	11	13	930
930	scarlatti_sonatas	K098	1741.1259598104884	1749	e	minor	6	-6	6	-4	1.0666666666666667	0.9333333333333333	12	10	13	931
931	scarlatti_sonatas	K099	1741.1259598104884	1749	c	minor	6	-5	5	-5	1.2873563218390804	0.3333333333333333	11	10	13	932
932	scarlatti_sonatas	K100	1741.1259598104884	1749	C	major	7	-3	7	-2	0.25874125874125875	0.06993006993006994	10	9	13	933
933	wf_bach_sonatas	F001_n08a	1760.0	1760	C	major	10	-4	10	-2	0.5	0.391304347826087	14	12	14	934
934	wf_bach_sonatas	F001_n08a	1760.0	1760	C	minor	5	-4	3	-4	0.8333333333333334	0.05555555555555555	9	7	14	935
935	wf_bach_sonatas	F001_n08b	1760.0	1760	C	major	8	-2	9	-1	0.2	0.3	10	10	14	936
936	wf_bach_sonatas	F001_n08b	1760.0	1760	C	minor	6	-12	3	-5	1.6590909090909092	0.06818181818181818	18	8	14	937
937	wf_bach_sonatas	F001_n08c	1760.0	1760	C	major	9	-9	10	-3	0.48372093023255813	0.17209302325581396	18	13	14	938
938	wf_bach_sonatas	F002_n07a	1760.0	1760	C	major	6	-4	9	-1	0.3541666666666667	0.4791666666666667	10	10	14	939
939	wf_bach_sonatas	F002_n07a	1760.0	1760	C	minor	6	-5	5	-3	1.6829268292682926	0.3170731707317073	11	8	14	940
940	wf_bach_sonatas	F002_n07b	1760.0	1760	a	major	9	-3	9	-1	0.5714285714285714	0.12244897959183673	12	10	14	941
941	wf_bach_sonatas	F002_n07b	1760.0	1760	a	minor	6	-12	3	-5	1.3235294117647058	0.029411764705882353	18	8	14	942
942	wf_bach_sonatas	F002_n07c	1760.0	1760	C	major	9	-2	9	-1	0.19631901840490798	0.15950920245398773	11	10	14	943
943	wf_bach_sonatas	F003_n04a	1760.0	1760	D	major	10	-4	8	-2	0.4886731391585761	0.08414239482200647	14	10	14	944
944	wf_bach_sonatas	F003_n04b	1760.0	1760	b	major	9	-3	9	-2	0.7349397590361446	0.21686746987951808	12	11	14	945
945	wf_bach_sonatas	F003_n04b	1760.0	1760	b	minor	6	-7	6	-4	1.3428571428571427	0.10714285714285714	13	10	14	946
946	wf_bach_sonatas	F003_n04c	1760.0	1760	D	major	8	-4	10	-4	0.4449760765550239	0.5454545454545454	12	14	14	947
947	wf_bach_sonatas	F003_n04c	1760.0	1760	D	minor	6	-5	6	-4	1.3733333333333333	0.6533333333333333	11	10	14	948
948	jc_bach_sonatas	wa01op05no1a_Allegretto	1772.6041876384136	1765	Bb	major	8	-3	7	-2	0.17272727272727273	0.13636363636363635	11	9	15	949
949	jc_bach_sonatas	wa01op05no1b_Tempo_di_Minuetto	1772.6041876384136	1765	Bb	major	6	-1	5	-1	0.0547945205479452	0.0	7	6	15	950
950	jc_bach_sonatas	wa02op05no2a_Allegro_di_molto	1772.6041876384136	1765	D	major	8	-2	9	-2	0.15384615384615385	0.06923076923076923	10	11	15	951
951	jc_bach_sonatas	wa02op05no2b_Andante_di_molto	1772.6041876384136	1765	G	major	7	-4	8	-2	0.17391304347826086	0.10434782608695652	11	10	15	952
952	jc_bach_sonatas	wa02op05no2c_Minuetto	1772.6041876384136	1765	D	major	7	-1	6	-2	0.1016949152542373	0.03389830508474576	8	8	15	953
953	jc_bach_sonatas	wa02op05no2d_Minore	1772.6041876384136	1765	d	minor	5	-4	6	-4	0.5789473684210527	0.4473684210526316	9	10	15	954
954	jc_bach_sonatas	wa03op05no3a_Allegro	1772.6041876384136	1765	G	major	7	-3	8	-2	0.11971830985915492	0.08450704225352113	10	10	15	955
955	jc_bach_sonatas	wa03op05no3a_Allegro	1772.6041876384136	1765	G	minor	6	-4	5	-5	1.0238095238095237	0.38095238095238093	10	10	15	956
956	jc_bach_sonatas	wa03op05no3b_Allegretto	1772.6041876384136	1765	G	major	6	-1	9	-1	0.07627118644067797	0.23728813559322035	7	10	15	957
957	jc_bach_sonatas	wa04op05no4a_Allegro	1772.6041876384136	1765	Eb	major	7	-3	6	-2	0.11180124223602485	0.043478260869565216	10	8	15	958
958	jc_bach_sonatas	wa04op05no4a_Allegro	1772.6041876384136	1765	Eb	minor	6	-5	6	-4	1.5161290322580645	0.5161290322580645	11	10	15	959
959	jc_bach_sonatas	wa04op05no4b_Rondeaux	1772.6041876384136	1765	Eb	major	6	-1	8	-1	0.013888888888888888	0.05555555555555555	7	9	15	960
960	jc_bach_sonatas	wa04op05no4b_Rondeaux	1772.6041876384136	1765	Eb	minor	6	-4	6	-4	1.1428571428571428	0.21428571428571427	10	10	15	961
961	jc_bach_sonatas	wa05op05no5a_Allegro_Assai	1772.6041876384136	1765	E	major	6	-3	8	-2	0.07692307692307693	0.09615384615384616	9	10	15	962
962	jc_bach_sonatas	wa05op05no5a_Allegro_Assai	1772.6041876384136	1765	E	minor	5	-7	5	-4	1.0	0.1	12	9	15	963
963	jc_bach_sonatas	wa05op05no5b_Adagio	1772.6041876384136	1765	A	major	7	-2	8	-2	0.06299212598425197	0.03937007874015748	9	10	15	964
964	jc_bach_sonatas	wa05op05no5c_Prestissimo	1772.6041876384136	1765	E	major	5	-2	8	-2	0.0380952380952381	0.10476190476190476	7	10	15	965
965	jc_bach_sonatas	wa05op05no5c_Prestissimo	1772.6041876384136	1765	E	minor	6	-5	6	-4	0.7551020408163265	0.3979591836734694	11	10	15	966
966	jc_bach_sonatas	wa06op05no6a_Grave	1772.6041876384136	1765	c	major	8	-4	7	-5	0.4603174603174603	0.23809523809523808	12	12	15	967
967	jc_bach_sonatas	wa06op05no6a_Grave	1772.6041876384136	1765	c	minor	7	-7	7	-5	1.345679012345679	0.5679012345679012	14	12	15	968
968	jc_bach_sonatas	wa06op05no6b_Allegro_Moderato	1772.6041876384136	1765	c	major	7	-3	5	-2	0.125	0.025	10	7	15	969
969	jc_bach_sonatas	wa06op05no6b_Allegro_Moderato	1772.6041876384136	1765	c	minor	6	-12	5	-5	0.8713692946058091	0.16597510373443983	18	10	15	970
970	jc_bach_sonatas	wa06op05no6c_Allegretto	1772.6041876384136	1765	c	major	5	-1	5	-1	0.0	0.0	6	6	15	971
971	jc_bach_sonatas	wa06op05no6c_Allegretto	1772.6041876384136	1765	c	minor	5	-4	5	-4	1.0256410256410255	0.2564102564102564	9	9	15	972
972	jc_bach_sonatas	wa07op17no1a_Minuetto_Con_Variatione	1772.6041876384136	1780	G	major	7	-2	9	-2	0.12921348314606743	0.11235955056179775	9	11	15	973
973	jc_bach_sonatas	wa08op17no2a_Allegro	1772.6041876384136	1780	c	major	7	-2	7	-2	0.14473684210526316	0.11842105263157894	9	9	15	974
974	jc_bach_sonatas	wa08op17no2a_Allegro	1772.6041876384136	1780	c	minor	6	-12	7	-5	1.0458715596330275	0.3761467889908257	18	12	15	975
975	jc_bach_sonatas	wa08op17no2b_Andante	1772.6041876384136	1780	Eb	major	7	-4	9	-2	0.10071942446043165	0.3381294964028777	11	11	15	976
976	jc_bach_sonatas	wa08op17no2c_Prestissimo	1772.6041876384136	1780	c	major	9	-3	6	-1	0.22580645161290322	0.010752688172043012	12	7	15	977
977	jc_bach_sonatas	wa08op17no2c_Prestissimo	1772.6041876384136	1780	c	minor	6	-9	6	-5	1.358974358974359	0.2222222222222222	15	11	15	978
978	jc_bach_sonatas	wa09op17no3a_Allegro_Assai	1772.6041876384136	1780	Eb	major	8	-4	7	-3	0.21008403361344538	0.18907563025210083	12	10	15	979
979	jc_bach_sonatas	wa09op17no3a_Allegro_Assai	1772.6041876384136	1780	Eb	minor	5	-5	6	-5	1.103448275862069	1.0	10	11	15	980
980	jc_bach_sonatas	wa09op17no3b_Allegro	1772.6041876384136	1780	Eb	major	8	-3	7	-2	0.09340659340659341	0.08241758241758242	11	9	15	981
981	jc_bach_sonatas	wa10op17no4a_Allegro	1772.6041876384136	1780	G	major	8	-3	9	-2	0.14673913043478262	0.15760869565217392	11	11	15	982
982	jc_bach_sonatas	wa10op17no4a_Allegro	1772.6041876384136	1780	G	minor	6	-5	6	-5	1.2432432432432432	0.6216216216216216	11	11	15	983
983	jc_bach_sonatas	wa10op17no4b_Presto_Assai	1772.6041876384136	1780	G	major	7	-2	9	-1	0.05982905982905983	0.06837606837606838	9	10	15	984
984	jc_bach_sonatas	wa11op17no5a_Allegro	1772.6041876384136	1780	A	major	8	-2	9	-2	0.1366120218579235	0.15300546448087432	10	11	15	985
985	jc_bach_sonatas	wa11op17no5a_Allegro	1772.6041876384136	1780	A	minor	5	-5	5	-4	0.8333333333333334	0.125	10	9	15	986
986	jc_bach_sonatas	wa11op17no5b_Presto	1772.6041876384136	1780	A	major	8	-4	7	-2	0.19196428571428573	0.06696428571428571	12	9	15	987
987	jc_bach_sonatas	wa12op17no6a_Allegro	1772.6041876384136	1780	Bb	major	9	-8	10	-3	0.23316062176165803	0.5854922279792746	17	13	15	988
988	jc_bach_sonatas	wa12op17no6b_Andante	1772.6041876384136	1780	Eb	major	7	-4	9	-2	0.06707317073170732	0.1951219512195122	11	11	15	989
989	jc_bach_sonatas	wa12op17no6c_Prestissimo	1772.6041876384136	1780	Bb	major	8	-8	8	-2	0.27692307692307694	0.05128205128205128	16	10	15	990
990	jc_bach_sonatas	wa12op17no6c_Prestissimo	1772.6041876384136	1780	Bb	minor	6	-8	8	-4	1.9166666666666667	4.25	14	12	15	991
991	mozart_piano_sonatas	K279-1	1780.7395798599532	1775	C	major	9	-4	9	-3	0.3048780487804878	0.3333333333333333	13	12	16	992
992	mozart_piano_sonatas	K279-2	1780.7395798599532	1775	F	major	8	-4	10	-3	0.3014705882352941	0.7426470588235294	12	13	16	993
993	mozart_piano_sonatas	K279-2	1780.7395798599532	1775	F	minor	5	-4	2	-3	1.0	0.0	9	5	16	994
994	mozart_piano_sonatas	K279-3	1780.7395798599532	1775	C	major	9	-3	9	-1	0.23591549295774647	0.17253521126760563	12	10	16	995
995	mozart_piano_sonatas	K279-3	1780.7395798599532	1775	C	minor	6	-4	6	-3	1.4827586206896552	0.13793103448275862	10	9	16	996
996	mozart_piano_sonatas	K280-1	1780.7395798599532	1775	F	major	9	-5	10	-2	0.3333333333333333	0.5265700483091788	14	12	16	997
997	mozart_piano_sonatas	K280-1	1780.7395798599532	1775	F	minor	6	-4	5	-5	2.2	0.6666666666666666	10	10	16	998
998	mozart_piano_sonatas	K280-2	1780.7395798599532	1775	f	major	8	-4	5	-1	0.45714285714285713	0.0	12	6	16	999
999	mozart_piano_sonatas	K280-2	1780.7395798599532	1775	f	minor	6	-5	7	-5	1.6931818181818181	0.45454545454545453	11	12	16	1000
1000	mozart_piano_sonatas	K280-3	1780.7395798599532	1775	F	major	6	-4	9	-1	0.10112359550561797	0.2696629213483146	10	10	16	1001
1001	mozart_piano_sonatas	K280-3	1780.7395798599532	1775	F	minor	6	-5	6	0	1.7647058823529411	1.0588235294117647	11	6	16	1002
1002	mozart_piano_sonatas	K281-1	1780.7395798599532	1775	Bb	major	7	-2	9	-4	0.19540229885057472	0.4885057471264368	9	13	16	1003
1003	mozart_piano_sonatas	K281-1	1780.7395798599532	1775	Bb	minor	6	-5	5	-4	1.0689655172413792	1.8275862068965518	11	9	16	1004
1004	mozart_piano_sonatas	K281-2	1780.7395798599532	1775	Eb	major	7	-4	8	-2	0.28	0.1	11	10	16	1005
1005	mozart_piano_sonatas	K281-3	1780.7395798599532	1775	Bb	major	8	-4	10	-2	0.22674418604651161	0.2761627906976744	12	12	16	1006
1006	mozart_piano_sonatas	K281-3	1780.7395798599532	1775	Bb	minor	6	-5	6	-4	1.9705882352941178	0.5882352941176471	11	10	16	1007
1007	mozart_piano_sonatas	K282-1	1780.7395798599532	1775	Eb	major	7	-4	10	-3	0.38235294117647056	0.5294117647058824	11	13	16	1008
1008	mozart_piano_sonatas	K282-2	1780.7395798599532	1775	Bb	major	7	-9	8	-4	0.38095238095238093	0.16666666666666666	16	12	16	1009
1009	mozart_piano_sonatas	K282-3	1780.7395798599532	1775	Eb	major	9	-4	9	-4	0.2214765100671141	0.3422818791946309	13	13	16	1010
1010	mozart_piano_sonatas	K282-3	1780.7395798599532	1775	Eb	minor	6	-4	0	-5	1.894736842105263	0.05263157894736842	10	5	16	1011
1011	mozart_piano_sonatas	K283-1	1780.7395798599532	1775	G	major	9	-5	9	-2	0.18944099378881987	0.11801242236024845	14	11	16	1012
1012	mozart_piano_sonatas	K283-2	1780.7395798599532	1775	C	major	8	-4	9	-1	0.20408163265306123	0.06802721088435375	12	10	16	1013
1013	mozart_piano_sonatas	K283-2	1780.7395798599532	1775	C	minor	6	-4	6	-5	2.7058823529411766	1.2352941176470589	10	11	16	1014
1014	mozart_piano_sonatas	K283-3	1780.7395798599532	1775	G	major	9	-4	9	-4	0.2847457627118644	0.2745762711864407	13	13	16	1015
1015	mozart_piano_sonatas	K283-3	1780.7395798599532	1775	G	minor	6	-4	6	0	1.7352941176470589	1.5	10	6	16	1016
1016	mozart_piano_sonatas	K284-1	1780.7395798599532	1775	D	major	9	-5	9	-2	0.4657039711191336	0.17328519855595667	14	11	16	1017
1017	mozart_piano_sonatas	K284-1	1780.7395798599532	1775	D	minor	6	-4	6	-3	1.22	0.56	10	9	16	1018
1018	mozart_piano_sonatas	K284-2	1780.7395798599532	1775	A	major	8	-4	9	-4	0.1583710407239819	0.3438914027149321	12	13	16	1019
1019	mozart_piano_sonatas	K284-2	1780.7395798599532	1775	A	minor	6	-5	6	0	2.3333333333333335	0.6666666666666666	11	6	16	1020
1020	mozart_piano_sonatas	K284-3	1780.7395798599532	1775	D	major	9	-4	10	-5	0.2622478386167147	0.3184438040345821	13	15	16	1021
1021	mozart_piano_sonatas	K284-3	1780.7395798599532	1775	D	minor	6	-5	6	-4	1.5263157894736843	0.3157894736842105	11	10	16	1022
1022	mozart_piano_sonatas	K309-1	1780.7395798599532	1777	C	major	7	-5	11	-4	0.2601626016260163	0.35772357723577236	12	15	16	1023
1023	mozart_piano_sonatas	K309-1	1780.7395798599532	1777	C	minor	6	-5	4	-4	1.105263157894737	0.10526315789473684	11	8	16	1024
1024	mozart_piano_sonatas	K309-2	1780.7395798599532	1777	F	major	9	-4	9	-4	0.18725099601593626	0.3426294820717131	13	13	16	1025
1025	mozart_piano_sonatas	K309-3	1780.7395798599532	1777	C	major	9	-4	11	-4	0.4253164556962025	0.28607594936708863	13	15	16	1026
1026	mozart_piano_sonatas	K310-1	1780.7395798599532	1777	a	major	6	-5	8	-4	0.4777777777777778	0.4444444444444444	11	12	16	1027
1027	mozart_piano_sonatas	K310-1	1780.7395798599532	1777	a	minor	6	-5	7	-6	1.335	1.08	11	13	16	1028
1028	mozart_piano_sonatas	K310-2	1780.7395798599532	1777	F	major	8	-4	9	-2	0.21052631578947367	0.2807017543859649	12	11	16	1029
1029	mozart_piano_sonatas	K310-2	1780.7395798599532	1777	F	minor	6	-4	3	0	0.9545454545454546	0.045454545454545456	10	3	16	1030
1030	mozart_piano_sonatas	K310-3	1780.7395798599532	1777	a	major	7	-4	9	-3	0.3645833333333333	0.17708333333333334	11	12	16	1031
1031	mozart_piano_sonatas	K310-3	1780.7395798599532	1777	a	minor	6	-5	6	-4	1.0245398773006136	0.0736196319018405	11	10	16	1032
1032	mozart_piano_sonatas	K311-1	1780.7395798599532	1778	D	major	8	-4	9	-4	0.18151815181518152	0.18811881188118812	12	13	16	1033
1033	mozart_piano_sonatas	K311-1	1780.7395798599532	1778	D	minor	6	-5	2	-4	2.230769230769231	0.0	11	6	16	1034
1034	mozart_piano_sonatas	K311-2	1780.7395798599532	1778	G	major	9	-4	9	-1	0.23404255319148937	0.1276595744680851	13	10	16	1035
1035	mozart_piano_sonatas	K311-3	1780.7395798599532	1778	D	major	8	-2	9	-3	0.10983981693363844	0.2723112128146453	10	12	16	1036
1036	mozart_piano_sonatas	K311-3	1780.7395798599532	1778	D	minor	6	-5	4	-4	0.7959183673469388	0.061224489795918366	11	8	16	1037
1037	mozart_piano_sonatas	K330-1	1780.7395798599532	1783	C	major	9	-5	9	-3	0.26573426573426573	0.22727272727272727	14	12	16	1038
1038	mozart_piano_sonatas	K330-2	1780.7395798599532	1783	F	major	8	-4	8	-1	0.2446043165467626	0.14388489208633093	12	9	16	1039
1039	mozart_piano_sonatas	K330-2	1780.7395798599532	1783	F	minor	6	-4	1	-4	1.175	0.0	10	5	16	1040
1040	mozart_piano_sonatas	K330-3	1780.7395798599532	1783	C	major	10	-4	9	-4	0.23822714681440443	0.19113573407202217	14	13	16	1041
1041	mozart_piano_sonatas	K331-1	1780.7395798599532	1783	A	major	7	-2	10	-3	0.021604938271604937	0.5740740740740741	9	13	16	1042
1042	mozart_piano_sonatas	K331-1	1780.7395798599532	1783	A	minor	6	-4	6	-4	1.391304347826087	1.3695652173913044	10	10	16	1043
1043	mozart_piano_sonatas	K331-2	1780.7395798599532	1783	A	major	7	-4	8	-3	0.2582781456953642	0.2052980132450331	11	11	16	1044
1044	mozart_piano_sonatas	K331-2	1780.7395798599532	1783	A	minor	5	-3	2	-5	1.5	0.125	8	7	16	1045
1045	mozart_piano_sonatas	K331-3	1780.7395798599532	1783	a	major	6	-1	7	-1	0.05555555555555555	0.037037037037037035	7	8	16	1046
1046	mozart_piano_sonatas	K331-3	1780.7395798599532	1783	a	minor	6	-5	6	-4	0.8904109589041096	0.6027397260273972	11	10	16	1047
1047	mozart_piano_sonatas	K332-1	1780.7395798599532	1783	F	major	8	-5	10	-4	0.5278688524590164	0.28852459016393445	13	14	16	1048
1048	mozart_piano_sonatas	K332-1	1780.7395798599532	1783	F	minor	6	-4	6	-3	2.9	0.4	10	9	16	1049
1049	mozart_piano_sonatas	K332-2	1780.7395798599532	1783	Bb	major	8	-4	9	-4	0.5272727272727272	0.6	12	13	16	1050
1050	mozart_piano_sonatas	K332-3	1780.7395798599532	1783	F	major	8	-5	9	-4	0.6963788300835655	0.22562674094707522	13	13	16	1051
1051	mozart_piano_sonatas	K332-3	1780.7395798599532	1783	F	minor	6	-5	6	-4	1.6666666666666667	0.15555555555555556	11	10	16	1052
1052	mozart_piano_sonatas	K333-1	1780.7395798599532	1783	Bb	major	8	-4	9	-3	0.23902439024390243	0.2707317073170732	12	12	16	1053
1053	mozart_piano_sonatas	K333-1	1780.7395798599532	1783	Bb	minor	6	-4	6	-4	2.0555555555555554	0.6666666666666666	10	10	16	1054
1054	mozart_piano_sonatas	K333-2	1780.7395798599532	1783	Eb	major	10	-4	9	-5	0.22842639593908629	0.39593908629441626	14	14	16	1055
1055	mozart_piano_sonatas	K333-2	1780.7395798599532	1783	Eb	minor	7	-4	2	-4	2.2857142857142856	0.0	11	6	16	1056
1056	mozart_piano_sonatas	K333-3	1780.7395798599532	1783	Bb	major	10	-4	10	-4	0.31343283582089554	0.22139303482587064	14	14	16	1057
1057	mozart_piano_sonatas	K333-3	1780.7395798599532	1783	Bb	minor	6	-5	6	-5	1.7727272727272727	0.6590909090909091	11	11	16	1058
1058	mozart_piano_sonatas	K457-1	1780.7395798599532	1784	c	major	9	-8	9	-4	0.6736842105263158	0.4105263157894737	17	13	16	1059
1059	mozart_piano_sonatas	K457-1	1780.7395798599532	1784	c	minor	7	-6	7	-5	1.6476190476190475	0.3047619047619048	13	12	16	1060
1060	mozart_piano_sonatas	K457-2	1780.7395798599532	1784	Eb	major	9	-4	9	-4	0.25668449197860965	0.44919786096256686	13	13	16	1061
1061	mozart_piano_sonatas	K457-2	1780.7395798599532	1784	Eb	minor	6	-4	6	-4	1.962962962962963	0.5925925925925926	10	10	16	1062
1062	mozart_piano_sonatas	K457-3	1780.7395798599532	1784	c	major	6	-4	9	-2	0.5106382978723404	0.8297872340425532	10	11	16	1063
1063	mozart_piano_sonatas	K457-3	1780.7395798599532	1784	c	minor	6	-5	11	-5	1.7054545454545456	0.34545454545454546	11	16	16	1064
1064	mozart_piano_sonatas	K533-1	1780.7395798599532	1788	F	major	10	-9	10	-5	0.7581573896353166	0.2821497120921305	19	15	16	1065
1065	mozart_piano_sonatas	K533-1	1780.7395798599532	1788	F	minor	6	-4	5	-4	1.2941176470588236	0.13725490196078433	10	9	16	1066
1066	mozart_piano_sonatas	K533-2	1780.7395798599532	1788	Bb	major	12	-5	13	-4	0.8604651162790697	0.9961240310077519	17	17	16	1067
1067	mozart_piano_sonatas	K533-3	1780.7395798599532	1788	F	major	8	-4	10	-3	0.17732558139534885	0.5523255813953488	12	13	16	1068
1068	mozart_piano_sonatas	K533-3	1780.7395798599532	1788	F	minor	6	-5	6	-5	1.5416666666666667	0.2361111111111111	11	11	16	1069
1069	mozart_piano_sonatas	K545-1	1780.7395798599532	1788	C	major	6	-3	8	-1	0.05102040816326531	0.16326530612244897	9	9	16	1070
1070	mozart_piano_sonatas	K545-1	1780.7395798599532	1788	C	minor	5	-4	6	-4	1.05	0.8	9	10	16	1071
1071	mozart_piano_sonatas	K545-2	1780.7395798599532	1788	G	major	9	-4	9	-3	0.33884297520661155	0.3884297520661157	13	12	16	1072
1072	mozart_piano_sonatas	K545-2	1780.7395798599532	1788	G	minor	6	-4	9	-4	1.72	1.16	10	13	16	1073
1073	mozart_piano_sonatas	K545-3	1780.7395798599532	1788	C	major	6	-1	8	-4	0.010416666666666666	0.21875	7	12	16	1074
1074	mozart_piano_sonatas	K545-3	1780.7395798599532	1788	C	minor	6	-5	6	-4	1.148936170212766	0.851063829787234	11	10	16	1075
1075	mozart_piano_sonatas	K570-1	1780.7395798599532	1789	Bb	major	9	-4	8	-5	0.375	0.30288461538461536	13	13	16	1076
1076	mozart_piano_sonatas	K570-1	1780.7395798599532	1789	Bb	minor	6	-5	6	-4	1.3714285714285714	0.3142857142857143	11	10	16	1077
1077	mozart_piano_sonatas	K570-2	1780.7395798599532	1789	Eb	major	8	-4	12	-4	0.22	0.52	12	16	16	1078
1078	mozart_piano_sonatas	K570-2	1780.7395798599532	1789	Eb	minor	6	-5	6	-4	1.4772727272727273	0.38636363636363635	11	10	16	1079
1079	mozart_piano_sonatas	K570-3	1780.7395798599532	1789	Bb	major	9	-4	9	-3	0.46545454545454545	0.2509090909090909	13	12	16	1080
1080	mozart_piano_sonatas	K576-1	1780.7395798599532	1789	D	major	8	-4	9	-4	0.2217573221757322	0.301255230125523	12	13	16	1081
1081	mozart_piano_sonatas	K576-1	1780.7395798599532	1789	D	minor	6	-5	5	-4	2.0416666666666665	0.125	11	9	16	1082
1082	mozart_piano_sonatas	K576-2	1780.7395798599532	1789	A	major	8	-4	9	-4	0.36752136752136755	0.8461538461538461	12	13	16	1083
1083	mozart_piano_sonatas	K576-2	1780.7395798599532	1789	A	minor	6	-5	6	-6	1.588235294117647	2.4705882352941178	11	12	16	1084
1084	mozart_piano_sonatas	K576-3	1780.7395798599532	1789	D	major	9	-4	10	-4	0.3324396782841823	0.30831099195710454	13	14	16	1085
1085	mozart_piano_sonatas	K576-3	1780.7395798599532	1789	D	minor	6	-3	7	-4	2.1666666666666665	2.5	9	11	16	1086
1086	pleyel_quartets	b307op2n1a	1783.0	1783	A	major	9	-4	9	-2	0.2743589743589744	0.1564102564102564	13	11	17	1087
1087	pleyel_quartets	b307op2n1b	1783.0	1783	a	major	8	-4	7	-2	0.6666666666666666	0.16666666666666666	12	9	17	1088
1088	pleyel_quartets	b307op2n1b	1783.0	1783	a	minor	6	-5	6	-4	1.4684684684684686	0.2072072072072072	11	10	17	1089
1089	pleyel_quartets	b307op2n1c	1783.0	1783	A	major	8	-2	7	-4	0.17687074829931973	0.07482993197278912	10	11	17	1090
1090	pleyel_quartets	b309op2n3a	1783.0	1783	g	major	8	-2	9	-1	0.4375	0.234375	10	10	17	1091
1091	pleyel_quartets	b309op2n3a	1783.0	1783	g	minor	6	-5	7	-4	1.4710743801652892	0.5454545454545454	11	11	17	1092
1092	pleyel_quartets	b309op2n3b	1783.0	1783	g	major	9	-3	10	-2	0.11801242236024845	0.2670807453416149	12	12	17	1093
1093	pleyel_quartets	b309op2n3b	1783.0	1783	g	minor	6	-5	7	-5	1.4395280235988202	0.6991150442477876	11	12	17	1094
1094	pleyel_quartets	b309op2n3c	1783.0	1783	g	major	8	-4	7	-1	0.25806451612903225	0.06451612903225806	12	8	17	1095
1095	pleyel_quartets	b309op2n3c	1783.0	1783	g	minor	6	-4	6	-4	1.2542372881355932	0.5423728813559322	10	10	17	1096
1096	beethoven_piano_sonatas	01-1	1803.6208098935329	1795	f	major	6	-4	9	-1	0.5125	0.2625	10	10	18	1097
1097	beethoven_piano_sonatas	01-1	1803.6208098935329	1795	f	minor	6	-12	6	-5	2.61875	0.6	18	11	18	1098
1098	beethoven_piano_sonatas	01-2	1803.6208098935329	1795	F	major	9	-4	10	-2	0.12021857923497267	0.4808743169398907	13	12	18	1099
1099	beethoven_piano_sonatas	01-2	1803.6208098935329	1795	F	minor	5	-4	7	-3	1.2857142857142858	2.2857142857142856	9	10	18	1100
1100	beethoven_piano_sonatas	01-3	1803.6208098935329	1795	f	major	7	-4	9	-1	0.11904761904761904	0.15476190476190477	11	10	18	1101
1101	beethoven_piano_sonatas	01-3	1803.6208098935329	1795	f	minor	6	-4	2	-4	1.4222222222222223	0.0	10	6	18	1102
1102	beethoven_piano_sonatas	01-4	1803.6208098935329	1795	f	major	9	-2	9	-1	0.33962264150943394	0.2830188679245283	11	10	18	1103
1103	beethoven_piano_sonatas	01-4	1803.6208098935329	1795	f	minor	6	-5	5	-4	1.6175438596491227	0.042105263157894736	11	9	18	1104
1104	beethoven_piano_sonatas	02-1	1803.6208098935329	1795	A	major	7	-5	8	-5	0.3858267716535433	0.14173228346456693	12	13	18	1105
1105	beethoven_piano_sonatas	02-1	1803.6208098935329	1795	A	minor	6	-13	6	-7	1.6451612903225807	0.3333333333333333	19	13	18	1106
1106	beethoven_piano_sonatas	02-2	1803.6208098935329	1795	D	major	9	-4	9	-2	0.32599118942731276	0.1013215859030837	13	11	18	1107
1107	beethoven_piano_sonatas	02-2	1803.6208098935329	1795	D	minor	6	-5	2	-5	0.6923076923076923	0.15384615384615385	11	7	18	1108
1108	beethoven_piano_sonatas	02-3	1803.6208098935329	1795	A	major	8	-2	0	0	0.2926829268292683	0.0	10	0	18	1109
1109	beethoven_piano_sonatas	02-3	1803.6208098935329	1795	A	minor	5	-9	2	-2	1.4177215189873418	0.0	14	4	18	1110
1110	beethoven_piano_sonatas	02-4	1803.6208098935329	1795	A	major	9	-6	10	-10	0.5601374570446735	1.274914089347079	15	20	18	1111
1111	beethoven_piano_sonatas	02-4	1803.6208098935329	1795	A	minor	6	-4	8	-5	1.853658536585366	3.951219512195122	10	13	18	1112
1112	beethoven_piano_sonatas	03-1	1803.6208098935329	1795	C	major	11	-4	9	-5	0.3247863247863248	0.24358974358974358	15	14	18	1113
1113	beethoven_piano_sonatas	03-1	1803.6208098935329	1795	C	minor	8	-11	12	-5	2.340080971659919	1.048582995951417	19	17	18	1114
1114	beethoven_piano_sonatas	03-2	1803.6208098935329	1795	E	major	9	-5	8	-4	0.6149732620320856	0.34759358288770054	14	12	18	1115
1115	beethoven_piano_sonatas	03-2	1803.6208098935329	1795	E	minor	6	-5	6	-5	1.7777777777777777	0.7333333333333333	11	11	18	1116
1116	beethoven_piano_sonatas	03-3	1803.6208098935329	1795	C	major	7	-5	11	-5	1.2376237623762376	0.42574257425742573	12	16	18	1117
1117	beethoven_piano_sonatas	03-3	1803.6208098935329	1795	C	minor	7	-6	6	-3	1.5806451612903225	0.46236559139784944	13	9	18	1118
