	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	total_WLD	chord_num	avg_WLD	corpus_id	piece_id
101	kleine_geistliche_konzerte	op09n01swv306_Ich_will_den_Herren_loben_allezeit	1637.9308224442736	1639	Renaissance	pre-Baroque	F	major	106.81998999999999	218	0.48999995412844033	5	102
102	kleine_geistliche_konzerte	op09n02swv307_Was_hast_du_verwirket	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	100.96983999999999	184	0.5487491304347826	5	103
103	kleine_geistliche_konzerte	op09n03swv308_O_Jesu,_nomen_dulce	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	80.12017999999999	149	0.5377193288590604	5	104
104	kleine_geistliche_konzerte	op09n04swv309_O_misericordissime_Jesu	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	90.34562	181	0.4991470718232044	5	105
105	kleine_geistliche_konzerte	op09n05swv310_Ich_liege_und_schlafe	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	89.04710999999999	179	0.49746988826815636	5	106
106	kleine_geistliche_konzerte	op09n06swv311_Habe_deine_Lust_an_dem_Herren	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	196.20597999999998	351	0.5589913960113959	5	107
107	kleine_geistliche_konzerte	op09n07swv312_Herr,_ich_hoffe_darauf	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	90.35046	167	0.5410207185628743	5	108
108	kleine_geistliche_konzerte	op09n08swv313_Bone_Jesu,_verbum_Patris	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	138.59238	268	0.5171357462686567	5	109
109	kleine_geistliche_konzerte	op09n09swv314_Verbum_caro_factum	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	137.49222	260	0.5288162307692308	5	110
110	kleine_geistliche_konzerte	op09n10swv315_Hodie_Christus_natus_est	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	133.01752	241	0.551939917012448	5	111
111	kleine_geistliche_konzerte	op09n11swv316_Wann_unsre_Augen_schlafen_ein	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	82.32755	170	0.484279705882353	5	112
112	kleine_geistliche_konzerte	op09n12swv317_Meister,_wir_haben_die_ganze_Nacht_gearbeitet	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	46.827749999999995	86	0.5445087209302325	5	113
113	kleine_geistliche_konzerte	op09n13swv318_Die_Furcht_des_Herren	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	59.617439999999995	118	0.5052325423728813	5	114
114	kleine_geistliche_konzerte	op09n14swv319_Ich_beuge_meine_Knie_gegen_dem_Vater	1637.9308224442736	1639	Renaissance	pre-Baroque	G	major	108.81975999999999	215	0.5061384186046511	5	115
115	kleine_geistliche_konzerte	op09n15swv320_Ich_bin_jung_gewesen_und_bin_alt_worden	1637.9308224442736	1639	Renaissance	pre-Baroque	F	major	78.43814	150	0.5229209333333333	5	116
116	kleine_geistliche_konzerte	op09n16swv321_Herr,_wenn_ich_nur_dich	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	105.16735	187	0.5623922459893048	5	117
117	kleine_geistliche_konzerte	op09n17swv322_Rorate,_rorate_coeli	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	97.96458	190	0.5156030526315789	5	118
118	kleine_geistliche_konzerte	op09n18swv323_Joseph,_du_Sohn_David	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	94.90147999999999	170	0.558244	5	119
119	kleine_geistliche_konzerte	op09n19swv324_Ich_bin_die_Auferstehung	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	119.78547999999999	234	0.5119037606837606	5	120
120	kleine_geistliche_konzerte	op09n20swv325_Die_Seele_Christi_heilige_mich	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	114.26707999999999	217	0.5265764055299539	5	121
121	kleine_geistliche_konzerte	op09n21swv326_Ich_ruf_zu_dir,_Herr_Jesu_Christ	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	98.74937	180	0.5486076111111111	5	122
122	kleine_geistliche_konzerte	op09n22swv327_Allein_Gott_in_der_Höh	1637.9308224442736	1639	Renaissance	pre-Baroque	G	major	188.72231	352	0.5361429261363636	5	123
123	kleine_geistliche_konzerte	op09n23swv328_Veni,_Sancte_Spiritus	1637.9308224442736	1639	Renaissance	pre-Baroque	G	major	144.32772	259	0.5572498841698842	5	124
124	kleine_geistliche_konzerte	op09n24swv329_Ist_Gott_für_uns	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	94.74064	192	0.49344083333333333	5	125
125	kleine_geistliche_konzerte	op09n25swv330_Wer_will_uns_scheiden_von_der_Liebe_Gottes	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	92.23682	178	0.5181843820224719	5	126
126	kleine_geistliche_konzerte	op09n26swv331_Die_Stimm_des_Herren_gehet_auf_den_Wassern	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	121.91413	237	0.514405611814346	5	127
127	kleine_geistliche_konzerte	op09n27swv332_Jubilate_Deo_omnis_terra	1637.9308224442736	1639	Renaissance	pre-Baroque	F	major	192.76665	351	0.549192735042735	5	128
128	kleine_geistliche_konzerte	op09n28swv333_Sei_gegrüßet,_Maria	1637.9308224442736	1639	Renaissance	pre-Baroque	G	major	200.54359	376	0.5333606117021277	5	129
129	kleine_geistliche_konzerte	op09n29swv334_Ave_Maria,_qualis_est	1637.9308224442736	1639	Renaissance	pre-Baroque	G	major	198.94843999999998	376	0.5291181914893617	5	130
130	kleine_geistliche_konzerte	op09n30swv335_Was_betrübst_du_dich,_meine_Seele	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	111.96777	194	0.5771534536082474	5	131
131	kleine_geistliche_konzerte	op09n31swv336_Quemadmodum_desiderat_cervus	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	258.07845	478	0.5399130753138075	5	132
132	kleine_geistliche_konzerte	op09n32swv337_Aufer_immensam	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	241.98415	428	0.5653835280373832	5	133
133	corelli	op01n01a	1687.6864702945581	1681	Baroque	Baroque	F	major	37.84389	61	0.6203916393442623	6	134
134	corelli	op01n01b	1687.6864702945581	1681	Baroque	Baroque	F	major	84.16913	138	0.6099212318840579	6	135
135	corelli	op01n01c	1687.6864702945581	1681	Baroque	Baroque	F	major	58.61588	95	0.6170092631578947	6	136
136	corelli	op01n01d	1687.6864702945581	1681	Baroque	Baroque	F	major	79.14197	138	0.573492536231884	6	137
137	corelli	op01n02a	1687.6864702945581	1681	Baroque	Baroque	e	minor	46.38881	75	0.6185174666666666	6	138
138	corelli	op01n02b	1687.6864702945581	1681	Baroque	Baroque	e	minor	72.87627	121	0.6022832231404959	6	139
139	corelli	op01n02c	1687.6864702945581	1681	Baroque	Baroque	e	minor	36.19719	64	0.56558109375	6	140
140	corelli	op01n02d	1687.6864702945581	1681	Baroque	Baroque	e	minor	104.17394	170	0.6127878823529412	6	141
141	corelli	op01n03a	1687.6864702945581	1681	Baroque	Baroque	A	major	44.1573	66	0.66905	6	142
142	corelli	op01n03b	1687.6864702945581	1681	Baroque	Baroque	A	major	141.78882	223	0.6358243049327353	6	143
143	corelli	op01n03c	1687.6864702945581	1681	Baroque	Baroque	A	minor	41.61438	68	0.6119761764705882	6	144
144	corelli	op01n03d	1687.6864702945581	1681	Baroque	Baroque	A	major	92.61977	171	0.541636081871345	6	145
145	corelli	op01n04a	1687.6864702945581	1681	Baroque	Baroque	a	minor	27.889599999999998	52	0.5363384615384615	6	146
146	corelli	op01n04b	1687.6864702945581	1681	Baroque	Baroque	a	minor	14.263259999999999	26	0.548586923076923	6	147
147	corelli	op01n04c	1687.6864702945581	1681	Baroque	Baroque	a	minor	73.35127	117	0.6269339316239316	6	148
148	corelli	op01n04d	1687.6864702945581	1681	Baroque	Baroque	a	minor	65.19509	115	0.5669138260869565	6	149
