	corpus	piece	localkey_mode	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	r_WLC_OLC	r_WLC_WLD	corpus_id	piece_id
70	ABC	n10op74_01	minor	1812.0509746203827	1809	Classical	Extended tonality	Eb	-0.06166167278299539	0.11860933766558314	1	37
71	ABC	n10op74_02	major	1812.0509746203827	1809	Classical	Extended tonality	Ab	0.2367373617484795	0.43991310863977495	1	38
72	ABC	n10op74_02	minor	1812.0509746203827	1809	Classical	Extended tonality	Ab	-0.01952542496133191	-0.077289308276869	1	38
73	ABC	n10op74_03	major	1812.0509746203827	1809	Classical	Extended tonality	c	0.0	0.4098682559926725	1	39
74	ABC	n10op74_03	minor	1812.0509746203827	1809	Classical	Extended tonality	c	0.3236901496440864	0.40098810604939017	1	39
75	ABC	n10op74_04	major	1812.0509746203827	1809	Classical	Extended tonality	Eb	0.04635428187900674	0.21300462028316008	1	40
76	ABC	n10op74_04	minor	1812.0509746203827	1809	Classical	Extended tonality	Eb	0.0	0.6389625867266809	1	40
77	ABC	n11op95_01	major	1812.0509746203827	1810	Classical	Extended tonality	f	0.49981502542680184	0.18033286101972165	1	41
78	ABC	n11op95_01	minor	1812.0509746203827	1810	Classical	Extended tonality	f	0.20398658072702605	0.536140328430234	1	41
79	ABC	n11op95_02	major	1812.0509746203827	1810	Classical	Extended tonality	D	0.20951333582661327	0.4305183430194633	1	42
80	ABC	n11op95_02	minor	1812.0509746203827	1810	Classical	Extended tonality	D	-0.4743416490252569	0.5569324496538108	1	42
81	ABC	n11op95_03	major	1812.0509746203827	1810	Classical	Extended tonality	f	0.5155327074033034	0.48679500045784224	1	43
82	ABC	n11op95_03	minor	1812.0509746203827	1810	Classical	Extended tonality	f	0.09603437679922618	0.5692156408933294	1	43
83	ABC	n11op95_04	major	1812.0509746203827	1810	Classical	Extended tonality	f	-0.04115588047430705	0.006666261189268222	1	44
84	ABC	n11op95_04	minor	1812.0509746203827	1810	Classical	Extended tonality	f	0.01775100015745462	0.44540776394411496	1	44
85	ABC	n12op127_01	major	1812.0509746203827	1824	Early Romantic	Extended tonality	Eb	0.24441400761198084	0.2692955604459978	1	45
86	ABC	n12op127_01	minor	1812.0509746203827	1824	Early Romantic	Extended tonality	Eb	0.2681307212307431	0.49685098551681695	1	45
87	ABC	n12op127_02	major	1812.0509746203827	1824	Early Romantic	Extended tonality	Ab	-0.05777595464837256	0.19096854848134467	1	46
88	ABC	n12op127_02	minor	1812.0509746203827	1824	Early Romantic	Extended tonality	Ab	-0.24210946442329395	0.3596164471721353	1	46
89	ABC	n12op127_03	major	1812.0509746203827	1824	Early Romantic	Extended tonality	Eb	0.11702374432599384	0.3357103059717998	1	47
90	ABC	n12op127_03	minor	1812.0509746203827	1824	Early Romantic	Extended tonality	Eb	-0.06745745650627452	0.6294750117334394	1	47
91	ABC	n12op127_04	minor	1812.0509746203827	1824	Early Romantic	Extended tonality	Eb	0.2763489739570289	0.41687275401905977	1	48
92	ABC	n12op127_04	major	1812.0509746203827	1824	Early Romantic	Extended tonality	Eb	0.17584655650527073	0.28842752776334274	1	48
93	ABC	n13op130_01	major	1812.0509746203827	1826	Early Romantic	Extended tonality	Bb	-0.006718785122455011	0.3298848358005371	1	49
94	ABC	n13op130_01	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	Bb	-0.0688291865606325	0.47523975598741336	1	49
95	ABC	n13op130_02	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	bb	-0.22599625324241873	0.15672460444699693	1	50
96	ABC	n13op130_02	major	1812.0509746203827	1826	Early Romantic	Extended tonality	bb	-0.039039150045531046	-0.004392264721895115	1	50
97	ABC	n13op130_03	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	Db	0.37957215560795937	0.7612909294708006	1	51
98	ABC	n13op130_03	major	1812.0509746203827	1826	Early Romantic	Extended tonality	Db	0.29885984795364745	0.2474474354544085	1	51
99	ABC	n13op130_04	major	1812.0509746203827	1826	Early Romantic	Extended tonality	G	-0.024673995794337315	0.2767145447258161	1	52
100	ABC	n13op130_04	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	G	-0.14715263556022662	0.6315373638850758	1	52
101	ABC	n13op130_05	major	1812.0509746203827	1826	Early Romantic	Extended tonality	Eb	-0.05549298145667164	0.32233314538696983	1	53
102	ABC	n13op130_05	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	Eb	-0.27241637151682235	0.29874904068633135	1	53
103	ABC	n13op130_06	major	1812.0509746203827	1826	Early Romantic	Extended tonality	Bb	-0.08073157571771043	0.4435681828988982	1	54
104	ABC	n13op130_06	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	Bb	-0.6195732141901679	0.9154590471088673	1	54
105	ABC	n14op131_01	major	1812.0509746203827	1826	Early Romantic	Extended tonality	c#	0.1636361142718792	0.48680451190777235	1	55
106	ABC	n14op131_01	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	c#	0.13208324272002914	0.6183010680171537	1	55
107	ABC	n14op131_02	major	1812.0509746203827	1826	Early Romantic	Extended tonality	D	0.3539153774807147	0.3579065517628014	1	56
108	ABC	n14op131_02	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	D	0.33383181697025105	0.5918583366697223	1	56
109	ABC	n14op131_03	major	1812.0509746203827	1826	Early Romantic	Extended tonality	b	-0.135554767207503	0.37708339407524466	1	57
110	ABC	n14op131_03	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	b	0.2773500981126145	0.4208504798338488	1	57
111	ABC	n14op131_04	major	1812.0509746203827	1826	Early Romantic	Extended tonality	A	0.0266824330749295	0.37282126384387115	1	58
112	ABC	n14op131_05	major	1812.0509746203827	1826	Early Romantic	Extended tonality	E	0.14485962153578552	0.17680183685976555	1	59
113	ABC	n14op131_05	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	E	0.0	0.9999999999999997	1	59
